# solver	iter	total-throughput	stddev
ecmp	0	1.000000	0.000000
ecmp	1	1.000000	0.000000
ecmp	2	0.674638	0.000000
ecmp	3	0.674464	0.000000
ecmp	4	0.682674	0.000000
ecmp	5	0.682562	0.000000
ecmp	6	0.692837	0.000000
ecmp	7	0.690054	0.000000
ecmp	8	0.688321	0.000000
ecmp	9	0.686990	0.000000
ksp	0	1.000000	0.000000
ksp	1	1.000000	0.000000
ksp	2	0.895812	0.000000
ksp	3	0.889226	0.000000
ksp	4	0.894688	0.000000
ksp	5	0.910663	0.000000
ksp	6	0.912737	0.000000
ksp	7	0.915164	0.000000
ksp	8	0.917662	0.000000
ksp	9	0.908418	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.738753	0.000000
mcf	3	0.725850	0.000000
mcf	4	0.713282	0.000000
mcf	5	0.735168	0.000000
mcf	6	0.734398	0.000000
mcf	7	0.727722	0.000000
mcf	8	0.751370	0.000000
mcf	9	0.719990	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.905312	0.000000
raeke	3	0.899262	0.000000
raeke	4	0.904721	0.000000
raeke	5	0.921001	0.000000
raeke	6	0.922640	0.000000
raeke	7	0.925852	0.000000
raeke	8	0.927576	0.000000
raeke	9	0.918709	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	1.000000	0.000000
semimcfecmp	2	0.675001	0.000000
semimcfecmp	3	0.674829	0.000000
semimcfecmp	4	0.683006	0.000000
semimcfecmp	5	0.682881	0.000000
semimcfecmp	6	0.693238	0.000000
semimcfecmp	7	0.690447	0.000000
semimcfecmp	8	0.688683	0.000000
semimcfecmp	9	0.687380	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.906685	0.000000
semimcfksp	3	0.901482	0.000000
semimcfksp	4	0.905526	0.000000
semimcfksp	5	0.918923	0.000000
semimcfksp	6	0.924882	0.000000
semimcfksp	7	0.926503	0.000000
semimcfksp	8	0.929107	0.000000
semimcfksp	9	0.920895	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.710498	0.000000
semimcfmcf	3	0.698329	0.000000
semimcfmcf	4	0.704780	0.000000
semimcfmcf	5	0.710182	0.000000
semimcfmcf	6	0.722241	0.000000
semimcfmcf	7	0.717465	0.000000
semimcfmcf	8	0.726882	0.000000
semimcfmcf	9	0.713363	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.910838	0.000000
semimcfraeke	3	0.903790	0.000000
semimcfraeke	4	0.906677	0.000000
semimcfraeke	5	0.924062	0.000000
semimcfraeke	6	0.922602	0.000000
semimcfraeke	7	0.927953	0.000000
semimcfraeke	8	0.930527	0.000000
semimcfraeke	9	0.921979	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.907378	0.000000
semimcfvlb	3	0.901191	0.000000
semimcfvlb	4	0.905670	0.000000
semimcfvlb	5	0.921271	0.000000
semimcfvlb	6	0.924813	0.000000
semimcfvlb	7	0.931458	0.000000
semimcfvlb	8	0.927839	0.000000
semimcfvlb	9	0.920093	0.000000
spf	0	1.000000	0.000000
spf	1	1.000000	0.000000
spf	2	0.675001	0.000000
spf	3	0.674829	0.000000
spf	4	0.683006	0.000000
spf	5	0.682881	0.000000
spf	6	0.693238	0.000000
spf	7	0.690447	0.000000
spf	8	0.688683	0.000000
spf	9	0.687380	0.000000
vlb	0	1.000000	0.000000
vlb	1	1.000000	0.000000
vlb	2	0.894490	0.000000
vlb	3	0.888136	0.000000
vlb	4	0.892719	0.000000
vlb	5	0.908980	0.000000
vlb	6	0.912582	0.000000
vlb	7	0.913322	0.000000
vlb	8	0.917515	0.000000
vlb	9	0.906320	0.000000

