# solver	iter	edge-congestion
ecmp	0	
		(s1,s2) : 0.0116559737902
		(s1,h1) : 0.00320113592309
		(s2,s1) : 0.0320113592309
		(s2,s5) : 0.528346554232
		(s2,s6) : 0.331289818992
		(s2,s12) : 0.45662054863
		(s2,h2) : 0.0369449273546
		(s3,s6) : 0.278481790248
		(s3,s9) : 0.19757516365
		(s3,h3) : 0.0582356943824
		(s4,s7) : 0.247766256411
		(s4,s10) : 0.0460210245538
		(s4,s11) : 0.108330687097
		(s4,h4) : 0.0156257359122
		(s5,s2) : 0.443969964336
		(s5,s7) : 0.18893298464
		(s5,s8) : 0.44985443853
		(s5,h5) : 0.015236957204
		(s6,s2) : 0.253048125979
		(s6,s3) : 0.434384088772
		(s6,s7) : 0.311845845103
		(s6,h6) : 0.0336447414994
		(s7,s4) : 0.252455867348
		(s7,s5) : 0.138014189794
		(s7,s6) : 0.332785075393
		(s7,h7) : 0.013676787294
		(s8,s5) : 0.369788981582
		(s8,s10) : 0.102798158418
		(s8,h8) : 0.0439888996715
		(s9,s3) : 0.454440620424
		(s9,s12) : 0.380709308944
		(s9,h9) : 0.0457381841051
		(s10,s4) : 0.0430740924113
		(s10,s8) : 0.0902589742241
		(s10,s11) : 0.0420866247108
		(s10,h10) : 0.00729765308515
		(s11,s4) : 0.107727874415
		(s11,s10) : 0.0407374945704
		(s11,h11) : 0.0150417311808
		(s12,s2) : 0.745559379576
		(s12,s9) : 0.454344404008
		(s12,h12) : 0.0471308840727
		(h1,s1) : 0.00116559737902
		(h2,s2) : 0.026348411095
		(h3,s3) : 0.0169589188526
		(h4,s4) : 0.015511749301
		(h5,s5) : 0.0198977233936
		(h6,s6) : 0.0393168790215
		(h7,s7) : 0.0111477919321
		(h8,s8) : 0.0372362723962
		(h9,s9) : 0.0640612202761
		(h10,s10) : 0.00588395446551
		(h11,s11) : 0.0148465368986
		(h12,s12) : 0.0833882766737
ecmp	1	
		(s1,s2) : 0.0116867957948
		(s1,h1) : 0.00455153968561
		(s2,s1) : 0.0455153968561
		(s2,s5) : 0.521507622546
		(s2,s6) : 0.308371734632
		(s2,s12) : 0.43752841719
		(s2,h2) : 0.0343713611109
		(s3,s6) : 0.283412402213
		(s3,s9) : 0.202498877181
		(s3,h3) : 0.052118508971
		(s4,s7) : 0.23710231623
		(s4,s10) : 0.0455111418852
		(s4,s11) : 0.118103558272
		(s4,h4) : 0.0153319544894
		(s5,s2) : 0.39605364432
		(s5,s7) : 0.165145293561
		(s5,s8) : 0.425911658523
		(s5,h5) : 0.0145284517668
		(s6,s2) : 0.253767882008
		(s6,s3) : 0.390391846646
		(s6,s7) : 0.318222511081
		(s6,h6) : 0.0324427155874
		(s7,s4) : 0.259157726702
		(s7,s5) : 0.138672150978
		(s7,s6) : 0.313566914571
		(s7,h7) : 0.0133093734417
		(s8,s5) : 0.378604329089
		(s8,s10) : 0.105811434167
		(s8,h8) : 0.0413628842678
		(s9,s3) : 0.442127788523
		(s9,s12) : 0.389406678278
		(s9,h9) : 0.0451615253788
		(s10,s4) : 0.0414434997408
		(s10,s8) : 0.0858123386337
		(s10,s11) : 0.0448209470173
		(s10,h10) : 0.00733475778163
		(s11,s4) : 0.103566444827
		(s11,s10) : 0.0393348364791
		(s11,h11) : 0.0162924505289
		(s12,s2) : 0.758104683738
		(s12,s9) : 0.439383193048
		(s12,h12) : 0.0481590990411
		(h1,s1) : 0.00116867957948
		(h2,s2) : 0.0237023776473
		(h3,s3) : 0.0174576733936
		(h4,s4) : 0.0149868890011
		(h5,s5) : 0.00936110114598
		(h6,s6) : 0.0381458344193
		(h7,s7) : 0.0124020405796
		(h8,s8) : 0.0386320608777
		(h9,s9) : 0.064126765036
		(h10,s10) : 0.00547669506764
		(h11,s11) : 0.0142901281306
		(h12,s12) : 0.085214377173
ecmp	2	
		(s1,s2) : 0.00753403173105
		(s1,h1) : 0.00258881014199
		(s2,s1) : 0.0256830706788
		(s2,s5) : 0.182621954969
		(s2,s6) : 0.182758043293
		(s2,s12) : 0.0486389316441
		(s2,h2) : 0.0184650406555
		(s3,s6) : 0.272385457504
		(s3,s9) : 0.206767132522
		(s3,h3) : 0.0553929560959
		(s4,s7) : 0.213127878873
		(s4,s10) : 0.0499775198515
		(s4,s11) : 0.0960257981372
		(s4,h4) : 0.0112240717346
		(s5,s2) : 0.245548346258
		(s5,s7) : 0.13534642222
		(s5,s8) : 0.217379417212
		(s5,h5) : 0.0103974304377
		(s6,s2) : 0.170198345688
		(s6,s3) : 0.42066357698
		(s6,s7) : 0.262042076381
		(s6,h6) : 0.0237320008669
		(s7,s4) : 0.193779398948
		(s7,s5) : 0.124342960652
		(s7,s6) : 0.309251382636
		(s7,h7) : 0.00895995335292
		(s8,s5) : 0.267011938156
		(s8,s10) : 0.0721973664439
		(s8,h8) : 0.0250742765212
		(s9,s3) : 0.438355015374
		(s9,s12) : 0.217043462301
		(s9,h9) : 0.0350552987885
		(s10,s4) : 0.0385588555124
		(s10,s8) : 0.0716710456955
		(s10,s11) : 0.0360610126655
		(s10,h10) : 0.00464466286192
		(s11,s4) : 0.0912783326982
		(s11,s10) : 0.0350978742339
		(s11,h11) : 0.0132596172007
		(s12,s2) : 0.0779339033431
		(s12,s9) : 0.341957046725
		(s12,h12) : 0.020661725135
		(h1,s1) : 0.000749982272314
		(h2,s2) : 0.0176376392718
		(h3,s3) : 0.0174153846516
		(h4,s4) : 0.0146557325419
		(h5,s5) : 0.0121141947116
		(h6,s6) : 0.0323202440975
		(h7,s7) : 0.0104686188057
		(h8,s8) : 0.0296172691718
		(h9,s9) : 0.0453679017221
		(h10,s10) : 0.00349510198399
		(h11,s11) : 0.0126094686303
		(h12,s12) : 0.0443862381533
ecmp	3	
		(s1,s2) : 0.00599341259455
		(s1,h1) : 0.00260675979798
		(s2,s1) : 0.0258415926054
		(s2,s5) : 0.151668517725
		(s2,s6) : 0.189521081651
		(s2,s12) : 0.0480383670689
		(s2,h2) : 0.0177914027624
		(s3,s6) : 0.276264395731
		(s3,s9) : 0.203795241484
		(s3,h3) : 0.0571742996204
		(s4,s7) : 0.214351657086
		(s4,s10) : 0.0428474279176
		(s4,s11) : 0.0894360226929
		(s4,h4) : 0.011706310347
		(s5,s2) : 0.233573202652
		(s5,s7) : 0.127151367702
		(s5,s8) : 0.160988877855
		(s5,h5) : 0.00808150764923
		(s6,s2) : 0.151702599569
		(s6,s3) : 0.411240682226
		(s6,s7) : 0.246931881341
		(s6,h6) : 0.0257638952779
		(s7,s4) : 0.189950699655
		(s7,s5) : 0.100691339194
		(s7,s6) : 0.311531689996
		(s7,h7) : 0.0089851195696
		(s8,s5) : 0.273636609278
		(s8,s10) : 0.0703835303381
		(s8,h8) : 0.0184205902509
		(s9,s3) : 0.474254840669
		(s9,s12) : 0.223123948996
		(s9,h9) : 0.0360703245481
		(s10,s4) : 0.0395269392898
		(s10,s8) : 0.0580948805945
		(s10,s11) : 0.0332730158005
		(s10,h10) : 0.00449590323389
		(s11,s4) : 0.0968458801248
		(s11,s10) : 0.0305128125912
		(s11,h11) : 0.0123230900858
		(s12,s2) : 0.0762689480434
		(s12,s9) : 0.373510526707
		(s12,h12) : 0.0218113601852
		(h1,s1) : 0.000596432977412
		(h2,s2) : 0.0178213051837
		(h3,s3) : 0.0166396448114
		(h4,s4) : 0.0136086319034
		(h5,s5) : 0.0070074003863
		(h6,s6) : 0.0287333237609
		(h7,s7) : 0.0101681924036
		(h8,s8) : 0.0304770117305
		(h9,s9) : 0.0477534542269
		(h10,s10) : 0.00315748853257
		(h11,s11) : 0.0127053287137
		(h12,s12) : 0.0477751027214
ecmp	4	
		(s1,s2) : 0.0062904593603
		(s1,h1) : 0.00243277826576
		(s2,s1) : 0.024122033228
		(s2,s5) : 0.146696338762
		(s2,s6) : 0.185787530333
		(s2,s12) : 0.0444973369165
		(s2,h2) : 0.0188872490745
		(s3,s6) : 0.271000549045
		(s3,s9) : 0.198240748048
		(s3,h3) : 0.0587976418741
		(s4,s7) : 0.21718379938
		(s4,s10) : 0.0410550016807
		(s4,s11) : 0.093742030836
		(s4,h4) : 0.0112441445896
		(s5,s2) : 0.229402237399
		(s5,s7) : 0.12587428194
		(s5,s8) : 0.160040579963
		(s5,h5) : 0.00746790663722
		(s6,s2) : 0.156228680358
		(s6,s3) : 0.421991558521
		(s6,s7) : 0.247745517204
		(s6,h6) : 0.0244499176618
		(s7,s4) : 0.188876182314
		(s7,s5) : 0.10217149485
		(s7,s6) : 0.315117795651
		(s7,h7) : 0.00942525752625
		(s8,s5) : 0.260695559187
		(s8,s10) : 0.0662278005771
		(s8,h8) : 0.0184011523111
		(s9,s3) : 0.474117659908
		(s9,s12) : 0.20731969892
		(s9,h9) : 0.034380402124
		(s10,s4) : 0.0365815992354
		(s10,s8) : 0.0573897754956
		(s10,s11) : 0.0332393212825
		(s10,h10) : 0.00397608765671
		(s11,s4) : 0.0956630057297
		(s11,s10) : 0.0296845930113
		(s11,h11) : 0.0127502594899
		(s12,s2) : 0.0735564634032
		(s12,s9) : 0.359572794936
		(s12,h12) : 0.0199785630366
		(h1,s1) : 0.000626176323046
		(h2,s2) : 0.0173050507128
		(h3,s3) : 0.0161187765723
		(h4,s4) : 0.0142066227945
		(h5,s5) : 0.00743981221861
		(h6,s6) : 0.0295848166705
		(h7,s7) : 0.0107756898754
		(h8,s8) : 0.0289453341999
		(h9,s9) : 0.0464283632351
		(h10,s10) : 0.00295150128592
		(h11,s11) : 0.0125068000031
