#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.182843886155
		2. : 0.373660305257
		3. : 0.490061585214
		4. : 0.580337217384
		5. : 0.634087626383
		6. : 0.655274906131
ecmp	3	
		1. : 0.183323722935
		2. : 0.37065138918
		3. : 0.481726866323
		4. : 0.571994785663
		5. : 0.62695255144
		6. : 0.649862548202
ecmp	4	
		1. : 0.183639311402
		2. : 0.375423590959
		3. : 0.488853193539
		4. : 0.580825777168
		5. : 0.636507644115
		6. : 0.659698542285
ecmp	5	
		1. : 0.18852363521
		2. : 0.381497569975
		3. : 0.50079896065
		4. : 0.590653304588
		5. : 0.646693716156
		6. : 0.668890116239
ecmp	6	
		1. : 0.189762951308
		2. : 0.388071652124
		3. : 0.511320787286
		4. : 0.600607326856
		5. : 0.653425665277
		6. : 0.674938829403
ecmp	7	
		1. : 0.189666945092
		2. : 0.385485050914
		3. : 0.507898274837
		4. : 0.597957893003
		5. : 0.651691300416
		6. : 0.673919584093
ecmp	8	
		1. : 0.191703564712
		2. : 0.390285013166
		3. : 0.51369320985
		4. : 0.602876992833
		5. : 0.654919845669
		6. : 0.677266857582
ecmp	9	
		1. : 0.189154632645
		2. : 0.381916944047
		3. : 0.499202865188
		4. : 0.591474143885
		5. : 0.647875338309
		6. : 0.671673431997
ksp	0	
		1. : 0.0807218056243
		2. : 0.183564990865
		3. : 0.345482258832
		4. : 0.564232754852
		5. : 0.737453912893
		6. : 0.799160569254
		7. : 0.79957745325
ksp	1	
		1. : 0.0821589203836
		2. : 0.183245149173
		3. : 0.34334126832
		4. : 0.560823044862
		5. : 0.741683475219
		6. : 0.807406039254
		7. : 0.807794458868
ksp	2	
		1. : 0.0948395215776
		2. : 0.17249747899
		3. : 0.283669097993
		4. : 0.4191512886
		5. : 0.529049829817
		6. : 0.581759133115
		7. : 0.605171248277
		8. : 0.617102248808
		9. : 0.622688958072
		10. : 0.623352856028
ksp	3	
		1. : 0.0963056259193
		2. : 0.171479266106
		3. : 0.276319129969
		4. : 0.405963130781
		5. : 0.515241602293
		6. : 0.569384462289
		7. : 0.593490885147
		8. : 0.605825114725
		9. : 0.611772434289
		10. : 0.612508576828
ksp	4	
		1. : 0.09558206097
		2. : 0.172709571225
		3. : 0.28068155545
		4. : 0.413269286848
		5. : 0.524500753713
		6. : 0.57994961555
