# solver	iter	mean-exp-congestion	stddev
ecmp	0	0.105512	0.000000
ecmp	1	0.103092	0.000000
ecmp	2	0.108193	0.000000
ecmp	3	0.105457	0.000000
ecmp	4	0.102576	0.000000
ecmp	5	0.103003	0.000000
ecmp	6	0.105836	0.000000
ecmp	7	0.104514	0.000000
ecmp	8	0.105692	0.000000
ecmp	9	0.101088	0.000000
ksp	0	0.161094	0.000000
ksp	1	0.156824	0.000000
ksp	2	0.164292	0.000000
ksp	3	0.161074	0.000000
ksp	4	0.156635	0.000000
ksp	5	0.156963	0.000000
ksp	6	0.161317	0.000000
ksp	7	0.158985	0.000000
ksp	8	0.160460	0.000000
ksp	9	0.154042	0.000000
mcf	0	0.158337	0.000000
mcf	1	0.155173	0.000000
mcf	2	0.157774	0.000000
mcf	3	0.157266	0.000000
mcf	4	0.151529	0.000000
mcf	5	0.151862	0.000000
mcf	6	0.152619	0.000000
mcf	7	0.155818	0.000000
mcf	8	0.158831	0.000000
mcf	9	0.148510	0.000000
mwmcf	0	0.105512	0.000000
mwmcf	1	0.103092	0.000000
mwmcf	2	0.108193	0.000000
mwmcf	3	0.105457	0.000000
mwmcf	4	0.102576	0.000000
mwmcf	5	0.103003	0.000000
mwmcf	6	0.105836	0.000000
mwmcf	7	0.104514	0.000000
mwmcf	8	0.105692	0.000000
mwmcf	9	0.101088	0.000000
raeke	0	0.133184	0.000000
raeke	1	0.130062	0.000000
raeke	2	0.136600	0.000000
raeke	3	0.155231	0.000000
raeke	4	0.150597	0.000000
raeke	5	0.150598	0.000000
raeke	6	0.153628	0.000000
raeke	7	0.152425	0.000000
raeke	8	0.154510	0.000000
raeke	9	0.148152	0.000000
semimcfecmp	0	0.105512	0.000000
semimcfecmp	1	0.103092	0.000000
semimcfecmp	2	0.108193	0.000000
semimcfecmp	3	0.137495	0.000000
semimcfecmp	4	0.132952	0.000000
semimcfecmp	5	0.133578	0.000000
semimcfecmp	6	0.136326	0.000000
semimcfecmp	7	0.134600	0.000000
semimcfecmp	8	0.136511	0.000000
semimcfecmp	9	0.130391	0.000000
semimcfksp	0	0.129512	0.000000
semimcfksp	1	0.117715	0.000000
semimcfksp	2	0.132318	0.000000
semimcfksp	3	0.144937	0.000000
semimcfksp	4	0.145379	0.000000
semimcfksp	5	0.150273	0.000000
semimcfksp	6	0.153387	0.000000
semimcfksp	7	0.152741	0.000000
semimcfksp	8	0.147670	0.000000
semimcfksp	9	0.140714	0.000000
semimcfmcf	0	0.158544	0.000000
semimcfmcf	1	0.154313	0.000000
semimcfmcf	2	0.164206	0.000000
semimcfmcf	3	0.180234	0.000000
semimcfmcf	4	0.172157	0.000000
semimcfmcf	5	0.175252	0.000000
semimcfmcf	6	0.183557	0.000000
semimcfmcf	7	0.180685	0.000000
semimcfmcf	8	0.186371	0.000000
semimcfmcf	9	0.175971	0.000000
semimcfraeke	0	0.122818	0.000000
semimcfraeke	1	0.122135	0.000000
semimcfraeke	2	0.126797	0.000000
semimcfraeke	3	0.148816	0.000000
semimcfraeke	4	0.147923	0.000000
semimcfraeke	5	0.147145	0.000000
semimcfraeke	6	0.153493	0.000000
semimcfraeke	7	0.148258	0.000000
semimcfraeke	8	0.151908	0.000000
semimcfraeke	9	0.147323	0.000000
semimcfvlb	0	0.132487	0.000000
semimcfvlb	1	0.123706	0.000000
semimcfvlb	2	0.134533	0.000000
semimcfvlb	3	0.150305	0.000000
semimcfvlb	4	0.144494	0.000000
semimcfvlb	5	0.148602	0.000000
semimcfvlb	6	0.147170	0.000000
semimcfvlb	7	0.150395	0.000000
semimcfvlb	8	0.147464	0.000000
semimcfvlb	9	0.141043	0.000000
spf	0	0.105512	0.000000
spf	1	0.103092	0.000000
spf	2	0.108193	0.000000
spf	3	0.105457	0.000000
spf	4	0.102576	0.000000
spf	5	0.103003	0.000000
spf	6	0.105836	0.000000
spf	7	0.104514	0.000000
spf	8	0.105692	0.000000
spf	9	0.101088	0.000000
vlb	0	0.131844	0.000000
vlb	1	0.130705	0.000000
vlb	2	0.133988	0.000000
vlb	3	0.131740	0.000000
vlb	4	0.128892	0.000000
vlb	5	0.129310	0.000000
vlb	6	0.131889	0.000000
vlb	7	0.130976	0.000000
vlb	8	0.131750	0.000000
vlb	9	0.125582	0.000000

