# solver	iter	failure-drop	stddev
ecmp	0	0.000000	0.000000
ecmp	1	0.000000	0.000000
ecmp	2	0.355056	0.000000
ecmp	3	0.355056	0.000000
ecmp	4	0.530139	0.000000
ecmp	5	0.530139	0.000000
ecmp	6	0.530139	0.000000
ecmp	7	0.355056	0.000000
ecmp	8	0.530139	0.000000
ecmp	9	0.530139	0.000000
ksp	0	0.000000	0.000000
ksp	1	0.000000	0.000000
ksp	2	0.044111	0.000000
ksp	3	0.049333	0.000000
ksp	4	0.038472	0.000000
ksp	5	0.040000	0.000000
ksp	6	0.032333	0.000000
ksp	7	0.031500	0.000000
ksp	8	0.054444	0.000000
ksp	9	0.038472	0.000000
mcf	0	0.000000	0.000000
mcf	1	0.000000	0.000000
mcf	2	0.068500	0.000000
mcf	3	0.023500	0.000000
mcf	4	0.098500	0.000000
mcf	5	0.101833	0.000000
mcf	6	0.027667	0.000000
mcf	7	0.066667	0.000000
mcf	8	0.031333	0.000000
mcf	9	0.067667	0.000000
mwmcf	0	0.000000	0.000000
mwmcf	1	0.000000	0.000000
mwmcf	2	0.530139	0.000000
mwmcf	3	0.355056	0.000000
mwmcf	4	0.355056	0.000000
mwmcf	5	0.530139	0.000000
mwmcf	6	0.355056	0.000000
mwmcf	7	0.355056	0.000000
mwmcf	8	0.530139	0.000000
mwmcf	9	0.530139	0.000000
raeke	0	0.000000	0.000000
raeke	1	0.000000	0.000000
raeke	2	0.064734	0.000000
raeke	3	0.016548	0.000000
raeke	4	0.015202	0.000000
raeke	5	0.064734	0.000000
raeke	6	0.041250	0.000000
raeke	7	0.019302	0.000000
raeke	8	0.016548	0.000000
raeke	9	0.033534	0.000000
semimcfecmp	0	0.000000	0.000000
semimcfecmp	1	0.000000	0.000000
semimcfecmp	2	0.530139	0.000000
semimcfecmp	3	0.530139	0.000000
semimcfecmp	4	0.530139	0.000000
semimcfecmp	5	0.530139	0.000000
semimcfecmp	6	0.355056	0.000000
semimcfecmp	7	0.530139	0.000000
semimcfecmp	8	0.355056	0.000000
semimcfecmp	9	0.355056	0.000000
semimcfksp	0	0.000000	0.000000
semimcfksp	1	0.000000	0.000000
semimcfksp	2	0.023000	0.000000
semimcfksp	3	0.047000	0.000000
semimcfksp	4	0.046500	0.000000
semimcfksp	5	0.048000	0.000000
semimcfksp	6	0.046500	0.000000
semimcfksp	7	0.046500	0.000000
semimcfksp	8	0.036500	0.000000
semimcfksp	9	0.116000	0.000000
semimcfmcf	0	0.000000	0.000000
semimcfmcf	1	0.000000	0.000000
semimcfmcf	2	0.068500	0.000000
semimcfmcf	3	0.060667	0.000000
semimcfmcf	4	0.102667	0.000000
semimcfmcf	5	0.069000	0.000000
semimcfmcf	6	0.065000	0.000000
semimcfmcf	7	0.098500	0.000000
semimcfmcf	8	0.066667	0.000000
semimcfmcf	9	0.101833	0.000000
semimcfraeke	0	0.000000	0.000000
semimcfraeke	1	0.000000	0.000000
semimcfraeke	2	0.032778	0.000000
semimcfraeke	3	0.032681	0.000000
semimcfraeke	4	0.032938	0.000000
semimcfraeke	5	0.023333	0.000000
semimcfraeke	6	0.029333	0.000000
semimcfraeke	7	0.066111	0.000000
semimcfraeke	8	0.005667	0.000000
semimcfraeke	9	0.030944	0.000000
semimcfvlb	0	0.000000	0.000000
semimcfvlb	1	0.000000	0.000000
semimcfvlb	2	0.034250	0.000000
semimcfvlb	3	0.030250	0.000000
semimcfvlb	4	0.034250	0.000000
semimcfvlb	5	0.019250	0.000000
semimcfvlb	6	0.031750	0.000000
semimcfvlb	7	0.029833	0.000000
semimcfvlb	8	0.028250	0.000000
semimcfvlb	9	0.067917	0.000000
spf	0	0.000000	0.000000
spf	1	0.000000	0.000000
spf	2	0.530139	0.000000
spf	3	0.530139	0.000000
spf	4	0.530139	0.000000
spf	5	0.355056	0.000000
spf	6	0.530139	0.000000
spf	7	0.355056	0.000000
spf	8	0.530139	0.000000
spf	9	0.530139	0.000000
vlb	0	0.000000	0.000000
vlb	1	0.000000	0.000000
vlb	2	0.089297	0.000000
vlb	3	0.123909	0.000000
vlb	4	0.088651	0.000000
vlb	5	0.020215	0.000000
vlb	6	0.011520	0.000000
vlb	7	0.012198	0.000000
vlb	8	0.121951	0.000000
vlb	9	0.096182	0.000000

