# solver	iter	total-throughput	stddev
ecmp	0	0.627778	0.000000
ecmp	1	0.627778	0.000000
ecmp	2	0.524222	0.000000
ecmp	3	0.524222	0.000000
ecmp	4	0.413278	0.000000
ecmp	5	0.413278	0.000000
ecmp	6	0.413278	0.000000
ecmp	7	0.524222	0.000000
ecmp	8	0.413278	0.000000
ecmp	9	0.413278	0.000000
ksp	0	0.966667	0.000000
ksp	1	0.966667	0.000000
ksp	2	0.904667	0.000000
ksp	3	0.872300	0.000000
ksp	4	0.899756	0.000000
ksp	5	0.869833	0.000000
ksp	6	0.914107	0.000000
ksp	7	0.916773	0.000000
ksp	8	0.907714	0.000000
ksp	9	0.899756	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.937500	0.000000
mcf	3	0.976833	0.000000
mcf	4	0.911000	0.000000
mcf	5	0.907500	0.000000
mcf	6	0.972000	0.000000
mcf	7	0.939167	0.000000
mcf	8	0.970667	0.000000
mcf	9	0.938167	0.000000
mwmcf	0	0.627778	0.000000
mwmcf	1	0.627778	0.000000
mwmcf	2	0.413278	0.000000
mwmcf	3	0.524222	0.000000
mwmcf	4	0.524222	0.000000
mwmcf	5	0.413278	0.000000
mwmcf	6	0.524222	0.000000
mwmcf	7	0.524222	0.000000
mwmcf	8	0.413278	0.000000
mwmcf	9	0.413278	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.928033	0.000000
raeke	3	0.985173	0.000000
raeke	4	0.986327	0.000000
raeke	5	0.928033	0.000000
raeke	6	0.954044	0.000000
raeke	7	0.981977	0.000000
raeke	8	0.985173	0.000000
raeke	9	0.944221	0.000000
semimcfecmp	0	0.627778	0.000000
semimcfecmp	1	0.627778	0.000000
semimcfecmp	2	0.413278	0.000000
semimcfecmp	3	0.413278	0.000000
semimcfecmp	4	0.413278	0.000000
semimcfecmp	5	0.413278	0.000000
semimcfecmp	6	0.524222	0.000000
semimcfecmp	7	0.413278	0.000000
semimcfecmp	8	0.524222	0.000000
semimcfecmp	9	0.524222	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.978000	0.000000
semimcfksp	3	0.955000	0.000000
semimcfksp	4	0.950500	0.000000
semimcfksp	5	0.948583	0.000000
semimcfksp	6	0.950500	0.000000
semimcfksp	7	0.950500	0.000000
semimcfksp	8	0.965500	0.000000
semimcfksp	9	0.856750	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.937500	0.000000
semimcfmcf	3	0.945667	0.000000
semimcfmcf	4	0.907333	0.000000
semimcfmcf	5	0.937833	0.000000
semimcfmcf	6	0.935000	0.000000
semimcfmcf	7	0.911000	0.000000
semimcfmcf	8	0.939167	0.000000
semimcfmcf	9	0.907500	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.967754	0.000000
semimcfraeke	3	0.968782	0.000000
semimcfraeke	4	0.968588	0.000000
semimcfraeke	5	0.976597	0.000000
semimcfraeke	6	0.960278	0.000000
semimcfraeke	7	0.936889	0.000000
semimcfraeke	8	0.994833	0.000000
semimcfraeke	9	0.967587	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.968750	0.000000
semimcfvlb	3	0.966083	0.000000
semimcfvlb	4	0.968750	0.000000
semimcfvlb	5	0.980250	0.000000
semimcfvlb	6	0.971467	0.000000
semimcfvlb	7	0.965833	0.000000
semimcfvlb	8	0.972417	0.000000
semimcfvlb	9	0.937750	0.000000
spf	0	0.627778	0.000000
spf	1	0.627778	0.000000
spf	2	0.413278	0.000000
spf	3	0.413278	0.000000
spf	4	0.413278	0.000000
spf	5	0.524222	0.000000
spf	6	0.413278	0.000000
spf	7	0.524222	0.000000
spf	8	0.413278	0.000000
spf	9	0.413278	0.000000
vlb	0	0.788561	0.000000
vlb	1	0.895500	0.000000
vlb	2	0.816926	0.000000
vlb	3	0.790926	0.000000
vlb	4	0.804421	0.000000
vlb	5	0.790032	0.000000
vlb	6	0.792925	0.000000
vlb	7	0.777522	0.000000
vlb	8	0.855330	0.000000
vlb	9	0.829909	0.000000

