# solver	iter	time	stddev
ecmp	0	0.099671	0.000000
ecmp	1	0.089927	0.000000
ecmp	2	0.079779	0.000000
ecmp	3	0.106624	0.000000
ecmp	4	0.078964	0.000000
ecmp	5	0.092476	0.000000
ecmp	6	0.087970	0.000000
ecmp	7	0.088145	0.000000
ecmp	8	0.100508	0.000000
ecmp	9	0.072240	0.000000
ksp	0	0.006873	0.000000
ksp	1	0.006632	0.000000
ksp	2	0.004663	0.000000
ksp	3	0.006511	0.000000
ksp	4	0.006975	0.000000
ksp	5	0.006077	0.000000
ksp	6	0.004401	0.000000
ksp	7	0.004359	0.000000
ksp	8	0.007075	0.000000
ksp	9	0.004536	0.000000
mcf	0	0.058660	0.000000
mcf	1	0.067086	0.000000
mcf	2	0.095323	0.000000
mcf	3	0.057820	0.000000
mcf	4	0.058334	0.000000
mcf	5	0.058713	0.000000
mcf	6	0.071555	0.000000
mcf	7	0.064392	0.000000
mcf	8	0.064227	0.000000
mcf	9	0.064514	0.000000
mwmcf	0	0.004406	0.000000
mwmcf	1	0.000032	0.000000
mwmcf	2	0.000034	0.000000
mwmcf	3	0.000031	0.000000
mwmcf	4	0.000041	0.000000
mwmcf	5	0.000042	0.000000
mwmcf	6	0.000031	0.000000
mwmcf	7	0.000034	0.000000
mwmcf	8	0.000033	0.000000
mwmcf	9	0.000034	0.000000
raeke	0	1.051894	0.000000
raeke	1	0.000227	0.000000
raeke	2	0.000238	0.000000
raeke	3	0.000232	0.000000
raeke	4	0.000259	0.000000
raeke	5	0.000166	0.000000
raeke	6	0.000275	0.000000
raeke	7	0.000227	0.000000
raeke	8	0.000234	0.000000
raeke	9	0.000586	0.000000
semimcfecmp	0	0.005835	0.000000
semimcfecmp	1	0.005784	0.000000
semimcfecmp	2	0.005409	0.000000
semimcfecmp	3	0.004815	0.000000
semimcfecmp	4	0.012467	0.000000
semimcfecmp	5	0.007877	0.000000
semimcfecmp	6	0.012011	0.000000
semimcfecmp	7	0.004904	0.000000
semimcfecmp	8	0.006322	0.000000
semimcfecmp	9	0.006799	0.000000
semimcfksp	0	0.007979	0.000000
semimcfksp	1	0.024191	0.000000
semimcfksp	2	0.011178	0.000000
semimcfksp	3	0.008512	0.000000
semimcfksp	4	0.010592	0.000000
semimcfksp	5	0.013449	0.000000
semimcfksp	6	0.014198	0.000000
semimcfksp	7	0.011660	0.000000
semimcfksp	8	0.007601	0.000000
semimcfksp	9	0.009508	0.000000
semimcfmcf	0	0.025573	0.000000
semimcfmcf	1	0.006666	0.000000
semimcfmcf	2	0.011864	0.000000
semimcfmcf	3	0.009392	0.000000
semimcfmcf	4	0.014837	0.000000
semimcfmcf	5	0.009576	0.000000
semimcfmcf	6	0.010778	0.000000
semimcfmcf	7	0.009913	0.000000
semimcfmcf	8	0.007885	0.000000
semimcfmcf	9	0.019399	0.000000
semimcfraeke	0	0.071682	0.000000
semimcfraeke	1	0.070394	0.000000
semimcfraeke	2	0.062929	0.000000
semimcfraeke	3	0.068397	0.000000
semimcfraeke	4	0.071765	0.000000
semimcfraeke	5	0.060162	0.000000
semimcfraeke	6	0.065496	0.000000
semimcfraeke	7	0.056676	0.000000
semimcfraeke	8	0.070133	0.000000
semimcfraeke	9	0.056844	0.000000
semimcfvlb	0	0.015425	0.000000
semimcfvlb	1	0.016539	0.000000
semimcfvlb	2	0.016292	0.000000
semimcfvlb	3	0.016965	0.000000
semimcfvlb	4	0.014647	0.000000
semimcfvlb	5	0.014941	0.000000
semimcfvlb	6	0.018846	0.000000
semimcfvlb	7	0.019089	0.000000
semimcfvlb	8	0.020310	0.000000
semimcfvlb	9	0.030824	0.000000
spf	0	0.000891	0.000000
spf	1	0.001396	0.000000
spf	2	0.001381	0.000000
spf	3	0.001530	0.000000
spf	4	0.001062	0.000000
spf	5	0.002109	0.000000
spf	6	0.001003	0.000000
spf	7	0.001622	0.000000
spf	8	0.001080	0.000000
spf	9	0.001101	0.000000
vlb	0	0.099835	0.000000
vlb	1	0.100771	0.000000
vlb	2	0.103645	0.000000
vlb	3	0.094217	0.000000
vlb	4	0.092414	0.000000
vlb	5	0.105161	0.000000
vlb	6	0.096749	0.000000
vlb	7	0.103371	0.000000
vlb	8	0.091929	0.000000
vlb	9	0.094060	0.000000

