# solver	iter	edge-exp-congestion
ecmp	0	
		(s1,s2) : 0.044492371272
		(s1,h1) : 0.00685937028054
		(s2,s1) : 0.0685937028054
		(s2,s5) : 0.0854983495836
		(s2,s6) : 0.0984651531558
		(s2,s12) : 0.626457022091
		(s2,h2) : 0.00368803104184
		(s3,s6) : 0.0152579882401
		(s3,s9) : 0.00907434435679
		(s3,h3) : 0.0191715455607
		(s4,s7) : 0.114159466995
		(s4,s10) : 0.0233702023728
		(s4,s11) : 0.142187074478
		(s4,h4) : 0.00505168155813
		(s5,s2) : 0.507666624872
		(s5,s7) : 0.176790009046
		(s5,s8) : 0.232555843922
		(s5,h5) : 0.00157732384554
		(s6,s2) : 0.261630748408
		(s6,s3) : 0.173542977908
		(s6,s7) : 0.145160829881
		(s6,h6) : 0.00870861240536
		(s7,s4) : 0.199345217975
		(s7,s5) : 0.0866448194174
		(s7,s6) : 0.176290966677
		(s7,h7) : 0.00770147147229
		(s8,s5) : 0.061869654436
		(s8,s10) : 0.0943121804837
		(s8,h8) : 0.0167713838362
		(s9,s3) : 0.0404140855063
		(s9,s12) : 0.0346343320492
		(s9,h9) : 0.00190946829834
		(s10,s4) : 0.014602217923
		(s10,s8) : 0.074593622633
		(s10,s11) : 0.0664971071313
		(s10,h10) : 0.0063820120386
		(s11,s4) : 0.0871768950608
		(s11,s10) : 0.046918947822
		(s11,h11) : 0.0208684181609
		(s12,s2) : 0.0875639789973
		(s12,s9) : 0.0306925372725
		(s12,h12) : 0.0643018824898
		(h1,s1) : 0.0044492371272
		(h2,s2) : 0.00145408145059
		(h3,s3) : 0.000209072478986
		(h4,s4) : 0.0029109228468
		(h5,s5) : 0.0698772892858
		(h6,s6) : 0.0377406572178
		(h7,s7) : 0.0103185412869
		(h8,s8) : 0.00167462067271
		(h9,s9) : 0.00543762189095
		(h10,s10) : 0.00549117373948
		(h11,s11) : 0.0134095842883
		(h12,s12) : 0.0100183987027
ecmp	1	
		(s1,s2) : 0.0473229551497
		(s1,h1) : 0.00669131141581
		(s2,s1) : 0.0669131141581
		(s2,s5) : 0.0836220644544
		(s2,s6) : 0.0960597958911
		(s2,s12) : 0.614943746169
		(s2,h2) : 0.0044259775999
		(s3,s6) : 0.0148366869173
		(s3,s9) : 0.011053234325
		(s3,h3) : 0.0187410665152
		(s4,s7) : 0.113031942198
		(s4,s10) : 0.0231277867257
		(s4,s11) : 0.139164616062
		(s4,h4) : 0.00493281302045
		(s5,s2) : 0.501433533944
		(s5,s7) : 0.167647548095
		(s5,s8) : 0.227031066218
		(s5,h5) : 0.00153313153807
		(s6,s2) : 0.257474829788
		(s6,s3) : 0.171705938976
		(s6,s7) : 0.138723421882
		(s6,h6) : 0.00852990510241
		(s7,s4) : 0.194521228932
		(s7,s5) : 0.085247837244
		(s7,s6) : 0.174198542412
		(s7,h7) : 0.00666016904961
		(s8,s5) : 0.0611322315765
		(s8,s10) : 0.0915623234184
		(s8,h8) : 0.016427732981
		(s9,s3) : 0.0390749869075
		(s9,s12) : 0.0341684035229
		(s9,h9) : 0.00232737350416
		(s10,s4) : 0.0150665788484
		(s10,s8) : 0.0757748102295
		(s10,s11) : 0.0652825508707
		(s10,h10) : 0.00622238966086
		(s11,s4) : 0.0841708562505
		(s11,s10) : 0.0455321829731
		(s11,h11) : 0.0204447166932
		(s12,s2) : 0.0854496300003
		(s12,s9) : 0.0325643642452
		(s12,h12) : 0.0629127096773
		(h1,s1) : 0.00473229551497
		(h2,s2) : 0.00141175477893
		(h3,s3) : 0.000251966051034
		(h4,s4) : 0.00308938111591
		(h5,s5) : 0.0681441330364
		(h6,s6) : 0.0368108216449
		(h7,s7) : 0.0101166386909
		(h8,s8) : 0.00141660083569
		(h9,s9) : 0.00528995269019
		(h10,s10) : 0.005812554344
		(h11,s11) : 0.0129703039224
		(h12,s12) : 0.00980289413267
ecmp	2	
