#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.799192229481
		4. : 0.949118155246
		5. : 0.99750597967
ecmp	2	
		1. : 0.198527864177
		2. : 0.403737042455
		3. : 0.536337166753
		4. : 0.646146483687
		5. : 0.721245924964
		6. : 0.75763643835
ecmp	3	
		1. : 0.200770850103
		2. : 0.403557460345
		3. : 0.531030479262
		4. : 0.641046223874
		5. : 0.716040884648
		6. : 0.75501914953
ecmp	4	
		1. : 0.202137565173
		2. : 0.410179458784
		3. : 0.54137067247
		4. : 0.653617874816
		5. : 0.727834119386
		6. : 0.76779106003
ecmp	5	
		1. : 0.207774339999
		2. : 0.41596018516
		3. : 0.552991522714
		4. : 0.662038259753
		5. : 0.738544635962
		6. : 0.777703382433
ecmp	6	
		1. : 0.209249410602
		2. : 0.422843113454
		3. : 0.564497993396
		4. : 0.672746412531
		5. : 0.744502910586
		6. : 0.781743471751
ecmp	7	
		1. : 0.209474062196
		2. : 0.420218175548
		3. : 0.561005741807
		4. : 0.670696942148
		5. : 0.744328018997
		6. : 0.78238661098
ecmp	8	
		1. : 0.211501282257
		2. : 0.424263636143
		3. : 0.568413301646
		4. : 0.677007959497
		5. : 0.749137369509
		6. : 0.786323103454
ecmp	9	
		1. : 0.210089807178
		2. : 0.418816717626
		3. : 0.554131070855
		4. : 0.665719687562
		5. : 0.742263629074
		6. : 0.783103449686
ksp	0	
		1. : 0.063155497262
		2. : 0.143172602959
		3. : 0.259003448585
		4. : 0.427005614073
		5. : 0.610428812046
		6. : 0.801481304064
		7. : 0.84541485742
		8. : 0.880153231673
		9. : 0.913831136708
		10. : 0.921154293693
		11. : 0.921271097807
ksp	1	
		1. : 0.0631873242698
		2. : 0.141575921481
		3. : 0.255506252806
		4. : 0.421111953718
		5. : 0.606670049028
		6. : 0.802009122215
		7. : 0.843261937694
		8. : 0.879087607305
		9. : 0.913361404407
		10. : 0.920353939293
		11. : 0.920484330901
ksp	2	
		1. : 0.103200974578
		2. : 0.170206935024
		3. : 0.253825786542
		4. : 0.358406244004
		5. : 0.494996157558
		6. : 0.623544867557
		7. : 0.681799859322
		8. : 0.727889425155
		9. : 0.756669778765
		10. : 0.765605202625
		11. : 0.766156406877
ksp	3	
		1. : 0.106872577626
		2. : 0.173650102891
		3. : 0.254015969728
		4. : 0.354327194382
		5. : 0.485510879125
		6. : 0.615427756227
		7. : 0.672580081775
		8. : 0.719961936464
		9. : 0.750189630917
		10. : 0.7598860976
		11. : 0.760482716712
ksp	4	
		1. : 0.109553904228
		2. : 0.179536446603
		3. : 0.263500718455
		4. : 0.36561841118
		5. : 0.497596287451
		6. : 0.629350538414
		7. : 0.687190460201
		8. : 0.734776927074
		9. : 0.76514742898
		10. : 0.774807685947
		11. : 0.775366192997
ksp	5	
		1. : 0.111282323293
		2. : 0.180924888553
		3. : 0.268033999528
		4. : 0.374303305681
		5. : 0.511026288226
		6. : 0.644229608897
		7. : 0.703455762344
		8. : 0.751043609168
		9. : 0.781543690211
		10. : 0.790874960214
		11. : 0.791139798897
ksp	6	
		1. : 0.107889918567
		2. : 0.178131643627
		3. : 0.268424783789
		4. : 0.376635517931
		5. : 0.514761686521
		6. : 0.645944177207
		7. : 0.705256916821
		8. : 0.75120928547
		9. : 0.78045192142
		10. : 0.789521334645
		11. : 0.789737381061
ksp	7	
		1. : 0.111591354612
		2. : 0.182019146838
		3. : 0.271095551265
		4. : 0.377920268665
		5. : 0.515416781344
		6. : 0.647989002695
		7. : 0.707551683603
		8. : 0.753901783516
		9. : 0.783479579518
		10. : 0.792567175213
		11. : 0.792830048678
ksp	8	
		1. : 0.110959171714
		2. : 0.181653988969
		3. : 0.272873205688
		4. : 0.38147534783
		5. : 0.519727131285
		6. : 0.653195759971
		7. : 0.713769704776
		8. : 0.758967382242
		9. : 0.787786315685
		10. : 0.796838328986
		11. : 0.797075110353
ksp	9	
		1. : 0.115149685376
		2. : 0.184624371827
		3. : 0.270801194871
		4. : 0.375830551025
		5. : 0.51156584023
		6. : 0.646624261437
		7. : 0.706700581061
		8. : 0.755320842703
		9. : 0.78646213103
		10. : 0.795797350692
		11. : 0.796061670682
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664851
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933143
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.55334826268
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.179117270039
		2. : 0.303640084368
		3. : 0.400832512319
		4. : 0.485057222589
