# solver	iter	mean-congestion	stddev
akecmp	0	0.356485	0.000000
akecmp	1	0.356485	0.000000
akmcf	0	0.370187	0.000000
akmcf	1	0.370187	0.000000
akraeke	0	0.811909	0.000000
akraeke	1	0.811909	0.000000
akvlb	0	0.686032	0.000000
akvlb	1	0.686032	0.000000
ecmp	0	0.356485	0.000000
ecmp	1	0.356485	0.000000
mcf	0	0.367172	0.000000
mcf	1	0.367172	0.000000
mwmcf	0	0.356485	0.000000
mwmcf	1	0.356485	0.000000
raeke	0	0.810862	0.000000
raeke	1	0.810862	0.000000
semimcfecmp	0	0.356485	0.000000
semimcfecmp	1	0.356485	0.000000
semimcfmcf	0	0.369166	0.000000
semimcfmcf	1	0.369166	0.000000
semimcfraeke	0	0.371191	0.000000
semimcfraeke	1	0.371191	0.000000
semimcfvlb	0	0.365015	0.000000
semimcfvlb	1	0.365015	0.000000
spf	0	0.356485	0.000000
spf	1	0.356485	0.000000
vlb	0	0.686032	0.000000
vlb	1	0.686032	0.000000

