# solver	iter	total-throughput	stddev
ecmp	0	0.627778	0.000000
ecmp	1	0.627778	0.000000
ecmp	2	0.661329	0.000000
ecmp	3	0.661329	0.000000
ecmp	4	0.661329	0.000000
ecmp	5	0.661329	0.000000
ecmp	6	0.661329	0.000000
ecmp	7	0.661329	0.000000
ecmp	8	0.661329	0.000000
ecmp	9	0.661329	0.000000
ksp	0	0.966667	0.000000
ksp	1	0.966667	0.000000
ksp	2	0.902121	0.000000
ksp	3	0.902121	0.000000
ksp	4	0.902121	0.000000
ksp	5	0.902121	0.000000
ksp	6	0.902121	0.000000
ksp	7	0.902121	0.000000
ksp	8	0.902121	0.000000
ksp	9	0.902121	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.957500	0.000000
mcf	3	0.957500	0.000000
mcf	4	0.957500	0.000000
mcf	5	0.957500	0.000000
mcf	6	0.957500	0.000000
mcf	7	0.957500	0.000000
mcf	8	0.957500	0.000000
mcf	9	0.957500	0.000000
mwmcf	0	0.627778	0.000000
mwmcf	1	0.627778	0.000000
mwmcf	2	0.384833	0.000000
mwmcf	3	0.384833	0.000000
mwmcf	4	0.384833	0.000000
mwmcf	5	0.384833	0.000000
mwmcf	6	0.384833	0.000000
mwmcf	7	0.384833	0.000000
mwmcf	8	0.384833	0.000000
mwmcf	9	0.384833	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.959013	0.000000
raeke	3	0.958683	0.000000
raeke	4	0.959531	0.000000
raeke	5	0.956368	0.000000
raeke	6	0.963273	0.000000
raeke	7	0.959609	0.000000
raeke	8	0.955558	0.000000
raeke	9	0.983734	0.000000
semimcfecmp	0	0.627778	0.000000
semimcfecmp	1	0.627778	0.000000
semimcfecmp	2	0.740389	0.000000
semimcfecmp	3	0.740389	0.000000
semimcfecmp	4	0.740389	0.000000
semimcfecmp	5	0.740389	0.000000
semimcfecmp	6	0.740389	0.000000
semimcfecmp	7	0.740389	0.000000
semimcfecmp	8	0.740389	0.000000
semimcfecmp	9	0.740389	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.944917	0.000000
semimcfksp	3	0.944917	0.000000
semimcfksp	4	0.944917	0.000000
semimcfksp	5	0.944917	0.000000
semimcfksp	6	0.944917	0.000000
semimcfksp	7	0.944917	0.000000
semimcfksp	8	0.944917	0.000000
semimcfksp	9	0.944917	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.957500	0.000000
semimcfmcf	3	0.957500	0.000000
semimcfmcf	4	0.957500	0.000000
semimcfmcf	5	0.957500	0.000000
semimcfmcf	6	0.957500	0.000000
semimcfmcf	7	0.957500	0.000000
semimcfmcf	8	0.957500	0.000000
semimcfmcf	9	0.957500	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.978952	0.000000
semimcfraeke	3	0.982950	0.000000
semimcfraeke	4	0.979911	0.000000
semimcfraeke	5	0.981257	0.000000
semimcfraeke	6	0.980514	0.000000
semimcfraeke	7	0.980111	0.000000
semimcfraeke	8	0.981366	0.000000
semimcfraeke	9	0.967500	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.980083	0.000000
semimcfvlb	3	0.979500	0.000000
semimcfvlb	4	0.981333	0.000000
semimcfvlb	5	0.981333	0.000000
semimcfvlb	6	0.981000	0.000000
semimcfvlb	7	0.976542	0.000000
semimcfvlb	8	0.980083	0.000000
semimcfvlb	9	0.976333	0.000000
spf	0	0.627778	0.000000
spf	1	0.627778	0.000000
spf	2	0.599389	0.000000
spf	3	0.599389	0.000000
spf	4	0.599389	0.000000
spf	5	0.599389	0.000000
spf	6	0.599389	0.000000
spf	7	0.599389	0.000000
spf	8	0.599389	0.000000
spf	9	0.599389	0.000000
vlb	0	0.899016	0.000000
vlb	1	0.838480	0.000000
vlb	2	0.852581	0.000000
vlb	3	0.850346	0.000000
vlb	4	0.888153	0.000000
vlb	5	0.892277	0.000000
vlb	6	0.860225	0.000000
vlb	7	0.895762	0.000000
vlb	8	0.904165	0.000000
vlb	9	0.896056	0.000000

