# solver	iter	total-throughput	stddev
ecmp	0	0.627778	0.000000
ecmp	1	0.627778	0.000000
ecmp	2	0.467139	0.000000
ecmp	3	0.372500	0.000000
ecmp	4	0.372500	0.000000
ecmp	5	0.372500	0.000000
ecmp	6	0.372500	0.000000
ecmp	7	0.467139	0.000000
ecmp	8	0.372500	0.000000
ecmp	9	0.467139	0.000000
ksp	0	0.966667	0.000000
ksp	1	0.966667	0.000000
ksp	2	0.879500	0.000000
ksp	3	0.703667	0.000000
ksp	4	0.879500	0.000000
ksp	5	0.790000	0.000000
ksp	6	0.852611	0.000000
ksp	7	0.703667	0.000000
ksp	8	0.908833	0.000000
ksp	9	0.908500	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.885000	0.000000
mcf	3	0.884833	0.000000
mcf	4	0.928000	0.000000
mcf	5	0.884833	0.000000
mcf	6	0.885167	0.000000
mcf	7	0.882500	0.000000
mcf	8	0.884500	0.000000
mcf	9	0.882500	0.000000
mwmcf	0	0.627778	0.000000
mwmcf	1	0.627778	0.000000
mwmcf	2	0.372500	0.000000
mwmcf	3	0.372500	0.000000
mwmcf	4	0.467139	0.000000
mwmcf	5	0.372500	0.000000
mwmcf	6	0.467139	0.000000
mwmcf	7	0.372500	0.000000
mwmcf	8	0.467139	0.000000
mwmcf	9	0.467139	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.948955	0.000000
raeke	3	0.857800	0.000000
raeke	4	0.865127	0.000000
raeke	5	0.948955	0.000000
raeke	6	0.943642	0.000000
raeke	7	0.931388	0.000000
raeke	8	0.904541	0.000000
raeke	9	0.865544	0.000000
semimcfecmp	0	0.627778	0.000000
semimcfecmp	1	0.627778	0.000000
semimcfecmp	2	0.467139	0.000000
semimcfecmp	3	0.372500	0.000000
semimcfecmp	4	0.467139	0.000000
semimcfecmp	5	0.467139	0.000000
semimcfecmp	6	0.467139	0.000000
semimcfecmp	7	0.372500	0.000000
semimcfecmp	8	0.372500	0.000000
semimcfecmp	9	0.372500	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.825000	0.000000
semimcfksp	3	0.825000	0.000000
semimcfksp	4	0.824500	0.000000
semimcfksp	5	0.824500	0.000000
semimcfksp	6	0.867500	0.000000
semimcfksp	7	0.913500	0.000000
semimcfksp	8	0.825500	0.000000
semimcfksp	9	0.825500	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.885167	0.000000
semimcfmcf	3	0.885000	0.000000
semimcfmcf	4	0.913333	0.000000
semimcfmcf	5	0.885833	0.000000
semimcfmcf	6	0.881500	0.000000
semimcfmcf	7	0.912667	0.000000
semimcfmcf	8	0.883667	0.000000
semimcfmcf	9	0.928833	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.967958	0.000000
semimcfraeke	3	0.968000	0.000000
semimcfraeke	4	0.877011	0.000000
semimcfraeke	5	0.886567	0.000000
semimcfraeke	6	0.881342	0.000000
semimcfraeke	7	0.881342	0.000000
semimcfraeke	8	0.881033	0.000000
semimcfraeke	9	0.881784	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.883167	0.000000
semimcfvlb	3	0.884500	0.000000
semimcfvlb	4	0.913000	0.000000
semimcfvlb	5	0.881500	0.000000
semimcfvlb	6	0.882167	0.000000
semimcfvlb	7	0.884833	0.000000
semimcfvlb	8	0.883667	0.000000
semimcfvlb	9	0.885500	0.000000
spf	0	0.627778	0.000000
spf	1	0.627778	0.000000
spf	2	0.372500	0.000000
spf	3	0.372500	0.000000
spf	4	0.467139	0.000000
spf	5	0.372500	0.000000
spf	6	0.467139	0.000000
spf	7	0.372500	0.000000
spf	8	0.372500	0.000000
spf	9	0.372500	0.000000
vlb	0	0.861691	0.000000
vlb	1	0.818265	0.000000
vlb	2	0.650436	0.000000
vlb	3	0.777410	0.000000
vlb	4	0.603258	0.000000
vlb	5	0.768411	0.000000
vlb	6	0.799072	0.000000
vlb	7	0.647546	0.000000
vlb	8	0.560591	0.000000
vlb	9	0.820739	0.000000

