# solver	iter	edge-exp-congestion
ecmp	0	
		(s1,s2) : 0.0155412983869
		(s1,h1) : 0.00426818123079
		(s2,s1) : 0.0426818123079
		(s2,s5) : 0.70446207231
		(s2,s6) : 0.441719758656
		(s2,s12) : 0.608827398173
		(s2,h2) : 0.0492599031394
		(s3,s6) : 0.371309053664
		(s3,s9) : 0.263433551534
		(s3,h3) : 0.0776475925098
		(s4,s7) : 0.330355008549
		(s4,s10) : 0.0613613660717
		(s4,s11) : 0.14444091613
		(s4,h4) : 0.0208343145496
		(s5,s2) : 0.591959952447
		(s5,s7) : 0.251910646187
		(s5,s8) : 0.59980591804
		(s5,h5) : 0.0203159429386
		(s6,s2) : 0.337397501306
		(s6,s3) : 0.579178785029
		(s6,s7) : 0.415794460138
		(s6,h6) : 0.0448596553325
		(s7,s4) : 0.336607823131
		(s7,s5) : 0.184018919726
		(s7,s6) : 0.443713433858
		(s7,h7) : 0.018235716392
		(s8,s5) : 0.493051975443
		(s8,s10) : 0.137064211225
		(s8,h8) : 0.0586518662287
		(s9,s3) : 0.605920827233
		(s9,s12) : 0.507612411925
		(s9,h9) : 0.0609842454735
		(s10,s4) : 0.057432123215
		(s10,s8) : 0.120345298965
		(s10,s11) : 0.0561154996144
		(s10,h10) : 0.00973020411354
		(s11,s4) : 0.143637165887
		(s11,s10) : 0.0543166594272
		(s11,h11) : 0.0200556415744
		(s12,s2) : 0.994079172767
		(s12,s9) : 0.605792538678
		(s12,h12) : 0.0628411787635
		(h1,s1) : 0.00155412983869
		(h2,s2) : 0.0351312147934
		(h3,s3) : 0.0226118918034
		(h4,s4) : 0.0206823324013
		(h5,s5) : 0.0265302978582
		(h6,s6) : 0.052422505362
		(h7,s7) : 0.0148637225761
		(h8,s8) : 0.0496483631949
		(h9,s9) : 0.0854149603681
		(h10,s10) : 0.00784527262068
		(h11,s11) : 0.0197953825314
		(h12,s12) : 0.111184368898
ecmp	1	
		(s1,s2) : 0.0155823943931
		(s1,h1) : 0.00606871958081
		(s2,s1) : 0.0606871958081
		(s2,s5) : 0.695343496728
		(s2,s6) : 0.411162312842
		(s2,s12) : 0.58337122292
		(s2,h2) : 0.0458284814812
		(s3,s6) : 0.377883202951
		(s3,s9) : 0.269998502908
		(s3,h3) : 0.0694913452947
		(s4,s7) : 0.316136421639
		(s4,s10) : 0.0606815225136
		(s4,s11) : 0.157471411029
		(s4,h4) : 0.0204426059859
		(s5,s2) : 0.52807152576
		(s5,s7) : 0.220193724748
		(s5,s8) : 0.567882211364
		(s5,h5) : 0.0193712690224
		(s6,s2) : 0.33835717601
		(s6,s3) : 0.520522462194
		(s6,s7) : 0.424296681441
		(s6,h6) : 0.0432569541166
		(s7,s4) : 0.345543635602
		(s7,s5) : 0.184896201304
		(s7,s6) : 0.418089219428
		(s7,h7) : 0.0177458312556
		(s8,s5) : 0.504805772118
		(s8,s10) : 0.141081912223
		(s8,h8) : 0.0551505123571
		(s9,s3) : 0.589503718031
		(s9,s12) : 0.51920890437
		(s9,h9) : 0.0602153671718
		(s10,s4) : 0.0552579996544
		(s10,s8) : 0.114416451512
		(s10,s11) : 0.0597612626898
		(s10,h10) : 0.00977967704218
		(s11,s4) : 0.138088593103
		(s11,s10) : 0.0524464486387
		(s11,h11) : 0.0217232673719
		(s12,s2) : 1.01080624498
