#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.150994588679
		2. : 0.302490241964
		3. : 0.418454629308
		4. : 0.512458341275
		5. : 0.58509156607
		6. : 0.622576753316
ecmp	3	
		1. : 0.148717828253
		2. : 0.293980215687
		3. : 0.405705954443
		4. : 0.498157227684
		5. : 0.572302695585
		6. : 0.61283576678
ecmp	4	
		1. : 0.149158116096
		2. : 0.298333373674
		3. : 0.412541384913
		4. : 0.50711291963
		5. : 0.582553188379
		6. : 0.623583238988
ecmp	5	
		1. : 0.156558709166
		2. : 0.307958431229
		3. : 0.427062697503
		4. : 0.521775659736
		5. : 0.598289260236
		6. : 0.637559814229
ecmp	6	
		1. : 0.158902182841
		2. : 0.315160025081
		3. : 0.43775864829
		4. : 0.530528037674
		5. : 0.603511469919
		6. : 0.641573221833
ecmp	7	
		1. : 0.158135171575
		2. : 0.312619946022
		3. : 0.434260281824
		4. : 0.527586341067
		5. : 0.601500089373
		6. : 0.640827052802
ecmp	8	
		1. : 0.163000671962
		2. : 0.322553905212
		3. : 0.443585214588
		4. : 0.536573793494
		5. : 0.60841470458
		6. : 0.647951725658
ecmp	9	
		1. : 0.156216355746
		2. : 0.30730245677
		3. : 0.425156040202
		4. : 0.520774899972
		5. : 0.597028414347
		6. : 0.63913273395
ksp	0	
		1. : 0.0807218056243
		2. : 0.183564990865
		3. : 0.345482258832
		4. : 0.564232754852
		5. : 0.737453912893
		6. : 0.799160569254
		7. : 0.79957745325
ksp	1	
		1. : 0.0821589203836
		2. : 0.183245149173
		3. : 0.34334126832
		4. : 0.560823044862
		5. : 0.741683475219
		6. : 0.807406039254
		7. : 0.807794458868
ksp	2	
		1. : 0.0915032046276
		2. : 0.160824180809
		3. : 0.257622879278
		4. : 0.372690549573
		5. : 0.464561344583
		6. : 0.533160366198
		7. : 0.574552658997
		8. : 0.596000783984
		9. : 0.606147977599
		10. : 0.607365123851
ksp	3	
		1. : 0.0929962681967
		2. : 0.159711974933
		3. : 0.249802484194
		4. : 0.359184526461
		5. : 0.449714660978
		6. : 0.520093673057
		7. : 0.56281361291
		8. : 0.584991796871
		9. : 0.595793943914
		10. : 0.597143538568
ksp	4	
		1. : 0.0917190496238
		2. : 0.159870864632
		3. : 0.252780789956
		4. : 0.364768180282
		5. : 0.457507696824
		6. : 0.529813866502
