# solver	iter	edge-congestion
ecmp	0	
		(s1,s2) : 0.0233119475804
		(s1,h1) : 0.00640227184618
		(s2,s1) : 0.0640227184618
		(s2,s5) : 0.814092660179
		(s2,s6) : 0.569564375127
		(s2,s12) : 0.91324109726
		(s2,h2) : 0.0583395499083
		(s3,s6) : 0.556963580496
		(s3,s9) : 0.395150327301
		(s3,h3) : 0.116471388765
		(s4,s7) : 0.495532512823
		(s4,s10) : 0.0920420491075
		(s4,s11) : 0.216661374195
		(s4,h4) : 0.0312514718244
		(s5,s2) : 0.887939928671
		(s5,s7) : 0.37786596928
		(s5,s8) : 0.657108428774
		(s5,h5) : 0.0304739144079
		(s6,s2) : 0.506096251959
		(s6,s3) : 0.868768177543
		(s6,s7) : 0.623691690207
		(s6,h6) : 0.057987956713
		(s7,s4) : 0.504911734696
		(s7,s5) : 0.276028379589
		(s7,s6) : 0.665570150786
		(s7,h7) : 0.0273535745879
		(s8,s5) : 0.739577963164
		(s8,s10) : 0.205596316837
		(s8,h8) : 0.0637177545144
		(s9,s3) : 0.908881240849
		(s9,s12) : 0.761418617887
		(s9,h9) : 0.0914763682103
		(s10,s4) : 0.0861481848225
		(s10,s8) : 0.180517948448
		(s10,s11) : 0.0841732494216
		(s10,h10) : 0.0145953061703
		(s11,s4) : 0.215455748831
		(s11,s10) : 0.0814749891408
		(s11,h11) : 0.0300834623616
		(s12,s2) : 1.
		(s12,s9) : 0.908688808017
		(s12,h12) : 0.0942617681453
		(h1,s1) : 0.00233119475804
		(h2,s2) : 0.0526968221901
		(h3,s3) : 0.0339178377052
		(h4,s4) : 0.0310234986019
		(h5,s5) : 0.0397954467873
		(h6,s6) : 0.078633758043
		(h7,s7) : 0.0222955838641
		(h8,s8) : 0.0744725447924
		(h9,s9) : 0.128122440552
		(h10,s10) : 0.011767908931
		(h11,s11) : 0.0296930737972
		(h12,s12) : 0.166776553347
ecmp	1	
		(s1,s2) : 0.0233735915896
		(s1,h1) : 0.00910307937122
		(s2,s1) : 0.0910307937122
		(s2,s5) : 0.789410944477
		(s2,s6) : 0.512004028278
		(s2,s12) : 0.875056834381
		(s2,h2) : 0.0529561596342
		(s3,s6) : 0.566824804427
		(s3,s9) : 0.404997754363
		(s3,h3) : 0.104237017942
		(s4,s7) : 0.474204632459
		(s4,s10) : 0.0910222837704
		(s4,s11) : 0.236207116544
		(s4,h4) : 0.0306639089788
		(s5,s2) : 0.792107288639
		(s5,s7) : 0.330290587123
		(s5,s8) : 0.598219016432
		(s5,h5) : 0.0290569035336
		(s6,s2) : 0.507535764015
		(s6,s3) : 0.780783693291
		(s6,s7) : 0.636445022162
		(s6,h6) : 0.0544114870764
		(s7,s4) : 0.518315453404
		(s7,s5) : 0.277344301956
		(s7,s6) : 0.627133829141
		(s7,h7) : 0.0266187468834
		(s8,s5) : 0.757208658177
		(s8,s10) : 0.211622868335
		(s8,h8) : 0.0573653384741
		(s9,s3) : 0.884255577047
		(s9,s12) : 0.778813356556
		(s9,h9) : 0.0903230507577
		(s10,s4) : 0.0828869994816
		(s10,s8) : 0.171624677267
		(s10,s11) : 0.0896418940347
		(s10,h10) : 0.0146695155633
		(s11,s4) : 0.207132889655
		(s11,s10) : 0.0786696729581
		(s11,h11) : 0.0325849010579
		(s12,s2) : 1.
		(s12,s9) : 0.878766386096
		(s12,h12) : 0.0963181980822
		(h1,s1) : 0.00233735915896
		(h2,s2) : 0.0474047552945
		(h3,s3) : 0.0349153467872
		(h4,s4) : 0.0299737780022
		(h5,s5) : 0.018722202292
		(h6,s6) : 0.0762916688385
		(h7,s7) : 0.0248040811592
		(h8,s8) : 0.0772641217555
		(h9,s9) : 0.128253530072
		(h10,s10) : 0.0109533901353
		(h11,s11) : 0.0285802562613
		(h12,s12) : 0.170428754346
ecmp	2	
		(s1,s2) : 0.0204046686958
		(s1,h1) : 0.00859764409532
		(s2,s1) : 0.0859764409532
		(s2,s5) : 0.418897950179
		(s2,s6) : 0.73021861242
		(s2,s12) : 0.
		(s2,h2) : 0.0408301544202
		(s3,s6) : 0.985625496008
		(s3,s9) : 0.790213629624
