#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.223797924821
		2. : 0.456801705406
		3. : 0.562519971776
		4. : 0.638786304288
		5. : 0.664539954564
ecmp	3	
		1. : 0.227924701881
		2. : 0.461728354237
		3. : 0.560718183957
		4. : 0.638528378871
		5. : 0.664949155486
ecmp	4	
		1. : 0.228025179692
		2. : 0.467004524984
		3. : 0.568359397432
		4. : 0.647569837619
		5. : 0.673953864352
ecmp	5	
		1. : 0.229151912382
		2. : 0.466593539299
		3. : 0.57460845779
		4. : 0.649088843175
		5. : 0.674928379889
ecmp	6	
		1. : 0.228734209517
		2. : 0.472365844181
		3. : 0.585780935068
		4. : 0.661555385018
		5. : 0.685270572372
ecmp	7	
		1. : 0.229739519704
		2. : 0.469810799227
		3. : 0.582065505944
		4. : 0.658456123986
		5. : 0.682923402088
ecmp	8	
		1. : 0.227566000888
		2. : 0.467040827563
		3. : 0.58242134252
		4. : 0.657497473376
		5. : 0.680880482715
ecmp	9	
		1. : 0.230929491419
		2. : 0.469019357165
		3. : 0.57427779609
		4. : 0.652542082104
		5. : 0.679803622652
ksp	0	
		1. : 0.0807218056243
		2. : 0.183564990865
		3. : 0.345482258832
		4. : 0.564232754852
		5. : 0.737453912893
		6. : 0.799160569254
		7. : 0.79957745325
ksp	1	
		1. : 0.0821589203836
		2. : 0.183245149173
		3. : 0.34334126832
		4. : 0.560823044862
		5. : 0.741683475219
		6. : 0.807406039254
		7. : 0.807794458868
ksp	2	
		1. : 0.111717148744
		2. : 0.199945762959
		3. : 0.328286041571
		4. : 0.485284956637
		5. : 0.614812433466
		6. : 0.641511988887
		7. : 0.641962386183
ksp	3	
		1. : 0.113960900912
		2. : 0.20015894109
		3. : 0.322421624202
		4. : 0.47289622496
		5. : 0.603587573279
		6. : 0.630995355684
		7. : 0.631340511296
ksp	4	
		1. : 0.113753790519
		2. : 0.202355441357
		3. : 0.328227116808
		4. : 0.481825771283
		5. : 0.614643677946
		6. : 0.642457633296
		7. : 0.642803236391
ksp	5	
		1. : 0.115348194975
		2. : 0.205850485009
		3. : 0.339220214088
		4. : 0.499083239164
		5. : 0.630746632666
		6. : 0.657353980771
		7. : 0.657649585759
ksp	6	
		1. : 0.114245967126
		2. : 0.20581307469
		3. : 0.343222945866
		4. : 0.504049039561
		5. : 0.634201092891
