# solver	iter	mean-congestion	stddev
ecmp	0	0.295823	0.000000
ecmp	1	0.287429	0.000000
ecmp	2	0.201809	0.000000
ecmp	3	0.197425	0.000000
ecmp	4	0.195210	0.000000
ecmp	5	0.195542	0.000000
ecmp	6	0.204783	0.000000
ecmp	7	0.200640	0.000000
ecmp	8	0.201821	0.000000
ecmp	9	0.193425	0.000000
ksp	0	0.394315	0.000000
ksp	1	0.384996	0.000000
ksp	2	0.318739	0.000000
ksp	3	0.308936	0.000000
ksp	4	0.304761	0.000000
ksp	5	0.311044	0.000000
ksp	6	0.320763	0.000000
ksp	7	0.315405	0.000000
ksp	8	0.320888	0.000000
ksp	9	0.304964	0.000000
mcf	0	0.415750	0.000000
mcf	1	0.400310	0.000000
mcf	2	0.288776	0.000000
mcf	3	0.280594	0.000000
mcf	4	0.272679	0.000000
mcf	5	0.281828	0.000000
mcf	6	0.294450	0.000000
mcf	7	0.307014	0.000000
mcf	8	0.317257	0.000000
mcf	9	0.274832	0.000000
raeke	0	0.362345	0.000000
raeke	1	0.356233	0.000000
raeke	2	0.318349	0.000000
raeke	3	0.327296	0.000000
raeke	4	0.295953	0.000000
raeke	5	0.326735	0.000000
raeke	6	0.315454	0.000000
raeke	7	0.312643	0.000000
raeke	8	0.346486	0.000000
raeke	9	0.294411	0.000000
semimcfecmp	0	0.296390	0.000000
semimcfecmp	1	0.288017	0.000000
semimcfecmp	2	0.201994	0.000000
semimcfecmp	3	0.197588	0.000000
semimcfecmp	4	0.195388	0.000000
semimcfecmp	5	0.195716	0.000000
semimcfecmp	6	0.204987	0.000000
semimcfecmp	7	0.200843	0.000000
semimcfecmp	8	0.201832	0.000000
semimcfecmp	9	0.193634	0.000000
semimcfksp	0	0.369321	0.000000
semimcfksp	1	0.339305	0.000000
semimcfksp	2	0.293380	0.000000
semimcfksp	3	0.278741	0.000000
semimcfksp	4	0.281487	0.000000
semimcfksp	5	0.287714	0.000000
semimcfksp	6	0.293829	0.000000
semimcfksp	7	0.292205	0.000000
semimcfksp	8	0.287282	0.000000
semimcfksp	9	0.277134	0.000000
semimcfmcf	0	0.408551	0.000000
semimcfmcf	1	0.398179	0.000000
semimcfmcf	2	0.286219	0.000000
semimcfmcf	3	0.276155	0.000000
semimcfmcf	4	0.275200	0.000000
semimcfmcf	5	0.279644	0.000000
semimcfmcf	6	0.292619	0.000000
semimcfmcf	7	0.284974	0.000000
semimcfmcf	8	0.289517	0.000000
semimcfmcf	9	0.273957	0.000000
semimcfraeke	0	0.356626	0.000000
semimcfraeke	1	0.347481	0.000000
semimcfraeke	2	0.302258	0.000000
semimcfraeke	3	0.293316	0.000000
semimcfraeke	4	0.285624	0.000000
semimcfraeke	5	0.289941	0.000000
semimcfraeke	6	0.301159	0.000000
semimcfraeke	7	0.300590	0.000000
semimcfraeke	8	0.305272	0.000000
semimcfraeke	9	0.284718	0.000000
semimcfvlb	0	0.363897	0.000000
semimcfvlb	1	0.354714	0.000000
semimcfvlb	2	0.293249	0.000000
semimcfvlb	3	0.280333	0.000000
semimcfvlb	4	0.280467	0.000000
semimcfvlb	5	0.289625	0.000000
semimcfvlb	6	0.297883	0.000000
semimcfvlb	7	0.295061	0.000000
semimcfvlb	8	0.287318	0.000000
semimcfvlb	9	0.285645	0.000000
spf	0	0.286763	0.000000
spf	1	0.285715	0.000000
spf	2	0.199911	0.000000
spf	3	0.196339	0.000000
spf	4	0.194486	0.000000
spf	5	0.193958	0.000000
spf	6	0.202961	0.000000
spf	7	0.199000	0.000000
spf	8	0.199173	0.000000
spf	9	0.192073	0.000000
vlb	0	0.350958	0.000000
vlb	1	0.344369	0.000000
vlb	2	0.294460	0.000000
vlb	3	0.287397	0.000000
vlb	4	0.279669	0.000000
vlb	5	0.285082	0.000000
vlb	6	0.291998	0.000000
vlb	7	0.288893	0.000000
vlb	8	0.294944	0.000000
vlb	9	0.285918	0.000000

