# solver	iter	congestion-drop	stddev
ecmp	0	0.073135	0.000000
ecmp	1	0.079425	0.000000
ecmp	2	0.008213	0.000000
ecmp	3	0.007866	0.000000
ecmp	4	0.007238	0.000000
ecmp	5	0.006217	0.000000
ecmp	6	0.006136	0.000000
ecmp	7	0.005744	0.000000
ecmp	8	0.006066	0.000000
ecmp	9	0.005872	0.000000
ksp	0	0.200423	0.000000
ksp	1	0.192206	0.000000
ksp	2	0.250160	0.000000
ksp	3	0.262670	0.000000
ksp	4	0.253003	0.000000
ksp	5	0.238483	0.000000
ksp	6	0.240904	0.000000
ksp	7	0.238207	0.000000
ksp	8	0.229329	0.000000
ksp	9	0.237290	0.000000
mcf	0	0.125619	0.000000
mcf	1	0.131609	0.000000
mcf	2	0.082697	0.000000
mcf	3	0.087187	0.000000
mcf	4	0.066382	0.000000
mcf	5	0.060248	0.000000
mcf	6	0.055236	0.000000
mcf	7	0.053751	0.000000
mcf	8	0.054613	0.000000
mcf	9	0.052868	0.000000
raeke	0	0.153853	0.000000
raeke	1	0.142308	0.000000
raeke	2	0.267268	0.000000
raeke	3	0.209820	0.000000
raeke	4	0.244719	0.000000
raeke	5	0.183271	0.000000
raeke	6	0.258503	0.000000
raeke	7	0.253617	0.000000
raeke	8	0.194403	0.000000
raeke	9	0.232042	0.000000
semimcfecmp	0	0.070963	0.000000
semimcfecmp	1	0.077101	0.000000
semimcfecmp	2	0.008040	0.000000
semimcfecmp	3	0.007687	0.000000
semimcfecmp	4	0.007076	0.000000
semimcfecmp	5	0.006058	0.000000
semimcfecmp	6	0.005974	0.000000
semimcfecmp	7	0.005572	0.000000
semimcfecmp	8	0.006513	0.000000
semimcfecmp	9	0.005677	0.000000
semimcfksp	0	0.073768	0.000000
semimcfksp	1	0.064148	0.000000
semimcfksp	2	0.241483	0.000000
semimcfksp	3	0.253396	0.000000
semimcfksp	4	0.237285	0.000000
semimcfksp	5	0.220941	0.000000
semimcfksp	6	0.223251	0.000000
semimcfksp	7	0.217897	0.000000
semimcfksp	8	0.209922	0.000000
semimcfksp	9	0.224893	0.000000
semimcfmcf	0	0.127337	0.000000
semimcfmcf	1	0.128119	0.000000
semimcfmcf	2	0.077079	0.000000
semimcfmcf	3	0.072307	0.000000
semimcfmcf	4	0.068279	0.000000
semimcfmcf	5	0.064962	0.000000
semimcfmcf	6	0.068281	0.000000
semimcfmcf	7	0.067527	0.000000
semimcfmcf	8	0.074112	0.000000
semimcfmcf	9	0.066382	0.000000
semimcfraeke	0	0.082872	0.000000
semimcfraeke	1	0.085672	0.000000
semimcfraeke	2	0.304497	0.000000
semimcfraeke	3	0.312728	0.000000
semimcfraeke	4	0.303085	0.000000
semimcfraeke	5	0.286271	0.000000
semimcfraeke	6	0.282666	0.000000
semimcfraeke	7	0.283089	0.000000
semimcfraeke	8	0.276703	0.000000
semimcfraeke	9	0.289019	0.000000
semimcfvlb	0	0.088616	0.000000
semimcfvlb	1	0.066161	0.000000
semimcfvlb	2	0.226155	0.000000
semimcfvlb	3	0.237847	0.000000
semimcfvlb	4	0.225824	0.000000
semimcfvlb	5	0.215057	0.000000
semimcfvlb	6	0.212516	0.000000
semimcfvlb	7	0.211256	0.000000
semimcfvlb	8	0.197461	0.000000
semimcfvlb	9	0.210426	0.000000
spf	0	0.101534	0.000000
spf	1	0.085966	0.000000
spf	2	0.015655	0.000000
spf	3	0.012598	0.000000
spf	4	0.010515	0.000000
spf	5	0.012759	0.000000
spf	6	0.013282	0.000000
spf	7	0.012448	0.000000
spf	8	0.016381	0.000000
spf	9	0.011642	0.000000
vlb	0	0.159210	0.000000
vlb	1	0.145409	0.000000
vlb	2	0.214844	0.000000
vlb	3	0.228650	0.000000
vlb	4	0.243811	0.000000
vlb	5	0.202190	0.000000
vlb	6	0.220701	0.000000
vlb	7	0.219214	0.000000
vlb	8	0.208488	0.000000
vlb	9	0.234362	0.000000

