#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.799192229481
		4. : 0.949118155246
		5. : 0.99750597967
ecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.569519249448
		4. : 0.647762841085
		5. : 0.671578624481
ecmp	3	
		1. : 0.229918779481
		2. : 0.466885548807
		3. : 0.568521428493
		4. : 0.647563534767
		5. : 0.672031374445
ecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.576005694322
		4. : 0.656289474387
		5. : 0.680895596837
ecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.580900405686
		4. : 0.656722505478
		5. : 0.680856131344
ecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.591758701088
		4. : 0.669121895278
		5. : 0.690727093436
ecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.687969923648
ecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.686392912976
ecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.684901666824
ksp	0	
		1. : 0.063155497262
		2. : 0.143172602959
		3. : 0.259003448585
		4. : 0.427005614073
		5. : 0.610428812046
		6. : 0.801481304064
		7. : 0.84541485742
		8. : 0.880153231673
		9. : 0.913831136708
		10. : 0.921154293693
		11. : 0.921271097807
ksp	1	
		1. : 0.0631873242698
		2. : 0.141575921481
		3. : 0.255506252806
		4. : 0.421111953718
		5. : 0.606670049028
		6. : 0.802009122215
		7. : 0.843261937694
		8. : 0.879087607305
		9. : 0.913361404407
		10. : 0.920353939293
		11. : 0.920484330901
ksp	2	
		1. : 0.0539049182724
		2. : 0.111139509341
		3. : 0.186661648097
		4. : 0.285693965206
		5. : 0.408962905517
		6. : 0.517557797822
		7. : 0.5427804046
		8. : 0.556642357311
		9. : 0.566665075962
		10. : 0.570254524127
		11. : 0.570364272733
ksp	3	
		1. : 0.0553898590881
		2. : 0.112593956734
		3. : 0.185545021808
		4. : 0.281026550771
		5. : 0.398490643656
		6. : 0.506682138546
		7. : 0.530064257938
		8. : 0.544771069037
		9. : 0.55576235099
		10. : 0.559670441198
		11. : 0.559767017811
ksp	4	
		1. : 0.0551890119903
		2. : 0.1137011643
		3. : 0.187692192893
		4. : 0.284875847851
		5. : 0.402829028831
		6. : 0.512991633477
		7. : 0.537123926063
		8. : 0.552300121605
		9. : 0.563256295729
		10. : 0.566980025629
		11. : 0.56707591531
ksp	5	
		1. : 0.0544910772737
		2. : 0.112986552249
		3. : 0.190582100156
		4. : 0.2896806188
		5. : 0.410942240492
		6. : 0.521141119646
		7. : 0.54658300048
		8. : 0.560592455854
		9. : 0.570882126062
		10. : 0.574611628932
		11. : 0.5746958748
ksp	6	
		1. : 0.0540068572589
		2. : 0.113954844715
		3. : 0.195181540477
		4. : 0.296349630395
		5. : 0.42034770259
		6. : 0.527777218617
		7. : 0.554321907383
		8. : 0.568921538949
		9. : 0.579029366219
		10. : 0.582883478953
		11. : 0.582956101357
ksp	7	
		1. : 0.0544910686955
		2. : 0.113482158299
		3. : 0.192993123312
		4. : 0.292182179297
		5. : 0.41484973486
		6. : 0.523330443772
		7. : 0.54896567239
		8. : 0.562763082555
		9. : 0.572625895826
		10. : 0.576200037361
		11. : 0.57629583114
ksp	8	
		1. : 0.0536710385196
		2. : 0.112581025739
		3. : 0.193774649867
		4. : 0.294730511591
		5. : 0.420647057248
		6. : 0.531079797515
		7. : 0.558214514541
		8. : 0.571657770921
		9. : 0.580916824785
		10. : 0.584384628631
		11. : 0.584473806346
ksp	9	
		1. : 0.0552134176307
		2. : 0.113616163679
		3. : 0.189678582667
		4. : 0.287804335318
		5. : 0.408722916621
		6. : 0.520419984794
		7. : 0.545105348138
		8. : 0.560324377489
		9. : 0.571139234252
		10. : 0.574802487011
		11. : 0.574899150867
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664851
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933143
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.55334826268
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.207113526458
		2. : 0.348933199713
		3. : 0.443757067753
		4. : 0.495541017118
		5. : 0.554320546051
		6. : 0.668732407242
		7. : 0.699602683383
		8. : 0.703290802725
mcf	3	
		1. : 0.20621761318
		2. : 0.330199278111
