# solver	iter	failure-drop	stddev
ecmp	0	0.000000	0.000000
ecmp	1	0.000000	0.000000
ecmp	2	0.334930	0.000000
ecmp	3	0.335020	0.000000
ecmp	4	0.326444	0.000000
ecmp	5	0.326450	0.000000
ecmp	6	0.316339	0.000000
ecmp	7	0.319206	0.000000
ecmp	8	0.319759	0.000000
ecmp	9	0.322383	0.000000
ksp	0	0.000000	0.000000
ksp	1	0.000000	0.000000
ksp	2	0.388302	0.000000
ksp	3	0.402603	0.000000
ksp	4	0.402285	0.000000
ksp	5	0.391424	0.000000
ksp	6	0.376727	0.000000
ksp	7	0.383306	0.000000
ksp	8	0.372362	0.000000
ksp	9	0.396255	0.000000
mcf	0	0.000000	0.000000
mcf	1	0.000000	0.000000
mcf	2	0.288437	0.000000
mcf	3	0.297197	0.000000
mcf	4	0.294787	0.000000
mcf	5	0.299914	0.000000
mcf	6	0.288614	0.000000
mcf	7	0.295395	0.000000
mcf	8	0.284308	0.000000
mcf	9	0.296741	0.000000
raeke	0	0.000000	0.000000
raeke	1	0.000000	0.000000
raeke	2	0.326137	0.000000
raeke	3	0.331007	0.000000
raeke	4	0.326966	0.000000
raeke	5	0.322680	0.000000
raeke	6	0.314796	0.000000
raeke	7	0.317660	0.000000
raeke	8	0.315518	0.000000
raeke	9	0.322767	0.000000
semimcfecmp	0	0.000000	0.000000
semimcfecmp	1	0.000000	0.000000
semimcfecmp	2	0.332541	0.000000
semimcfecmp	3	0.332612	0.000000
semimcfecmp	4	0.324252	0.000000
semimcfecmp	5	0.324347	0.000000
semimcfecmp	6	0.313738	0.000000
semimcfecmp	7	0.316637	0.000000
semimcfecmp	8	0.318467	0.000000
semimcfecmp	9	0.319809	0.000000
semimcfksp	0	0.000000	0.000000
semimcfksp	1	0.000000	0.000000
semimcfksp	2	0.285205	0.000000
semimcfksp	3	0.293949	0.000000
semimcfksp	4	0.301957	0.000000
semimcfksp	5	0.295931	0.000000
semimcfksp	6	0.302095	0.000000
semimcfksp	7	0.288925	0.000000
semimcfksp	8	0.285769	0.000000
semimcfksp	9	0.287095	0.000000
semimcfmcf	0	0.000000	0.000000
semimcfmcf	1	0.000000	0.000000
semimcfmcf	2	0.294910	0.000000
semimcfmcf	3	0.312782	0.000000
semimcfmcf	4	0.311516	0.000000
semimcfmcf	5	0.297014	0.000000
semimcfmcf	6	0.278494	0.000000
semimcfmcf	7	0.284997	0.000000
semimcfmcf	8	0.274411	0.000000
semimcfmcf	9	0.313406	0.000000
semimcfraeke	0	0.000000	0.000000
semimcfraeke	1	0.000000	0.000000
semimcfraeke	2	0.246729	0.000000
semimcfraeke	3	0.259208	0.000000
semimcfraeke	4	0.203639	0.000000
semimcfraeke	5	0.252224	0.000000
semimcfraeke	6	0.185516	0.000000
semimcfraeke	7	0.249770	0.000000
semimcfraeke	8	0.226045	0.000000
semimcfraeke	9	0.205364	0.000000
semimcfvlb	0	0.000000	0.000000
semimcfvlb	1	0.000000	0.000000
semimcfvlb	2	0.278013	0.000000
semimcfvlb	3	0.290628	0.000000
semimcfvlb	4	0.290682	0.000000
semimcfvlb	5	0.272805	0.000000
semimcfvlb	6	0.289401	0.000000
semimcfvlb	7	0.262692	0.000000
semimcfvlb	8	0.285769	0.000000
semimcfvlb	9	0.276846	0.000000
spf	0	0.000000	0.000000
spf	1	0.000000	0.000000
spf	2	0.314080	0.000000
spf	3	0.317981	0.000000
spf	4	0.314975	0.000000
spf	5	0.307246	0.000000
spf	6	0.299141	0.000000
spf	7	0.299658	0.000000
spf	8	0.291751	0.000000
spf	9	0.303713	0.000000
vlb	0	0.000000	0.000000
vlb	1	0.000000	0.000000
vlb	2	0.396747	0.000000
vlb	3	0.399413	0.000000
vlb	4	0.398120	0.000000
vlb	5	0.392320	0.000000
vlb	6	0.388187	0.000000
vlb	7	0.367586	0.000000
vlb	8	0.359225	0.000000
vlb	9	0.393967	0.000000

