# solver	iter	congestion-drop	stddev
ecmp	0	0.073135	0.000000
ecmp	1	0.079425	0.000000
ecmp	2	0.008213	0.000000
ecmp	3	0.007866	0.000000
ecmp	4	0.007238	0.000000
ecmp	5	0.006217	0.000000
ecmp	6	0.006136	0.000000
ecmp	7	0.005744	0.000000
ecmp	8	0.007007	0.000000
ecmp	9	0.005872	0.000000
ksp	0	0.200423	0.000000
ksp	1	0.192206	0.000000
ksp	2	0.064175	0.000000
ksp	3	0.065384	0.000000
ksp	4	0.055817	0.000000
ksp	5	0.049806	0.000000
ksp	6	0.055539	0.000000
ksp	7	0.053386	0.000000
ksp	8	0.057723	0.000000
ksp	9	0.048074	0.000000
mcf	0	0.125619	0.000000
mcf	1	0.131609	0.000000
mcf	2	0.069558	0.000000
mcf	3	0.069064	0.000000
mcf	4	0.068497	0.000000
mcf	5	0.056504	0.000000
mcf	6	0.046508	0.000000
mcf	7	0.042528	0.000000
mcf	8	0.054566	0.000000
mcf	9	0.047056	0.000000
raeke	0	0.150965	0.000000
raeke	1	0.139019	0.000000
raeke	2	0.037490	0.000000
raeke	3	0.044322	0.000000
raeke	4	0.041176	0.000000
raeke	5	0.029959	0.000000
raeke	6	0.030411	0.000000
raeke	7	0.028435	0.000000
raeke	8	0.027122	0.000000
raeke	9	0.033890	0.000000
semimcfecmp	0	0.070963	0.000000
semimcfecmp	1	0.077101	0.000000
semimcfecmp	2	0.008040	0.000000
semimcfecmp	3	0.007687	0.000000
semimcfecmp	4	0.007076	0.000000
semimcfecmp	5	0.006058	0.000000
semimcfecmp	6	0.005974	0.000000
semimcfecmp	7	0.005572	0.000000
semimcfecmp	8	0.009640	0.000000
semimcfecmp	9	0.005677	0.000000
semimcfksp	0	0.073768	0.000000
semimcfksp	1	0.064148	0.000000
semimcfksp	2	0.072127	0.000000
semimcfksp	3	0.074739	0.000000
semimcfksp	4	0.036031	0.000000
semimcfksp	5	0.026280	0.000000
semimcfksp	6	0.026140	0.000000
semimcfksp	7	0.021309	0.000000
semimcfksp	8	0.037458	0.000000
semimcfksp	9	0.049190	0.000000
semimcfmcf	0	0.127337	0.000000
semimcfmcf	1	0.128119	0.000000
semimcfmcf	2	0.090767	0.000000
semimcfmcf	3	0.073861	0.000000
semimcfmcf	4	0.064835	0.000000
semimcfmcf	5	0.072701	0.000000
semimcfmcf	6	0.083679	0.000000
semimcfmcf	7	0.082279	0.000000
semimcfmcf	8	0.091421	0.000000
semimcfmcf	9	0.054793	0.000000
semimcfraeke	0	0.072687	0.000000
semimcfraeke	1	0.097447	0.000000
semimcfraeke	2	0.014993	0.000000
semimcfraeke	3	0.011107	0.000000
semimcfraeke	4	0.064502	0.000000
semimcfraeke	5	0.005495	0.000000
semimcfraeke	6	0.044364	0.000000
semimcfraeke	7	0.004923	0.000000
semimcfraeke	8	0.024068	0.000000
semimcfraeke	9	0.054268	0.000000
semimcfvlb	0	0.084136	0.000000
semimcfvlb	1	0.094575	0.000000
semimcfvlb	2	0.067226	0.000000
semimcfvlb	3	0.055397	0.000000
semimcfvlb	4	0.036031	0.000000
semimcfvlb	5	0.039691	0.000000
semimcfvlb	6	0.044845	0.000000
semimcfvlb	7	0.045720	0.000000
semimcfvlb	8	0.037368	0.000000
semimcfvlb	9	0.048732	0.000000
spf	0	0.101534	0.000000
spf	1	0.085966	0.000000
spf	2	0.037756	0.000000
spf	3	0.029502	0.000000
spf	4	0.022499	0.000000
spf	5	0.034824	0.000000
spf	6	0.034274	0.000000
spf	7	0.035053	0.000000
spf	8	0.053730	0.000000
spf	9	0.032530	0.000000
vlb	0	0.157440	0.000000
vlb	1	0.139964	0.000000
vlb	2	0.017452	0.000000
vlb	3	0.032428	0.000000
vlb	4	0.024558	0.000000
vlb	5	0.019493	0.000000
vlb	6	0.017251	0.000000
vlb	7	0.036774	0.000000
vlb	8	0.060406	0.000000
vlb	9	0.021013	0.000000

