#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.223797924821
		2. : 0.456801705406
		3. : 0.562519971776
		4. : 0.638786304288
		5. : 0.662602087684
ecmp	3	
		1. : 0.227924701881
		2. : 0.461728354237
		3. : 0.560718183957
		4. : 0.638528378871
		5. : 0.662996218549
ecmp	4	
		1. : 0.228025179692
		2. : 0.467004524984
		3. : 0.568359397432
		4. : 0.647569837619
		5. : 0.672175960068
ecmp	5	
		1. : 0.229151912382
		2. : 0.466593539299
		3. : 0.57460845779
		4. : 0.649088843175
		5. : 0.673222469042
ecmp	6	
		1. : 0.228734209517
		2. : 0.472365844181
		3. : 0.585780935068
		4. : 0.661555385018
		5. : 0.683160583176
ecmp	7	
		1. : 0.229739519704
		2. : 0.469810799227
		3. : 0.582065505944
		4. : 0.658456123986
		5. : 0.680839638524
ecmp	8	
		1. : 0.227566000888
		2. : 0.467040827563
		3. : 0.58242134252
		4. : 0.657497473376
		5. : 0.678952872527
ecmp	9	
		1. : 0.230929491419
		2. : 0.469019357165
		3. : 0.57427779609
		4. : 0.652542082104
		5. : 0.6777151434
ksp	0	
		1. : 0.0807218056243
		2. : 0.183564990865
		3. : 0.345482258832
		4. : 0.564232754852
		5. : 0.737453912893
		6. : 0.799160569254
		7. : 0.79957745325
ksp	1	
		1. : 0.0821589203836
		2. : 0.183245149173
		3. : 0.34334126832
		4. : 0.560823044862
		5. : 0.741683475219
		6. : 0.807406039254
		7. : 0.807794458868
ksp	2	
		1. : 0.075860285297
		2. : 0.157875624858
		3. : 0.274196434262
		4. : 0.414859418793
		5. : 0.528938468223
		6. : 0.554118154415
		7. : 0.554503617118
ksp	3	
		1. : 0.0769569947434
		2. : 0.156488679913
		3. : 0.267206613224
		4. : 0.402761422845
		5. : 0.512936663223
		6. : 0.539015298519
		7. : 0.539303312968
ksp	4	
		1. : 0.0770698195532
		2. : 0.160111476951
		3. : 0.274168174513
		4. : 0.412735420125
		5. : 0.522813393913
		6. : 0.549082764651
		7. : 0.549371633019
ksp	5	
		1. : 0.0770436811702
		2. : 0.163281388434
		3. : 0.283475281592
		4. : 0.428212578684
		5. : 0.540227432761
		6. : 0.565780076774
		7. : 0.56602583629
ksp	6	
		1. : 0.0767837971647
		2. : 0.165404949745
		3. : 0.290506125733
		4. : 0.436705633953
		5. : 0.549547024446
