# solver	iter	edge-congestion
ecmp	0	
		(s1,s2) : 0.0116559737902
		(s1,h1) : 0.00320113592309
		(s2,s1) : 0.0320113592309
		(s2,s5) : 0.528346554232
		(s2,s6) : 0.331289818992
		(s2,s12) : 0.45662054863
		(s2,h2) : 0.0369449273546
		(s3,s6) : 0.278481790248
		(s3,s9) : 0.19757516365
		(s3,h3) : 0.0582356943824
		(s4,s7) : 0.247766256411
		(s4,s10) : 0.0460210245538
		(s4,s11) : 0.108330687097
		(s4,h4) : 0.0156257359122
		(s5,s2) : 0.443969964336
		(s5,s7) : 0.18893298464
		(s5,s8) : 0.44985443853
		(s5,h5) : 0.015236957204
		(s6,s2) : 0.253048125979
		(s6,s3) : 0.434384088772
		(s6,s7) : 0.311845845103
		(s6,h6) : 0.0336447414994
		(s7,s4) : 0.252455867348
		(s7,s5) : 0.138014189794
		(s7,s6) : 0.332785075393
		(s7,h7) : 0.013676787294
		(s8,s5) : 0.369788981582
		(s8,s10) : 0.102798158418
		(s8,h8) : 0.0439888996715
		(s9,s3) : 0.454440620424
		(s9,s12) : 0.380709308944
		(s9,h9) : 0.0457381841051
		(s10,s4) : 0.0430740924113
		(s10,s8) : 0.0902589742241
		(s10,s11) : 0.0420866247108
		(s10,h10) : 0.00729765308515
		(s11,s4) : 0.107727874415
		(s11,s10) : 0.0407374945704
		(s11,h11) : 0.0150417311808
		(s12,s2) : 0.745559379576
		(s12,s9) : 0.454344404008
		(s12,h12) : 0.0471308840727
		(h1,s1) : 0.00116559737902
		(h2,s2) : 0.026348411095
		(h3,s3) : 0.0169589188526
		(h4,s4) : 0.015511749301
		(h5,s5) : 0.0198977233936
		(h6,s6) : 0.0393168790215
		(h7,s7) : 0.0111477919321
		(h8,s8) : 0.0372362723962
		(h9,s9) : 0.0640612202761
		(h10,s10) : 0.00588395446551
		(h11,s11) : 0.0148465368986
		(h12,s12) : 0.0833882766737
ecmp	1	
		(s1,s2) : 0.0116867957948
		(s1,h1) : 0.00455153968561
		(s2,s1) : 0.0455153968561
		(s2,s5) : 0.521507622546
		(s2,s6) : 0.308371734632
		(s2,s12) : 0.43752841719
		(s2,h2) : 0.0343713611109
		(s3,s6) : 0.283412402213
		(s3,s9) : 0.202498877181
		(s3,h3) : 0.052118508971
		(s4,s7) : 0.23710231623
		(s4,s10) : 0.0455111418852
		(s4,s11) : 0.118103558272
		(s4,h4) : 0.0153319544894
		(s5,s2) : 0.39605364432
		(s5,s7) : 0.165145293561
		(s5,s8) : 0.425911658523
		(s5,h5) : 0.0145284517668
		(s6,s2) : 0.253767882008
		(s6,s3) : 0.390391846646
		(s6,s7) : 0.318222511081
		(s6,h6) : 0.0324427155874
		(s7,s4) : 0.259157726702
		(s7,s5) : 0.138672150978
		(s7,s6) : 0.313566914571
		(s7,h7) : 0.0133093734417
		(s8,s5) : 0.378604329089
		(s8,s10) : 0.105811434167
		(s8,h8) : 0.0413628842678
		(s9,s3) : 0.442127788523
		(s9,s12) : 0.389406678278
		(s9,h9) : 0.0451615253788
		(s10,s4) : 0.0414434997408
		(s10,s8) : 0.0858123386337
		(s10,s11) : 0.0448209470173
		(s10,h10) : 0.00733475778163
		(s11,s4) : 0.103566444827
		(s11,s10) : 0.0393348364791
		(s11,h11) : 0.0162924505289
		(s12,s2) : 0.758104683738
		(s12,s9) : 0.439383193048
		(s12,h12) : 0.0481590990411
		(h1,s1) : 0.00116867957948
		(h2,s2) : 0.0237023776473
		(h3,s3) : 0.0174576733936
		(h4,s4) : 0.0149868890011
		(h5,s5) : 0.00936110114598
		(h6,s6) : 0.0381458344193
		(h7,s7) : 0.0124020405796
		(h8,s8) : 0.0386320608777
		(h9,s9) : 0.064126765036
		(h10,s10) : 0.00547669506764
		(h11,s11) : 0.0142901281306
		(h12,s12) : 0.085214377173
ecmp	2	
		(s1,s2) : 0.00951815418974
		(s1,h1) : 0.00368372982439
		(s2,s1) : 0.0368372982439
		(s2,s5) : 0.271236917307
		(s2,s6) : 0.299547820807
		(s2,s12) : 0.0486389316441
		(s2,h2) : 0.0258452840712
		(s3,s6) : 0.664184652606
		(s3,s9) : 0.473235151904
		(s3,h3) : 0.0478039079016
		(s4,s7) : 0.252281019039
		(s4,s10) : 0.0592506837706
		(s4,s11) : 0.123021941946
		(s4,h4) : 0.0135376335939
		(s5,s2) : 0.309019961211
		(s5,s7) : 0.198818037174
		(s5,s8) : 0.343954700426
		(s5,h5) : 0.0151372103983
		(s6,s2) : 0.346957704296
		(s6,s3) : 0.691964184508
		(s6,s7) : 0.43281480999
		(s6,h6) : 0.027462845076
		(s7,s4) : 0.254305172935
		(s7,s5) : 0.21295792299
		(s7,s6) : 0.423390911598
		(s7,h7) : 0.010813893988
		(s8,s5) : 0.361791498
		(s8,s10) : 0.0721973664439
		(s8,h8) : 0.0374948760803
		(s9,s3) : 0.759867202148
		(s9,s12) : 0.401570096567
		(s9,h9) : 0.0427661784854
		(s10,s4) : 0.0429186858571
		(s10,s8) : 0.0716710456955
		(s10,s11) : 0.0360610126655
		(s10,h10) : 0.00555448271813
		(s11,s4) : 0.107606529208
		(s11,s10) : 0.0350978742339
		(s11,h11) : 0.0159082954611
		(s12,s2) : 0.0779339033431
		(s12,s9) : 0.667929620336
		(s12,h12) : 0.0387745375879
		(h1,s1) : 0.000951815418974
		(h2,s2) : 0.0229757837599
		(h3,s3) : 0.0174153846516
		(h4,s4) : 0.0165703642701
		(h5,s5) : 0.0155522468218
		(h6,s6) : 0.0368406330175
		(h7,s7) : 0.0118219977654
		(h8,s8) : 0.0392586381904
		(h9,s9) : 0.0578416267433
		(h10,s10) : 0.00393860196733
		(h11,s11) : 0.0142704403441
		(h12,s12) : 0.077545517193
ecmp	3	
		(s1,s2) : 0.00768021617955
		(s1,h1) : 0.00381343713059
		(s2,s1) : 0.0381343713059
		(s2,s5) : 0.226831048321
		(s2,s6) : 0.306325917755
		(s2,s12) : 0.0480383670689
		(s2,h2) : 0.0256297375865
		(s3,s6) : 0.654435511067
		(s3,s9) : 0.467008874529
		(s3,h3) : 0.0489119367862
		(s4,s7) : 0.254861813737
		(s4,s10) : 0.0527172189135
		(s4,s11) : 0.117094728001
		(s4,h4) : 0.0143555600375
		(s5,s2) : 0.292775089526
		(s5,s7) : 0.186353254576
		(s5,s8) : 0.269459619885
		(s5,h5) : 0.0119905637147
		(s6,s2) : 0.32058776382
		(s6,s3) : 0.679228729009
		(s6,s7) : 0.410759811105
		(s6,h6) : 0.0296377281789
		(s7,s4) : 0.255179636132
		(s7,s5) : 0.17585386979
		(s7,s6) : 0.423463345468
		(s7,h7) : 0.0110318806043
		(s8,s5) : 0.373165043383
		(s8,s10) : 0.0703835303381
		(s8,h8) : 0.0290645035094
		(s9,s3) : 0.77504659804
		(s9,s12) : 0.40772755036
		(s9,h9) : 0.0434538863423
		(s10,s4) : 0.0437744763877
		(s10,s8) : 0.0580948805945
		(s10,s11) : 0.0332730158005
		(s10,h10) : 0.00546426008632
		(s11,s4) : 0.114559403735
		(s11,s10) : 0.0305128125912
		(s11,h11) : 0.0150367743801
		(s12,s2) : 0.0762689480434
		(s12,s9) : 0.704031314297
		(s12,h12) : 0.0399316168249
		(h1,s1) : 0.000768021617955
		(h2,s2) : 0.0236176222276
		(h3,s3) : 0.0166396448114
		(h4,s4) : 0.0155340394213
		(h5,s5) : 0.00910203742162
		(h6,s6) : 0.0331359206557
		(h7,s7) : 0.0115882722065
		(h8,s8) : 0.0406014558894
		(h9,s9) : 0.0587766951161
		(h10,s10) : 0.00358956558218
		(h11,s11) : 0.0145072216326
		(h12,s12) : 0.0813970449073
ecmp	4	
		(s1,s2) : 0.00795483489121
		(s1,h1) : 0.00353145568838
		(s2,s1) : 0.0353145568838
		(s2,s5) : 0.217801521218
		(s2,s6) : 0.292887118952
		(s2,s12) : 0.0444973369165
		(s2,h2) : 0.027193274953
		(s3,s6) : 0.646123727611
		(s3,s9) : 0.442202222293
		(s3,h3) : 0.0508556739301
		(s4,s7) : 0.255036719622
		(s4,s10) : 0.0494739332218
		(s4,s11) : 0.121367898228
		(s4,h4) : 0.0137089360404
		(s5,s2) : 0.283261168343
		(s5,s7) : 0.179733212884
		(s5,s8) : 0.264296291737
		(s5,h5) : 0.0110019501094
		(s6,s2) : 0.324624066753
		(s6,s3) : 0.670376184874
		(s6,s7) : 0.404319446717
		(s6,h6) : 0.0287987598395
		(s7,s4) : 0.250714041292
		(s7,s5) : 0.173276677306
		(s7,s6) : 0.418988187988
		(s7,h7) : 0.0115046142536
		(s8,s5) : 0.349456143547
		(s8,s10) : 0.0662278005771
		(s8,h8) : 0.028631483714
		(s9,s3) : 0.775068391352
		(s9,s12) : 0.377714229334
		(s9,h9) : 0.0412947812964
		(s10,s4) : 0.0402570316215
		(s10,s8) : 0.0573897754956
		(s10,s11) : 0.0332393212825
		(s10,h10) : 0.00480209603433
		(s11,s4) : 0.1118797309
		(s11,s10) : 0.0296845930113
		(s11,h11) : 0.0154607219511
		(s12,s2) : 0.0735564634032
		(s12,s9) : 0.67535207678
		(s12,h12) : 0.0367042724176
		(h1,s1) : 0.000795483489121
		(h2,s2) : 0.0226503259223
		(h3,s3) : 0.0161187765723
		(h4,s4) : 0.0160685540432
		(h5,s5) : 0.00952389896592
		(h6,s6) : 0.0337685964211
		(h7,s7) : 0.012175300685
		(h8,s8) : 0.0379744281262
		(h9,s9) : 0.0573934496932
		(h10,s10) : 0.00332538147692
		(h11,s11) : 0.0141564323911
