# solver	iter	max-exp-congestion	stddev
ecmp	0	1.491119	0.000000
ecmp	1	1.516209	0.000000
ecmp	2	1.558678	0.000000
ecmp	3	1.525379	0.000000
ecmp	4	1.471129	0.000000
ecmp	5	1.405973	0.000000
ecmp	6	1.413490	0.000000
ecmp	7	1.380001	0.000000
ecmp	8	1.386968	0.000000
ecmp	9	1.375314	0.000000
ksp	0	1.883560	0.000000
ksp	1	1.893526	0.000000
ksp	2	1.934778	0.000000
ksp	3	1.975280	0.000000
ksp	4	1.916483	0.000000
ksp	5	1.823996	0.000000
ksp	6	1.817028	0.000000
ksp	7	1.808089	0.000000
ksp	8	1.784026	0.000000
ksp	9	1.824844	0.000000
mcf	0	1.200000	0.000000
mcf	1	1.200232	0.000000
mcf	2	1.213093	0.000000
mcf	3	1.232271	0.000000
mcf	4	1.205573	0.000000
mcf	5	1.138871	0.000000
mcf	6	1.141553	0.000000
mcf	7	1.122909	0.000000
mcf	8	1.118130	0.000000
mcf	9	1.146480	0.000000
raeke	0	1.533478	0.000000
raeke	1	1.496215	0.000000
raeke	2	1.520751	0.000000
raeke	3	1.547350	0.000000
raeke	4	1.529139	0.000000
raeke	5	1.464080	0.000000
raeke	6	1.483430	0.000000
raeke	7	1.455371	0.000000
raeke	8	1.463752	0.000000
raeke	9	1.484164	0.000000
semimcfecmp	0	1.476535	0.000000
semimcfecmp	1	1.501103	0.000000
semimcfecmp	2	1.546881	0.000000
semimcfecmp	3	1.513396	0.000000
semimcfecmp	4	1.460592	0.000000
semimcfecmp	5	1.395632	0.000000
semimcfecmp	6	1.402556	0.000000
semimcfecmp	7	1.368603	0.000000
semimcfecmp	8	1.375621	0.000000
semimcfecmp	9	1.362881	0.000000
semimcfksp	0	1.200000	0.000000
semimcfksp	1	1.200232	0.000000
semimcfksp	2	1.213093	0.000000
semimcfksp	3	1.232271	0.000000
semimcfksp	4	1.205573	0.000000
semimcfksp	5	1.138871	0.000000
semimcfksp	6	1.141553	0.000000
semimcfksp	7	1.122909	0.000000
semimcfksp	8	1.118130	0.000000
semimcfksp	9	1.146480	0.000000
semimcfmcf	0	1.200000	0.000000
semimcfmcf	1	1.200232	0.000000
semimcfmcf	2	1.266232	0.000000
semimcfmcf	3	1.273970	0.000000
semimcfmcf	4	1.229072	0.000000
semimcfmcf	5	1.224014	0.000000
semimcfmcf	6	1.223671	0.000000
semimcfmcf	7	1.244106	0.000000
semimcfmcf	8	1.248333	0.000000
semimcfmcf	9	1.183734	0.000000
semimcfraeke	0	1.200000	0.000000
semimcfraeke	1	1.200232	0.000000
semimcfraeke	2	1.213093	0.000000
semimcfraeke	3	1.232271	0.000000
semimcfraeke	4	1.205573	0.000000
semimcfraeke	5	1.138871	0.000000
semimcfraeke	6	1.141553	0.000000
semimcfraeke	7	1.122909	0.000000
semimcfraeke	8	1.118130	0.000000
semimcfraeke	9	1.146480	0.000000
semimcfvlb	0	1.200000	0.000000
semimcfvlb	1	1.200232	0.000000
semimcfvlb	2	1.213093	0.000000
semimcfvlb	3	1.232271	0.000000
semimcfvlb	4	1.205573	0.000000
semimcfvlb	5	1.138871	0.000000
semimcfvlb	6	1.141553	0.000000
semimcfvlb	7	1.122909	0.000000
semimcfvlb	8	1.118130	0.000000
semimcfvlb	9	1.146480	0.000000
spf	0	1.476535	0.000000
spf	1	1.501103	0.000000
spf	2	1.546881	0.000000
spf	3	1.513396	0.000000
spf	4	1.460592	0.000000
spf	5	1.395632	0.000000
spf	6	1.402556	0.000000
spf	7	1.368603	0.000000
spf	8	1.375621	0.000000
spf	9	1.362881	0.000000
vlb	0	1.777555	0.000000
vlb	1	1.789654	0.000000
vlb	2	1.871031	0.000000
vlb	3	1.859173	0.000000
vlb	4	1.841693	0.000000
vlb	5	1.806315	0.000000
vlb	6	1.716716	0.000000
vlb	7	1.671378	0.000000
vlb	8	1.651488	0.000000
vlb	9	1.776737	0.000000

