#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.223797924821
		2. : 0.456801705406
		3. : 0.562519971776
		4. : 0.638786304288
		5. : 0.664539954564
ecmp	3	
		1. : 0.227924701881
		2. : 0.461728354237
		3. : 0.560718183957
		4. : 0.638528378871
		5. : 0.664949155486
ecmp	4	
		1. : 0.228025179692
		2. : 0.467004524984
		3. : 0.568359397432
		4. : 0.647569837619
		5. : 0.673953864352
ecmp	5	
		1. : 0.229151912382
		2. : 0.466593539299
		3. : 0.57460845779
		4. : 0.649088843175
		5. : 0.674928379889
ecmp	6	
		1. : 0.228734209517
		2. : 0.472365844181
		3. : 0.585780935068
		4. : 0.661555385018
		5. : 0.685270572372
ecmp	7	
		1. : 0.229739519704
		2. : 0.469810799227
		3. : 0.582065505944
		4. : 0.658456123986
		5. : 0.682923402088
ecmp	8	
		1. : 0.227566000888
		2. : 0.467040827563
		3. : 0.58242134252
		4. : 0.657497473376
		5. : 0.680880482715
ecmp	9	
		1. : 0.230929491419
		2. : 0.469019357165
		3. : 0.57427779609
		4. : 0.652542082104
		5. : 0.679803622652
ksp	0	
		1. : 0.055810221311
		2. : 0.11983540691
		3. : 0.213289342468
		4. : 0.339777858092
		5. : 0.477337438729
		6. : 0.611460733774
		7. : 0.645556839306
		8. : 0.661794440366
		9. : 0.676839103698
		10. : 0.680649520678
		11. : 0.680766324792
ksp	1	
		1. : 0.0564218738101
		2. : 0.120274255514
		3. : 0.213384055854
		4. : 0.341132451767
		5. : 0.48499130411
		6. : 0.625641567246
		7. : 0.65861291203
		8. : 0.676879519104
		9. : 0.693957101569
		10. : 0.698234805929
		11. : 0.698365197537
ksp	2	
		1. : 0.0876359311108
		2. : 0.147079169898
		3. : 0.227212419935
		4. : 0.328040416866
		5. : 0.453678222516
		6. : 0.557156988263
		7. : 0.585712038297
		8. : 0.597299618051
		9. : 0.60526034011
		10. : 0.608466781495
		11. : 0.608594912992
ksp	3	
		1. : 0.0896798297401
		2. : 0.147696875501
		3. : 0.223615789967
		4. : 0.319756489593
		5. : 0.444997337556
		6. : 0.548958517375
		7. : 0.575512922754
		8. : 0.58796677388
		9. : 0.596692752569
		10. : 0.600167502474
		11. : 0.60028025567
ksp	4	
		1. : 0.0888967396
		2. : 0.148196886532
		3. : 0.226644144611
		4. : 0.324968850035
