#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.799192229481
		4. : 0.949118155246
		5. : 0.99750597967
ecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.569519249448
		4. : 0.647762841085
		5. : 0.673516491361
ecmp	3	
		1. : 0.229918779481
		2. : 0.466885548807
		3. : 0.568521428493
		4. : 0.647563534767
		5. : 0.673984311382
ecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.576005694322
		4. : 0.656289474387
		5. : 0.682673501121
ecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.580900405686
		4. : 0.656722505478
		5. : 0.682562042191
ecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.591758701088
		4. : 0.669121895278
		5. : 0.692837082632
ecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.690053687212
ecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.688320523164
ecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.686990146076
ksp	0	
		1. : 0.063155497262
		2. : 0.143172602959
		3. : 0.259003448585
		4. : 0.427005614073
		5. : 0.610428812046
		6. : 0.801481304064
		7. : 0.84541485742
		8. : 0.880153231673
		9. : 0.913831136708
		10. : 0.921154293693
		11. : 0.921271097807
ksp	1	
		1. : 0.0631873242698
		2. : 0.141575921481
		3. : 0.255506252806
		4. : 0.421111953718
		5. : 0.606670049028
		6. : 0.802009122215
		7. : 0.843261937694
		8. : 0.879087607305
		9. : 0.913361404407
		10. : 0.920353939293
		11. : 0.920484330901
ksp	2	
		1. : 0.116247447626
		2. : 0.194114191051
		3. : 0.289999325196
		4. : 0.408371269653
		5. : 0.577941269579
		6. : 0.722961760797
		7. : 0.752996830644
		8. : 0.768994659589
		9. : 0.780106191835
		10. : 0.784223290205
		11. : 0.784351421702
ksp	3	
		1. : 0.11883811493
		2. : 0.198245903521
		3. : 0.291898075554
		4. : 0.406767315417
		5. : 0.568512195155
		6. : 0.716341918982
		7. : 0.744134012319
		8. : 0.761110638408
		9. : 0.773296156198
		10. : 0.77778846287
		11. : 0.777901216066
ksp	4	
		1. : 0.121790202813
		2. : 0.20413705278
		3. : 0.301272365926
		4. : 0.418303524764
		5. : 0.580820158153
		6. : 0.731571745981
		7. : 0.760251328155
		8. : 0.777802399497
		9. : 0.789892933242
		10. : 0.794161294352
		11. : 0.794273245555
ksp	5	
		1. : 0.123500615747
		2. : 0.206287957461
		3. : 0.307012631964
		4. : 0.428107168173
		5. : 0.595795553048
		6. : 0.746859655024
		7. : 0.777165098306
		8. : 0.79330844179
		9. : 0.804639275705
		10. : 0.808913765277
		11. : 0.809012122328
ksp	6	
		1. : 0.116766756342
		2. : 0.198956245161
		3. : 0.302219158467
		4. : 0.425096263493
		5. : 0.593231926577
		6. : 0.740760859609
		7. : 0.772282710511
		8. : 0.789170906334
		9. : 0.800375974266
		10. : 0.80478789955
		11. : 0.804872686207
ksp	7	
		1. : 0.121815169394
		2. : 0.20541705999
		3. : 0.30835231891
		4. : 0.429589893135
		5. : 0.597923113153
		6. : 0.747790289471
		7. : 0.778215995465
		8. : 0.794102685262
		9. : 0.804971125138
		10. : 0.809058902598
		11. : 0.809170741836
ksp	8	
		1. : 0.117069778026
		2. : 0.200239414538
		3. : 0.30534300589
		4. : 0.428400359908
		5. : 0.596864640425
		6. : 0.747126596691
		7. : 0.779292476898
		8. : 0.794874382695
		9. : 0.805128890299
		10. : 0.809105091925
		11. : 0.809209206908
ksp	9	
		1. : 0.126671839006
		2. : 0.209551931557
		3. : 0.309754295653
		4. : 0.429947104507
		5. : 0.596390718739
		6. : 0.749892289052
		7. : 0.779211219944
		8. : 0.796824155465
		9. : 0.808722672245
		10. : 0.812930359793
		11. : 0.813043214845
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664851
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933143
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.55334826268
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.207113526458
		2. : 0.36344509978
		3. : 0.45826896782
		4. : 0.510052917185
		5. : 0.586182862689
		6. : 0.700101762018
		7. : 0.730972038159
		8. : 0.734660157501
mcf	3	
		1. : 0.20621761318
		2. : 0.344795188871
		3. : 0.447201450196
