# solver	iter	num_paths	stddev
ecmp	0	168.000000	0.000000
ecmp	1	168.000000	0.000000
ecmp	2	168.000000	0.000000
ecmp	3	168.000000	0.000000
ecmp	4	168.000000	0.000000
ecmp	5	168.000000	0.000000
ecmp	6	168.000000	0.000000
ecmp	7	168.000000	0.000000
ecmp	8	168.000000	0.000000
ecmp	9	168.000000	0.000000
ksp	0	623.000000	0.000000
ksp	1	623.000000	0.000000
ksp	2	623.000000	0.000000
ksp	3	623.000000	0.000000
ksp	4	623.000000	0.000000
ksp	5	623.000000	0.000000
ksp	6	623.000000	0.000000
ksp	7	623.000000	0.000000
ksp	8	623.000000	0.000000
ksp	9	623.000000	0.000000
mcf	0	137.000000	0.000000
mcf	1	136.000000	0.000000
mcf	2	138.000000	0.000000
mcf	3	136.000000	0.000000
mcf	4	135.000000	0.000000
mcf	5	138.000000	0.000000
mcf	6	138.000000	0.000000
mcf	7	139.000000	0.000000
mcf	8	139.000000	0.000000
mcf	9	136.000000	0.000000
raeke	0	589.000000	0.000000
raeke	1	589.000000	0.000000
raeke	2	589.000000	0.000000
raeke	3	531.000000	0.000000
raeke	4	531.000000	0.000000
raeke	5	538.000000	0.000000
raeke	6	532.000000	0.000000
raeke	7	526.000000	0.000000
raeke	8	535.000000	0.000000
raeke	9	522.000000	0.000000
semimcfecmp	0	168.000000	0.000000
semimcfecmp	1	168.000000	0.000000
semimcfecmp	2	168.000000	0.000000
semimcfecmp	3	166.000000	0.000000
semimcfecmp	4	166.000000	0.000000
semimcfecmp	5	166.000000	0.000000
semimcfecmp	6	166.000000	0.000000
semimcfecmp	7	166.000000	0.000000
semimcfecmp	8	166.000000	0.000000
semimcfecmp	9	166.000000	0.000000
semimcfksp	0	623.000000	0.000000
semimcfksp	1	623.000000	0.000000
semimcfksp	2	623.000000	0.000000
semimcfksp	3	542.000000	0.000000
semimcfksp	4	542.000000	0.000000
semimcfksp	5	542.000000	0.000000
semimcfksp	6	542.000000	0.000000
semimcfksp	7	542.000000	0.000000
semimcfksp	8	542.000000	0.000000
semimcfksp	9	542.000000	0.000000
semimcfmcf	0	137.000000	0.000000
semimcfmcf	1	137.000000	0.000000
semimcfmcf	2	137.000000	0.000000
semimcfmcf	3	132.000000	0.000000
semimcfmcf	4	132.000000	0.000000
semimcfmcf	5	132.000000	0.000000
semimcfmcf	6	132.000000	0.000000
semimcfmcf	7	132.000000	0.000000
semimcfmcf	8	132.000000	0.000000
semimcfmcf	9	132.000000	0.000000
semimcfraeke	0	611.000000	0.000000
semimcfraeke	1	611.000000	0.000000
semimcfraeke	2	611.000000	0.000000
semimcfraeke	3	524.000000	0.000000
semimcfraeke	4	532.000000	0.000000
semimcfraeke	5	531.000000	0.000000
semimcfraeke	6	527.000000	0.000000
semimcfraeke	7	531.000000	0.000000
semimcfraeke	8	542.000000	0.000000
semimcfraeke	9	534.000000	0.000000
semimcfvlb	0	489.000000	0.000000
semimcfvlb	1	489.000000	0.000000
semimcfvlb	2	489.000000	0.000000
semimcfvlb	3	404.000000	0.000000
semimcfvlb	4	407.000000	0.000000
semimcfvlb	5	404.000000	0.000000
semimcfvlb	6	411.000000	0.000000
semimcfvlb	7	410.000000	0.000000
semimcfvlb	8	412.000000	0.000000
semimcfvlb	9	398.000000	0.000000
spf	0	132.000000	0.000000
spf	1	132.000000	0.000000
spf	2	132.000000	0.000000
spf	3	132.000000	0.000000
spf	4	132.000000	0.000000
spf	5	132.000000	0.000000
spf	6	132.000000	0.000000
spf	7	132.000000	0.000000
spf	8	132.000000	0.000000
spf	9	132.000000	0.000000
vlb	0	493.000000	0.000000
vlb	1	502.000000	0.000000
vlb	2	492.000000	0.000000
vlb	3	506.000000	0.000000
vlb	4	501.000000	0.000000
vlb	5	504.000000	0.000000
vlb	6	500.000000	0.000000
vlb	7	504.000000	0.000000
vlb	8	489.000000	0.000000
vlb	9	502.000000	0.000000

