# solver	iter	mean-congestion	stddev
ecmp	0	0.158267	0.000000
ecmp	1	0.154638	0.000000
ecmp	2	0.160858	0.000000
ecmp	3	0.156689	0.000000
ecmp	4	0.152733	0.000000
ecmp	5	0.154687	0.000000
ecmp	6	0.158816	0.000000
ecmp	7	0.156946	0.000000
ecmp	8	0.158990	0.000000
ecmp	9	0.151311	0.000000
ksp	0	0.305558	0.000000
ksp	1	0.296573	0.000000
ksp	2	0.269561	0.000000
ksp	3	0.261316	0.000000
ksp	4	0.255146	0.000000
ksp	5	0.258552	0.000000
ksp	6	0.267044	0.000000
ksp	7	0.261938	0.000000
ksp	8	0.266921	0.000000
ksp	9	0.252627	0.000000
mcf	0	0.237505	0.000000
mcf	1	0.232759	0.000000
mcf	2	0.223514	0.000000
mcf	3	0.214440	0.000000
mcf	4	0.208599	0.000000
mcf	5	0.216015	0.000000
mcf	6	0.221127	0.000000
mcf	7	0.222407	0.000000
mcf	8	0.226003	0.000000
mcf	9	0.208655	0.000000
raeke	0	0.207067	0.000000
raeke	1	0.201597	0.000000
raeke	2	0.215615	0.000000
raeke	3	0.234392	0.000000
raeke	4	0.228441	0.000000
raeke	5	0.230918	0.000000
raeke	6	0.238394	0.000000
raeke	7	0.236574	0.000000
raeke	8	0.240345	0.000000
raeke	9	0.226762	0.000000
semimcfecmp	0	0.158267	0.000000
semimcfecmp	1	0.154638	0.000000
semimcfecmp	2	0.158752	0.000000
semimcfecmp	3	0.196534	0.000000
semimcfecmp	4	0.191332	0.000000
semimcfecmp	5	0.194439	0.000000
semimcfecmp	6	0.197695	0.000000
semimcfecmp	7	0.196125	0.000000
semimcfecmp	8	0.197473	0.000000
semimcfecmp	9	0.189649	0.000000
semimcfksp	0	0.200964	0.000000
semimcfksp	1	0.203096	0.000000
semimcfksp	2	0.216512	0.000000
semimcfksp	3	0.225402	0.000000
semimcfksp	4	0.226589	0.000000
semimcfksp	5	0.233021	0.000000
semimcfksp	6	0.242955	0.000000
semimcfksp	7	0.233170	0.000000
semimcfksp	8	0.235622	0.000000
semimcfksp	9	0.224111	0.000000
semimcfmcf	0	0.237816	0.000000
semimcfmcf	1	0.231470	0.000000
semimcfmcf	2	0.225416	0.000000
semimcfmcf	3	0.257853	0.000000
semimcfmcf	4	0.250586	0.000000
semimcfmcf	5	0.259612	0.000000
semimcfmcf	6	0.268867	0.000000
semimcfmcf	7	0.265631	0.000000
semimcfmcf	8	0.270315	0.000000
semimcfmcf	9	0.258331	0.000000
semimcfraeke	0	0.212839	0.000000
semimcfraeke	1	0.204647	0.000000
semimcfraeke	2	0.215318	0.000000
semimcfraeke	3	0.226547	0.000000
semimcfraeke	4	0.220064	0.000000
semimcfraeke	5	0.227910	0.000000
semimcfraeke	6	0.234725	0.000000
semimcfraeke	7	0.229643	0.000000
semimcfraeke	8	0.234547	0.000000
semimcfraeke	9	0.220989	0.000000
semimcfvlb	0	0.194536	0.000000
semimcfvlb	1	0.193206	0.000000
semimcfvlb	2	0.207062	0.000000
semimcfvlb	3	0.216839	0.000000
semimcfvlb	4	0.211568	0.000000
semimcfvlb	5	0.216776	0.000000
semimcfvlb	6	0.221892	0.000000
semimcfvlb	7	0.219911	0.000000
semimcfvlb	8	0.219476	0.000000
semimcfvlb	9	0.210844	0.000000
spf	0	0.158267	0.000000
spf	1	0.154638	0.000000
spf	2	0.158752	0.000000
spf	3	0.155460	0.000000
spf	4	0.151802	0.000000
spf	5	0.153616	0.000000
spf	6	0.157392	0.000000
spf	7	0.155633	0.000000
spf	8	0.156787	0.000000
spf	9	0.150353	0.000000
vlb	0	0.215055	0.000000
vlb	1	0.213053	0.000000
vlb	2	0.208798	0.000000
vlb	3	0.205225	0.000000
vlb	4	0.198854	0.000000
vlb	5	0.201640	0.000000
vlb	6	0.206965	0.000000
vlb	7	0.204823	0.000000
vlb	8	0.204884	0.000000
vlb	9	0.198584	0.000000

