#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
ecmp	2	
		1. : 0.218649411092
		2. : 0.438702173788
		3. : 0.589188386545
		4. : 0.706644633793
		5. : 0.786873417711
		6. : 0.837308457217
ecmp	3	
		1. : 0.222926646706
		2. : 0.441719432085
		3. : 0.586849975597
		4. : 0.7055356574
		5. : 0.782460814499
		6. : 0.833447956818
ecmp	4	
		1. : 0.22306265546
		2. : 0.447597876615
		3. : 0.596334589699
		4. : 0.716866874894
		5. : 0.791886328695
		6. : 0.840280306468
ecmp	5	
		1. : 0.225362639771
		2. : 0.451681539665
		3. : 0.607050866725
		4. : 0.725974167447
		5. : 0.802836852311
		6. : 0.851522051091
ecmp	6	
		1. : 0.224132482745
		2. : 0.458003178722
		3. : 0.618947923846
		4. : 0.737021877386
		5. : 0.810673053317
		6. : 0.855898863522
ecmp	7	
		1. : 0.225540299849
		2. : 0.455614894567
		3. : 0.61494904449
		4. : 0.734327564859
		5. : 0.810377176919
		6. : 0.857387451932
ecmp	8	
		1. : 0.222380863977
		2. : 0.452326219004
		3. : 0.613204811332
		4. : 0.732006907442
		5. : 0.809679734176
		6. : 0.8575804398
ecmp	9	
		1. : 0.225440719212
		2. : 0.452166317049
		3. : 0.605070037504
		4. : 0.726357344377
		5. : 0.803714385538
		6. : 0.851444910807
ksp	0	
		1. : 0.0675172645244
		2. : 0.148899254495
		3. : 0.272357997737
		4. : 0.449770328845
		5. : 0.643121425696
		6. : 0.859877694898
		7. : 0.905190564409
		8. : 0.946611197784
		9. : 0.992560038901
		10. : 0.999883195887
		11. : 1.
ksp	1	
		1. : 0.0676695962126
		2. : 0.147816727684
		3. : 0.269441810684
		4. : 0.445387971987
		5. : 0.639510102569
		6. : 0.860490539807
		7. : 0.903501889546
		8. : 0.945218548124
		9. : 0.992877073506
		10. : 0.999869608392
		11. : 1.
ksp	2	
		1. : 0.135209303161
		2. : 0.229017598663
		3. : 0.33523731518
		4. : 0.443453844779
		5. : 0.583915582251
		6. : 0.731207349375
		7. : 0.792863560788
		8. : 0.843414910856
		9. : 0.878294890515
		10. : 0.888668166402
		11. : 0.889219370654
ksp	3	
		1. : 0.143142383012
		2. : 0.238695343129
		3. : 0.342192717829
		4. : 0.446813392412
		5. : 0.580275743445
		6. : 0.724960557001
		7. : 0.784248700261
		8. : 0.834910943337
		9. : 0.870847611719
		10. : 0.882275593021
		11. : 0.882872212133
ksp	4	
		1. : 0.141938015747
		2. : 0.240774298519
		3. : 0.346879079304
		4. : 0.453071795858
		5. : 0.586724714037
		6. : 0.731152720933
		7. : 0.790549480803
		8. : 0.841020141097
		9. : 0.876478970483
		10. : 0.887879067099
		11. : 0.888437574149
ksp	5	
		1. : 0.140563656518
		2. : 0.243493249158
		3. : 0.356886092398
		4. : 0.465340864677
		5. : 0.603265687541
		6. : 0.748804515754
		7. : 0.809701616177
		8. : 0.859724119228
		9. : 0.894107915719
		10. : 0.904298465116
		11. : 0.904563303799
ksp	6	
		1. : 0.135549935634
		2. : 0.240543608388
		3. : 0.356800888262
		4. : 0.467269307883
		5. : 0.607926805681
		6. : 0.752972559072
		7. : 0.814562909893
		8. : 0.863458128032
		9. : 0.896843552287
		10. : 0.906674173226
		11. : 0.906890219642
ksp	7	
		1. : 0.14020906019
		2. : 0.245893273538
		3. : 0.361736467735
		4. : 0.470349957042
		5. : 0.60966805478
		6. : 0.755278471494
		7. : 0.816850976886
		8. : 0.865903172145
		9. : 0.899328360635
		10. : 0.908924012138
		11. : 0.909186885603
ksp	8	
		1. : 0.134133293975
		2. : 0.237616954575
		3. : 0.352767185033
		4. : 0.463375520623
		5. : 0.60655686599
		6. : 0.755404516757
		7. : 0.819482342198
		8. : 0.868882929482
		9. : 0.902096485091
		10. : 0.911293504272
		11. : 0.911530285639
ksp	9	
		1. : 0.141991394231
		2. : 0.244915665874
		3. : 0.354416615804
		4. : 0.461800605314
		5. : 0.598775193383
		6. : 0.74483678073
		7. : 0.806255486064
		8. : 0.857068460468
		9. : 0.891812466742
		10. : 0.902044830774
		11. : 0.902309150764
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664852
		3. : 0.550111339844
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933142
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.553348262679
		4. : 0.614989263698
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.195761936572
		2. : 0.332539657287
		3. : 0.442343710906
		4. : 0.532447165724
