# solver	iter	mean-exp-congestion	stddev
ecmp	0	0.158267	0.000000
ecmp	1	0.154638	0.000000
ecmp	2	0.162289	0.000000
ecmp	3	0.158185	0.000000
ecmp	4	0.153863	0.000000
ecmp	5	0.154505	0.000000
ecmp	6	0.158754	0.000000
ecmp	7	0.156771	0.000000
ecmp	8	0.158538	0.000000
ecmp	9	0.151631	0.000000
ksp	0	0.305558	0.000000
ksp	1	0.296573	0.000000
ksp	2	0.310112	0.000000
ksp	3	0.304877	0.000000
ksp	4	0.296778	0.000000
ksp	5	0.297353	0.000000
ksp	6	0.306248	0.000000
ksp	7	0.301197	0.000000
ksp	8	0.303187	0.000000
ksp	9	0.291400	0.000000
mcf	0	0.237505	0.000000
mcf	1	0.232759	0.000000
mcf	2	0.236661	0.000000
mcf	3	0.235898	0.000000
mcf	4	0.227293	0.000000
mcf	5	0.227793	0.000000
mcf	6	0.228929	0.000000
mcf	7	0.233727	0.000000
mcf	8	0.238247	0.000000
mcf	9	0.222766	0.000000
raeke	0	0.207067	0.000000
raeke	1	0.201597	0.000000
raeke	2	0.212204	0.000000
raeke	3	0.239700	0.000000
raeke	4	0.234132	0.000000
raeke	5	0.234016	0.000000
raeke	6	0.240369	0.000000
raeke	7	0.239850	0.000000
raeke	8	0.243411	0.000000
raeke	9	0.231407	0.000000
semimcfecmp	0	0.158267	0.000000
semimcfecmp	1	0.154638	0.000000
semimcfecmp	2	0.162289	0.000000
semimcfecmp	3	0.206242	0.000000
semimcfecmp	4	0.199429	0.000000
semimcfecmp	5	0.200367	0.000000
semimcfecmp	6	0.204488	0.000000
semimcfecmp	7	0.201900	0.000000
semimcfecmp	8	0.204766	0.000000
semimcfecmp	9	0.195586	0.000000
semimcfksp	0	0.200964	0.000000
semimcfksp	1	0.203096	0.000000
semimcfksp	2	0.209447	0.000000
semimcfksp	3	0.234303	0.000000
semimcfksp	4	0.236875	0.000000
semimcfksp	5	0.242662	0.000000
semimcfksp	6	0.250733	0.000000
semimcfksp	7	0.239428	0.000000
semimcfksp	8	0.241637	0.000000
semimcfksp	9	0.230376	0.000000
semimcfmcf	0	0.237816	0.000000
semimcfmcf	1	0.231470	0.000000
semimcfmcf	2	0.246309	0.000000
semimcfmcf	3	0.270351	0.000000
semimcfmcf	4	0.258236	0.000000
semimcfmcf	5	0.262878	0.000000
semimcfmcf	6	0.275336	0.000000
semimcfmcf	7	0.271027	0.000000
semimcfmcf	8	0.279556	0.000000
semimcfmcf	9	0.263956	0.000000
semimcfraeke	0	0.212839	0.000000
semimcfraeke	1	0.204647	0.000000
semimcfraeke	2	0.211898	0.000000
semimcfraeke	3	0.239030	0.000000
semimcfraeke	4	0.226274	0.000000
semimcfraeke	5	0.235027	0.000000
semimcfraeke	6	0.242756	0.000000
semimcfraeke	7	0.238223	0.000000
semimcfraeke	8	0.244455	0.000000
semimcfraeke	9	0.233555	0.000000
semimcfvlb	0	0.194536	0.000000
semimcfvlb	1	0.193206	0.000000
semimcfvlb	2	0.202376	0.000000
semimcfvlb	3	0.227685	0.000000
semimcfvlb	4	0.223576	0.000000
semimcfvlb	5	0.220896	0.000000
semimcfvlb	6	0.231802	0.000000
semimcfvlb	7	0.227843	0.000000
semimcfvlb	8	0.229616	0.000000
semimcfvlb	9	0.216976	0.000000
spf	0	0.158267	0.000000
spf	1	0.154638	0.000000
spf	2	0.162289	0.000000
spf	3	0.158185	0.000000
spf	4	0.153863	0.000000
spf	5	0.154505	0.000000
spf	6	0.158754	0.000000
spf	7	0.156771	0.000000
spf	8	0.158538	0.000000
spf	9	0.151631	0.000000
vlb	0	0.215055	0.000000
vlb	1	0.213053	0.000000
vlb	2	0.218000	0.000000
vlb	3	0.218397	0.000000
vlb	4	0.210907	0.000000
vlb	5	0.209670	0.000000
vlb	6	0.213953	0.000000
vlb	7	0.212000	0.000000
vlb	8	0.208063	0.000000
vlb	9	0.208129	0.000000

