#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
ecmp	2	
		1. : 0.264411835017
		2. : 0.600398154146
		3. : 0.804752141086
		4. : 0.953786513135
		5. : 1.
ecmp	3	
		1. : 0.273336133824
		2. : 0.613374627144
		3. : 0.803560486548
		4. : 0.951791009819
		5. : 1.
ecmp	4	
		1. : 0.273763702931
		2. : 0.616219800345
		3. : 0.805203391502
		4. : 0.952024716991
		5. : 1.
ecmp	5	
		1. : 0.269297874263
		2. : 0.610729308371
		3. : 0.811685866074
		4. : 0.953086559005
		5. : 1.
ecmp	6	
		1. : 0.268067963625
		2. : 0.613706615915
		3. : 0.814636774305
		4. : 0.959275050759
		5. : 1.
ecmp	7	
		1. : 0.266514081632
		2. : 0.606517723808
		3. : 0.809879395447
		4. : 0.957596604944
		5. : 1.
ecmp	8	
		1. : 0.263257978597
		2. : 0.599286000542
		3. : 0.810797751825
		4. : 0.959934955164
		5. : 1.
ecmp	9	
		1. : 0.272576327877
		2. : 0.609515800761
		3. : 0.803200707213
		4. : 0.952728814481
		5. : 1.
ksp	0	
		1. : 0.0675172645244
		2. : 0.148899254495
		3. : 0.272357997737
		4. : 0.449770328845
		5. : 0.643121425696
		6. : 0.859877694898
		7. : 0.905190564409
		8. : 0.946611197784
		9. : 0.992560038901
		10. : 0.999883195887
		11. : 1.
ksp	1	
		1. : 0.0676695962126
		2. : 0.147816727684
		3. : 0.269441810684
		4. : 0.445387971987
		5. : 0.639510102569
		6. : 0.860490539807
		7. : 0.903501889546
		8. : 0.945218548124
		9. : 0.992877073506
		10. : 0.999869608392
		11. : 1.
ksp	2	
		1. : 0.065600811491
		2. : 0.14572194744
		3. : 0.268334194035
		4. : 0.444284070645
		5. : 0.641116268811
		6. : 0.863343457114
		7. : 0.907633058197
		8. : 0.947410770566
		9. : 0.993050861806
		10. : 0.999890251395
		11. : 1.
ksp	3	
		1. : 0.0684518549879
		2. : 0.149599048347
		3. : 0.270794136085
		4. : 0.446326890583
		5. : 0.638496598531
		6. : 0.85843608759
		7. : 0.901171517794
		8. : 0.943946193601
		9. : 0.992839757752
		10. : 0.999903423387
		11. : 1.
ksp	4	
		1. : 0.0685085064071
		2. : 0.150330221446
		3. : 0.272266602872
		4. : 0.447988056224
		5. : 0.63993412928
		6. : 0.858498118929
		7. : 0.901385309689
		8. : 0.944568702715
		9. : 0.992700267322
		10. : 0.999904110319
		11. : 1.
ksp	5	
		1. : 0.0659512825639
		2. : 0.147431413051
		3. : 0.271823144032
		4. : 0.448490871467
		5. : 0.642359457922
		6. : 0.860747639913
		7. : 0.906252550684
		8. : 0.946731928911
		9. : 0.992681498141
		10. : 0.999915754132
		11. : 1.
ksp	6	
		1. : 0.0651910739812
		2. : 0.147727288457
		3. : 0.274131345194
		4. : 0.451254223925
		5. : 0.64572661266
		6. : 0.861076278589
		7. : 0.906938800226
		8. : 0.947624860762
		9. : 0.992239493141
		10. : 0.999927377596
		11. : 1.
ksp	7	
		1. : 0.0649913509328
		2. : 0.146124431893
		3. : 0.271596216524
		4. : 0.448666649444
		5. : 0.643340797113
		6. : 0.861472213166
		7. : 0.906792400987
		8. : 0.947030588214
		9. : 0.992630866582
		10. : 0.99990420622
		11. : 1.
ksp	8	
		1. : 0.0638572662847
		2. : 0.144181599104
		3. : 0.270683393846
		4. : 0.447596820532
		5. : 0.644248756765
		6. : 0.865615906762
		7. : 0.912019315547
		8. : 0.950062837216
		9. : 0.993249257331
		10. : 0.999910822284
		11. : 1.
ksp	9	
		1. : 0.0672388767696
		2. : 0.147726154203
		3. : 0.270152604045
		4. : 0.446667518428
		5. : 0.640324269812
		6. : 0.861209757003
		7. : 0.904366142809
		8. : 0.945728050761
		9. : 0.9931569695
		10. : 0.999903336144
		11. : 1.
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664852
		3. : 0.550111339844
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933142
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.553348262679
		4. : 0.614989263698
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.246078901513
		2. : 0.4498217908
		3. : 0.567916881497
		4. : 0.630045924778
		5. : 0.70892178234
		6. : 0.86638646768
		7. : 0.973386096928
		8. : 1.
mcf	3	
		1. : 0.249634967523
		2. : 0.432780834278
		3. : 0.561307335563
		4. : 0.625066919271
		5. : 0.72937564656
		6. : 0.848480571886
		7. : 0.938746302773
		8. : 1.
mcf	4	
		1. : 0.252991641382
