# solver	iter	edge-congestion
ecmp	0	
		(s1,s2) : 0.0116559737902
		(s1,h1) : 0.00320113592309
		(s2,s1) : 0.0320113592309
		(s2,s5) : 0.528346554232
		(s2,s6) : 0.331289818992
		(s2,s12) : 0.45662054863
		(s2,h2) : 0.0369449273546
		(s3,s6) : 0.278481790248
		(s3,s9) : 0.19757516365
		(s3,h3) : 0.0582356943824
		(s4,s7) : 0.247766256411
		(s4,s10) : 0.0460210245538
		(s4,s11) : 0.108330687097
		(s4,h4) : 0.0156257359122
		(s5,s2) : 0.443969964336
		(s5,s7) : 0.18893298464
		(s5,s8) : 0.44985443853
		(s5,h5) : 0.015236957204
		(s6,s2) : 0.253048125979
		(s6,s3) : 0.434384088772
		(s6,s7) : 0.311845845103
		(s6,h6) : 0.0336447414994
		(s7,s4) : 0.252455867348
		(s7,s5) : 0.138014189794
		(s7,s6) : 0.332785075393
		(s7,h7) : 0.013676787294
		(s8,s5) : 0.369788981582
		(s8,s10) : 0.102798158418
		(s8,h8) : 0.0439888996715
		(s9,s3) : 0.454440620424
		(s9,s12) : 0.380709308944
		(s9,h9) : 0.0457381841051
		(s10,s4) : 0.0430740924113
		(s10,s8) : 0.0902589742241
		(s10,s11) : 0.0420866247108
		(s10,h10) : 0.00729765308515
		(s11,s4) : 0.107727874415
		(s11,s10) : 0.0407374945704
		(s11,h11) : 0.0150417311808
		(s12,s2) : 0.745559379576
		(s12,s9) : 0.454344404008
		(s12,h12) : 0.0471308840727
		(h1,s1) : 0.00116559737902
		(h2,s2) : 0.026348411095
		(h3,s3) : 0.0169589188526
		(h4,s4) : 0.015511749301
		(h5,s5) : 0.0198977233936
		(h6,s6) : 0.0393168790215
		(h7,s7) : 0.0111477919321
		(h8,s8) : 0.0372362723962
		(h9,s9) : 0.0640612202761
		(h10,s10) : 0.00588395446551
		(h11,s11) : 0.0148465368986
		(h12,s12) : 0.0833882766737
ecmp	1	
		(s1,s2) : 0.0116867957948
		(s1,h1) : 0.00455153968561
		(s2,s1) : 0.0455153968561
		(s2,s5) : 0.521507622546
		(s2,s6) : 0.308371734632
		(s2,s12) : 0.43752841719
		(s2,h2) : 0.0343713611109
		(s3,s6) : 0.283412402213
		(s3,s9) : 0.202498877181
		(s3,h3) : 0.052118508971
		(s4,s7) : 0.23710231623
		(s4,s10) : 0.0455111418852
		(s4,s11) : 0.118103558272
		(s4,h4) : 0.0153319544894
		(s5,s2) : 0.39605364432
		(s5,s7) : 0.165145293561
		(s5,s8) : 0.425911658523
		(s5,h5) : 0.0145284517668
		(s6,s2) : 0.253767882008
		(s6,s3) : 0.390391846646
		(s6,s7) : 0.318222511081
		(s6,h6) : 0.0324427155874
		(s7,s4) : 0.259157726702
		(s7,s5) : 0.138672150978
		(s7,s6) : 0.313566914571
		(s7,h7) : 0.0133093734417
		(s8,s5) : 0.378604329089
		(s8,s10) : 0.105811434167
		(s8,h8) : 0.0413628842678
		(s9,s3) : 0.442127788523
		(s9,s12) : 0.389406678278
		(s9,h9) : 0.0451615253788
		(s10,s4) : 0.0414434997408
		(s10,s8) : 0.0858123386337
		(s10,s11) : 0.0448209470173
		(s10,h10) : 0.00733475778163
		(s11,s4) : 0.103566444827
		(s11,s10) : 0.0393348364791
		(s11,h11) : 0.0162924505289
		(s12,s2) : 0.758104683738
		(s12,s9) : 0.439383193048
		(s12,h12) : 0.0481590990411
		(h1,s1) : 0.00116867957948
		(h2,s2) : 0.0237023776473
		(h3,s3) : 0.0174576733936
		(h4,s4) : 0.0149868890011
		(h5,s5) : 0.00936110114598
		(h6,s6) : 0.0381458344193
		(h7,s7) : 0.0124020405796
		(h8,s8) : 0.0386320608777
		(h9,s9) : 0.064126765036
		(h10,s10) : 0.00547669506764
		(h11,s11) : 0.0142901281306
		(h12,s12) : 0.085214377173
ecmp	2	
		(s1,s2) : 0.0102023343479
		(s1,h1) : 0.00439308066357
		(s2,s1) : 0.0439308066357
		(s2,s5) : 0.56903620545
		(s2,s6) : 0.32337922792
		(s2,s12) : 0.486389316441
		(s2,h2) : 0.0332978975244
		(s3,s6) : 0.267843776796
		(s3,s9) : 0.204450561251
		(s3,h3) : 0.0553929560959
		(s4,s7) : 0.250480865338
		(s4,s10) : 0.0456127877418
		(s4,s11) : 0.12522917383
		(s4,h4) : 0.0149781532422
		(s5,s2) : 0.460159588423
		(s5,s7) : 0.184600795798
		(s5,s8) : 0.472092788547
		(s5,h5) : 0.0182079076794
		(s6,s2) : 0.258160332844
		(s6,s3) : 0.418315700691
		(s6,s7) : 0.306813752116
		(s6,h6) : 0.0327106806408
		(s7,s4) : 0.256875969981
		(s7,s5) : 0.15291466422
		(s7,s6) : 0.335443904898
		(s7,h7) : 0.0119468577094
		(s8,s5) : 0.409804497741
		(s8,s10) : 0.107322336786
		(s8,h8) : 0.0467436696076
		(s9,s3) : 0.433754351799
		(s9,s12) : 0.386550999039
		(s9,h9) : 0.0477221463279
		(s10,s4) : 0.0361170641725
		(s10,s8) : 0.0872017533107
		(s10,s11) : 0.0506627005117
		(s10,h10) : 0.00622604265806
		(s11,s4) : 0.105917405431
		(s11,s10) : 0.0424174106002
		(s11,h11) : 0.0175891874341
		(s12,s2) : 0.779339033431
		(s12,s9) : 0.4723761718
		(s12,h12) : 0.0509084617907
		(h1,s1) : 0.00102023343479
		(h2,s2) : 0.0247853242644
		(h3,s3) : 0.0174153846516
		(h4,s4) : 0.0172193919746
		(h5,s5) : 0.016717688215
		(h6,s6) : 0.0383729682446
		(h7,s7) : 0.0122807702941
		(h8,s8) : 0.0425268988746
		(h9,s9) : 0.0620700081065
		(h10,s10) : 0.00408894094473
		(h11,s11) : 0.0148334816031
		(h12,s12) : 0.0887859507658
ecmp	3	
		(s1,s2) : 0.00826187258817
		(s1,h1) : 0.00459560709214
		(s2,s1) : 0.0459560709214
		(s2,s5) : 0.489623587178
		(s2,s6) : 0.351637066358
		(s2,s12) : 0.480383670689
		(s2,h2) : 0.0336522132734
		(s3,s6) : 0.271650969827
		(s3,s9) : 0.201617941894
		(s3,h3) : 0.0571742996204
		(s4,s7) : 0.253218115073
		(s4,s10) : 0.0384137458798
		(s4,s11) : 0.119356131579
		(s4,h4) : 0.0160050928636
		(s5,s2) : 0.438137305602
		(s5,s7) : 0.181130413538
		(s5,s8) : 0.37673853589
		(s5,h5) : 0.0145244194103
		(s6,s2) : 0.239209114629
		(s6,s3) : 0.409033959668
		(s6,s7) : 0.296357415895
		(s6,h6) : 0.0363954363732
		(s7,s4) : 0.259212803723
		(s7,s5) : 0.130379348634
		(s7,s6) : 0.338983553911
		(s7,h7) : 0.0122826790144
		(s8,s5) : 0.423126674578
		(s8,s10) : 0.106931466059
		(s8,h8) : 0.0360955924163
		(s9,s3) : 0.469581500143
		(s9,s12) : 0.373528270769
		(s9,h9) : 0.0482001921961
		(s10,s4) : 0.0372319478294
		(s10,s8) : 0.0739408203243
		(s10,s11) : 0.0482330702438
		(s10,h10) : 0.00617530549861
		(s11,s4) : 0.112726970258
		(s11,s10) : 0.0384533576578
		(s11,h11) : 0.0167589201823
		(s12,s2) : 0.762689480434
		(s12,s9) : 0.498359881549
		(s12,h12) : 0.0520805713924
		(h1,s1) : 0.000826187258817
		(h2,s2) : 0.0255824754628
		(h3,s3) : 0.0166396448114
		(h4,s4) : 0.0161867199358
		(h5,s5) : 0.00981208387427
		(h6,s6) : 0.0346283263827
		(h7,s7) : 0.0120696551905
		(h8,s8) : 0.0440334708586
		(h9,s9) : 0.062513386943
		(h10,s10) : 0.00373603237866
		(h11,s11) : 0.0151180327916
		(h12,s12) : 0.0927943134449
ecmp	4	
		(s1,s2) : 0.00852875748807
		(s1,h1) : 0.00424337324572
		(s2,s1) : 0.0424337324572
		(s2,s5) : 0.46694580654
		(s2,s6) : 0.338105924625
		(s2,s12) : 0.444973369165
		(s2,h2) : 0.0352645453734
		(s3,s6) : 0.266943670565
		(s3,s9) : 0.196273710855
		(s3,h3) : 0.0587976418741
		(s4,s7) : 0.254105113478
		(s4,s10) : 0.0371561834013
		(s4,s11) : 0.123626616946
		(s4,h4) : 0.0152436175098
		(s5,s2) : 0.416733271004
		(s5,s7) : 0.178569396441
		(s5,s8) : 0.365756405624
		(s5,h5) : 0.013291928536
		(s6,s2) : 0.239654787793
		(s6,s3) : 0.419997939744
		(s6,s7) : 0.296436439959
		(s6,h6) : 0.0342411013776
		(s7,s4) : 0.255616542791
		(s7,s5) : 0.130656217191
		(s7,s6) : 0.341582317632
		(s7,h7) : 0.0127753322537
		(s8,s5) : 0.394072644201
		(s8,s10) : 0.0997473425894
		(s8,h8) : 0.0353870126922
		(s9,s3) : 0.470008094694
		(s9,s12) : 0.356391424089
		(s9,h9) : 0.0457345709318
		(s10,s4) : 0.0345082357081
		(s10,s8) : 0.0715823287727
		(s10,s11) : 0.0481816143376
		(s10,h10) : 0.00541067118864
		(s11,s4) : 0.110202138641
		(s11,s10) : 0.0369541594669
		(s11,h11) : 0.0171808231284
		(s12,s2) : 0.735564634032
		(s12,s9) : 0.47636723571
		(s12,h12) : 0.0479017488149
		(h1,s1) : 0.000852875748807
		(h2,s2) : 0.0244622836205
		(h3,s3) : 0.0161187765723
		(h4,s4) : 0.0166997171783
		(h5,s5) : 0.0102303690498
		(h6,s6) : 0.035186826845
		(h7,s7) : 0.0126497450272
		(h8,s8) : 0.0410351379317
		(h9,s9) : 0.0611104281536
		(h10,s10) : 0.00345212052471
		(h11,s11) : 0.0147156298108
		(h12,s12) : 0.0889584564637
