# solver	iter	num_paths	stddev
ecmp	0	168.000000	0.000000
ecmp	1	168.000000	0.000000
ecmp	2	168.000000	0.000000
ecmp	3	168.000000	0.000000
ecmp	4	168.000000	0.000000
ecmp	5	168.000000	0.000000
ecmp	6	168.000000	0.000000
ecmp	7	168.000000	0.000000
ecmp	8	168.000000	0.000000
ecmp	9	168.000000	0.000000
ksp	0	623.000000	0.000000
ksp	1	623.000000	0.000000
ksp	2	623.000000	0.000000
ksp	3	623.000000	0.000000
ksp	4	623.000000	0.000000
ksp	5	623.000000	0.000000
ksp	6	623.000000	0.000000
ksp	7	623.000000	0.000000
ksp	8	623.000000	0.000000
ksp	9	623.000000	0.000000
mcf	0	137.000000	0.000000
mcf	1	136.000000	0.000000
mcf	2	138.000000	0.000000
mcf	3	136.000000	0.000000
mcf	4	135.000000	0.000000
mcf	5	138.000000	0.000000
mcf	6	138.000000	0.000000
mcf	7	139.000000	0.000000
mcf	8	139.000000	0.000000
mcf	9	136.000000	0.000000
raeke	0	625.000000	0.000000
raeke	1	625.000000	0.000000
raeke	2	625.000000	0.000000
raeke	3	625.000000	0.000000
raeke	4	625.000000	0.000000
raeke	5	625.000000	0.000000
raeke	6	625.000000	0.000000
raeke	7	625.000000	0.000000
raeke	8	625.000000	0.000000
raeke	9	625.000000	0.000000
semimcfecmp	0	168.000000	0.000000
semimcfecmp	1	168.000000	0.000000
semimcfecmp	2	168.000000	0.000000
semimcfecmp	3	168.000000	0.000000
semimcfecmp	4	168.000000	0.000000
semimcfecmp	5	168.000000	0.000000
semimcfecmp	6	168.000000	0.000000
semimcfecmp	7	168.000000	0.000000
semimcfecmp	8	168.000000	0.000000
semimcfecmp	9	168.000000	0.000000
semimcfksp	0	623.000000	0.000000
semimcfksp	1	623.000000	0.000000
semimcfksp	2	623.000000	0.000000
semimcfksp	3	623.000000	0.000000
semimcfksp	4	623.000000	0.000000
semimcfksp	5	623.000000	0.000000
semimcfksp	6	623.000000	0.000000
semimcfksp	7	623.000000	0.000000
semimcfksp	8	623.000000	0.000000
semimcfksp	9	623.000000	0.000000
semimcfmcf	0	137.000000	0.000000
semimcfmcf	1	137.000000	0.000000
semimcfmcf	2	137.000000	0.000000
semimcfmcf	3	137.000000	0.000000
semimcfmcf	4	137.000000	0.000000
semimcfmcf	5	137.000000	0.000000
semimcfmcf	6	137.000000	0.000000
semimcfmcf	7	137.000000	0.000000
semimcfmcf	8	137.000000	0.000000
semimcfmcf	9	137.000000	0.000000
semimcfraeke	0	603.000000	0.000000
semimcfraeke	1	603.000000	0.000000
semimcfraeke	2	603.000000	0.000000
semimcfraeke	3	603.000000	0.000000
semimcfraeke	4	603.000000	0.000000
semimcfraeke	5	603.000000	0.000000
semimcfraeke	6	603.000000	0.000000
semimcfraeke	7	603.000000	0.000000
semimcfraeke	8	603.000000	0.000000
semimcfraeke	9	603.000000	0.000000
semimcfvlb	0	498.000000	0.000000
semimcfvlb	1	498.000000	0.000000
semimcfvlb	2	498.000000	0.000000
semimcfvlb	3	498.000000	0.000000
semimcfvlb	4	498.000000	0.000000
semimcfvlb	5	498.000000	0.000000
semimcfvlb	6	498.000000	0.000000
semimcfvlb	7	498.000000	0.000000
semimcfvlb	8	498.000000	0.000000
semimcfvlb	9	498.000000	0.000000
spf	0	132.000000	0.000000
spf	1	132.000000	0.000000
spf	2	132.000000	0.000000
spf	3	132.000000	0.000000
spf	4	132.000000	0.000000
spf	5	132.000000	0.000000
spf	6	132.000000	0.000000
spf	7	132.000000	0.000000
spf	8	132.000000	0.000000
spf	9	132.000000	0.000000
vlb	0	501.000000	0.000000
vlb	1	481.000000	0.000000
vlb	2	494.000000	0.000000
vlb	3	497.000000	0.000000
vlb	4	502.000000	0.000000
vlb	5	499.000000	0.000000
vlb	6	508.000000	0.000000
vlb	7	492.000000	0.000000
vlb	8	500.000000	0.000000
vlb	9	493.000000	0.000000

