# solver	iter	mean-exp-congestion	stddev
ecmp	0	0.115346	0.000000
ecmp	1	0.113265	0.000000
ecmp	2	0.112037	0.000000
ecmp	3	0.098574	0.000000
ecmp	4	0.088287	0.000000
ecmp	5	0.094676	0.000000
ecmp	6	0.086788	0.000000
ecmp	7	0.087195	0.000000
ecmp	8	0.092641	0.000000
ecmp	9	0.096007	0.000000
ecmp	10	0.097455	0.000000
ecmp	11	0.099169	0.000000
ecmp	12	0.106989	0.000000
ecmp	13	0.108721	0.000000
ecmp	14	0.110994	0.000000
ecmp	15	0.099234	0.000000
ecmp	16	0.097938	0.000000
ecmp	17	0.113302	0.000000
ecmp	18	0.115644	0.000000
ecmp	19	0.119027	0.000000
ecmp	20	0.121077	0.000000
ecmp	21	0.113731	0.000000
ecmp	22	0.122081	0.000000
ecmp	23	0.123754	0.000000
ksp	0	0.171293	0.000000
ksp	1	0.168148	0.000000
ksp	2	0.166429	0.000000
ksp	3	0.146732	0.000000
ksp	4	0.131387	0.000000
ksp	5	0.140776	0.000000
ksp	6	0.129142	0.000000
ksp	7	0.129492	0.000000
ksp	8	0.137439	0.000000
ksp	9	0.142370	0.000000
ksp	10	0.144424	0.000000
ksp	11	0.146987	0.000000
ksp	12	0.158478	0.000000
ksp	13	0.161586	0.000000
ksp	14	0.164778	0.000000
ksp	15	0.147542	0.000000
ksp	16	0.145583	0.000000
ksp	17	0.168435	0.000000
ksp	18	0.172039	0.000000
ksp	19	0.176792	0.000000
ksp	20	0.179868	0.000000
ksp	21	0.168908	0.000000
ksp	22	0.181271	0.000000
ksp	23	0.183786	0.000000
mcf	0	0.166153	0.000000
mcf	1	0.168083	0.000000
mcf	2	0.162995	0.000000
mcf	3	0.165030	0.000000
mcf	4	0.130618	0.000000
mcf	5	0.135746	0.000000
mcf	6	0.135200	0.000000
mcf	7	0.135457	0.000000
mcf	8	0.145188	0.000000
mcf	9	0.143641	0.000000
mcf	10	0.142267	0.000000
mcf	11	0.147414	0.000000
mcf	12	0.158327	0.000000
mcf	13	0.162128	0.000000
mcf	14	0.166400	0.000000
mcf	15	0.146137	0.000000
mcf	16	0.142439	0.000000
mcf	17	0.171572	0.000000
mcf	18	0.169872	0.000000
mcf	19	0.171888	0.000000
mcf	20	0.192516	0.000000
mcf	21	0.166713	0.000000
mcf	22	0.174974	0.000000
mcf	23	0.181356	0.000000
raeke	0	0.143469	0.000000
raeke	1	0.140808	0.000000
raeke	2	0.139346	0.000000
raeke	3	0.122722	0.000000
raeke	4	0.109914	0.000000
raeke	5	0.117804	0.000000
raeke	6	0.108026	0.000000
raeke	7	0.108450	0.000000
raeke	8	0.115168	0.000000
raeke	9	0.119385	0.000000
raeke	10	0.121144	0.000000
raeke	11	0.123272	0.000000
raeke	12	0.132958	0.000000
raeke	13	0.135279	0.000000
raeke	14	0.138032	0.000000
raeke	15	0.123515	0.000000
raeke	16	0.121871	0.000000
raeke	17	0.140995	0.000000
raeke	18	0.143954	0.000000
raeke	19	0.148080	0.000000
raeke	20	0.150612	0.000000
raeke	21	0.141442	0.000000
raeke	22	0.151848	0.000000
raeke	23	0.153930	0.000000
semimcfecmp	0	0.115346	0.000000
semimcfecmp	1	0.113265	0.000000
semimcfecmp	2	0.112037	0.000000
semimcfecmp	3	0.098574	0.000000
semimcfecmp	4	0.088287	0.000000
semimcfecmp	5	0.094676	0.000000
semimcfecmp	6	0.086788	0.000000
semimcfecmp	7	0.087195	0.000000
semimcfecmp	8	0.092641	0.000000
semimcfecmp	9	0.096007	0.000000
semimcfecmp	10	0.097455	0.000000
semimcfecmp	11	0.099169	0.000000
semimcfecmp	12	0.106989	0.000000
semimcfecmp	13	0.108721	0.000000
semimcfecmp	14	0.110994	0.000000
semimcfecmp	15	0.099234	0.000000
semimcfecmp	16	0.097938	0.000000
semimcfecmp	17	0.113302	0.000000
semimcfecmp	18	0.115644	0.000000
semimcfecmp	19	0.119027	0.000000
semimcfecmp	20	0.121077	0.000000
semimcfecmp	21	0.113731	0.000000
semimcfecmp	22	0.122081	0.000000
semimcfecmp	23	0.123754	0.000000
semimcfksp	0	0.141152	0.000000
semimcfksp	1	0.132330	0.000000
semimcfksp	2	0.133264	0.000000
semimcfksp	3	0.116674	0.000000
semimcfksp	4	0.104373	0.000000
semimcfksp	5	0.106928	0.000000
semimcfksp	6	0.097992	0.000000
semimcfksp	7	0.109125	0.000000
semimcfksp	8	0.104393	0.000000
semimcfksp	9	0.114267	0.000000
semimcfksp	10	0.115816	0.000000
semimcfksp	11	0.115515	0.000000
semimcfksp	12	0.120368	0.000000
semimcfksp	13	0.128349	0.000000
semimcfksp	14	0.127740	0.000000
semimcfksp	15	0.111819	0.000000
semimcfksp	16	0.110225	0.000000
semimcfksp	17	0.127513	0.000000
semimcfksp	18	0.136242	0.000000
semimcfksp	19	0.138525	0.000000
semimcfksp	20	0.141058	0.000000
semimcfksp	21	0.132377	0.000000
semimcfksp	22	0.141862	0.000000
semimcfksp	23	0.143752	0.000000
semimcfmcf	0	0.166153	0.000000
semimcfmcf	1	0.164264	0.000000
semimcfmcf	2	0.161770	0.000000
semimcfmcf	3	0.142634	0.000000
semimcfmcf	4	0.127541	0.000000
semimcfmcf	5	0.136717	0.000000
semimcfmcf	6	0.125155	0.000000
semimcfmcf	7	0.126320	0.000000
semimcfmcf	8	0.133878	0.000000
semimcfmcf	9	0.138227	0.000000
semimcfmcf	10	0.140630	0.000000
semimcfmcf	11	0.143500	0.000000
semimcfmcf	12	0.154146	0.000000
semimcfmcf	13	0.156588	0.000000
semimcfmcf	14	0.159578	0.000000
semimcfmcf	15	0.142035	0.000000
semimcfmcf	16	0.140814	0.000000
semimcfmcf	17	0.162841	0.000000
semimcfmcf	18	0.166720	0.000000
semimcfmcf	19	0.171796	0.000000
semimcfmcf	20	0.174429	0.000000
semimcfmcf	21	0.164008	0.000000
semimcfmcf	22	0.176150	0.000000
semimcfmcf	23	0.177969	0.000000
semimcfraeke	0	0.135311	0.000000
semimcfraeke	1	0.142342	0.000000
semimcfraeke	2	0.141485	0.000000
semimcfraeke	3	0.114962	0.000000
semimcfraeke	4	0.102990	0.000000
semimcfraeke	5	0.116652	0.000000
semimcfraeke	6	0.106917	0.000000
semimcfraeke	7	0.111460	0.000000
semimcfraeke	8	0.113980	0.000000
semimcfraeke	9	0.121086	0.000000
semimcfraeke	10	0.122647	0.000000
semimcfraeke	11	0.124312	0.000000
semimcfraeke	12	0.132521	0.000000
semimcfraeke	13	0.126476	0.000000
semimcfraeke	14	0.137206	0.000000
semimcfraeke	15	0.123113	0.000000
semimcfraeke	16	0.121313	0.000000
semimcfraeke	17	0.140339	0.000000
semimcfraeke	18	0.134544	0.000000
semimcfraeke	19	0.149221	0.000000
semimcfraeke	20	0.151719	0.000000
semimcfraeke	21	0.142205	0.000000
semimcfraeke	22	0.153036	0.000000
semimcfraeke	23	0.155158	0.000000
semimcfvlb	0	0.135679	0.000000
semimcfvlb	1	0.136382	0.000000
semimcfvlb	2	0.136889	0.000000
semimcfvlb	3	0.113881	0.000000
semimcfvlb	4	0.101816	0.000000
semimcfvlb	5	0.116408	0.000000
