# solver	iter	congestion-drop	stddev
ecmp	0	0.000000	0.000000
ecmp	1	0.002494	0.000000
ecmp	2	0.118978	0.000000
ecmp	3	0.121578	0.000000
ecmp	4	0.111682	0.000000
ecmp	5	0.101266	0.000000
ecmp	6	0.101349	0.000000
ecmp	7	0.099446	0.000000
ecmp	8	0.094790	0.000000
ecmp	9	0.097335	0.000000
ksp	0	0.048032	0.000000
ksp	1	0.052546	0.000000
ksp	2	0.148769	0.000000
ksp	3	0.155199	0.000000
ksp	4	0.143570	0.000000
ksp	5	0.128653	0.000000
ksp	6	0.129629	0.000000
ksp	7	0.126321	0.000000
ksp	8	0.120372	0.000000
ksp	9	0.124449	0.000000
mcf	0	0.000000	0.000000
mcf	1	0.000000	0.000000
mcf	2	0.122837	0.000000
mcf	3	0.121955	0.000000
mcf	4	0.111031	0.000000
mcf	5	0.104941	0.000000
mcf	6	0.110510	0.000000
mcf	7	0.104290	0.000000
mcf	8	0.095344	0.000000
mcf	9	0.096238	0.000000
raeke	0	0.002039	0.000000
raeke	1	0.005012	0.000000
raeke	2	0.163077	0.000000
raeke	3	0.221639	0.000000
raeke	4	0.203304	0.000000
raeke	5	0.185619	0.000000
raeke	6	0.186608	0.000000
raeke	7	0.182860	0.000000
raeke	8	0.174852	0.000000
raeke	9	0.178416	0.000000
semimcfecmp	0	0.000000	0.000000
semimcfecmp	1	0.000170	0.000000
semimcfecmp	2	0.113316	0.000000
semimcfecmp	3	0.207592	0.000000
semimcfecmp	4	0.192454	0.000000
semimcfecmp	5	0.177324	0.000000
semimcfecmp	6	0.175274	0.000000
semimcfecmp	7	0.173382	0.000000
semimcfecmp	8	0.167835	0.000000
semimcfecmp	9	0.171841	0.000000
semimcfksp	0	0.000000	0.000000
semimcfksp	1	0.000000	0.000000
semimcfksp	2	0.134154	0.000000
semimcfksp	3	0.207592	0.000000
semimcfksp	4	0.192454	0.000000
semimcfksp	5	0.177324	0.000000
semimcfksp	6	0.175274	0.000000
semimcfksp	7	0.173382	0.000000
semimcfksp	8	0.167835	0.000000
semimcfksp	9	0.171841	0.000000
semimcfmcf	0	0.000000	0.000000
semimcfmcf	1	0.000000	0.000000
semimcfmcf	2	0.121807	0.000000
semimcfmcf	3	0.214515	0.000000
semimcfmcf	4	0.197675	0.000000
semimcfmcf	5	0.187195	0.000000
semimcfmcf	6	0.198785	0.000000
semimcfmcf	7	0.188000	0.000000
semimcfmcf	8	0.171838	0.000000
semimcfmcf	9	0.171833	0.000000
semimcfraeke	0	0.000000	0.000000
semimcfraeke	1	0.000000	0.000000
semimcfraeke	2	0.152246	0.000000
semimcfraeke	3	0.207592	0.000000
semimcfraeke	4	0.192125	0.000000
semimcfraeke	5	0.177501	0.000000
semimcfraeke	6	0.175485	0.000000
semimcfraeke	7	0.172220	0.000000
semimcfraeke	8	0.167361	0.000000
semimcfraeke	9	0.172484	0.000000
semimcfvlb	0	0.000000	0.000000
semimcfvlb	1	0.000000	0.000000
semimcfvlb	2	0.133010	0.000000
semimcfvlb	3	0.207109	0.000000
semimcfvlb	4	0.192824	0.000000
semimcfvlb	5	0.177497	0.000000
semimcfvlb	6	0.175299	0.000000
semimcfvlb	7	0.173644	0.000000
semimcfvlb	8	0.167850	0.000000
semimcfvlb	9	0.171878	0.000000
spf	0	0.000000	0.000000
spf	1	0.000170	0.000000
spf	2	0.113316	0.000000
spf	3	0.118226	0.000000
spf	4	0.109421	0.000000
spf	5	0.100309	0.000000
spf	6	0.098960	0.000000
spf	7	0.097868	0.000000
spf	8	0.094607	0.000000
spf	9	0.097335	0.000000
vlb	0	0.056260	0.000000
vlb	1	0.052022	0.000000
vlb	2	0.146504	0.000000
vlb	3	0.151482	0.000000
vlb	4	0.138796	0.000000
vlb	5	0.124451	0.000000
vlb	6	0.126444	0.000000
vlb	7	0.122896	0.000000
vlb	8	0.117070	0.000000
vlb	9	0.121098	0.000000

