#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.799192229481
		4. : 0.949118155246
		5. : 0.99750597967
ecmp	2	
		1. : 0.198527864177
		2. : 0.403737042455
		3. : 0.536337166753
		4. : 0.646146483687
		5. : 0.721245924964
		6. : 0.75763643835
ecmp	3	
		1. : 0.200770850103
		2. : 0.403557460345
		3. : 0.531030479262
		4. : 0.641046223874
		5. : 0.716040884648
		6. : 0.75501914953
ecmp	4	
		1. : 0.202137565173
		2. : 0.410179458784
		3. : 0.54137067247
		4. : 0.653617874816
		5. : 0.727834119386
		6. : 0.76779106003
ecmp	5	
		1. : 0.207774339999
		2. : 0.41596018516
		3. : 0.552991522714
		4. : 0.662038259753
		5. : 0.738544635962
		6. : 0.777703382433
ecmp	6	
		1. : 0.209249410602
		2. : 0.422843113454
		3. : 0.564497993396
		4. : 0.672746412531
		5. : 0.744502910586
		6. : 0.781743471751
ecmp	7	
		1. : 0.209474062196
		2. : 0.420218175548
		3. : 0.561005741807
		4. : 0.670696942148
		5. : 0.744328018997
		6. : 0.78238661098
ecmp	8	
		1. : 0.211501282257
		2. : 0.424263636143
		3. : 0.568413301646
		4. : 0.677007959497
		5. : 0.749137369509
		6. : 0.786323103454
ecmp	9	
		1. : 0.210089807178
		2. : 0.418816717626
		3. : 0.554131070855
		4. : 0.665719687562
		5. : 0.742263629074
		6. : 0.783103449686
ksp	0	
		1. : 0.091838535725
		2. : 0.213624284059
		3. : 0.39603961762
		4. : 0.658190163716
		5. : 0.861908183363
		6. : 0.951550779988
		7. : 0.951967663984
ksp	1	
		1. : 0.0909680708975
		2. : 0.20979790601
		3. : 0.388544417455
		4. : 0.646394037743
		5. : 0.855000252041
		6. : 0.947065585627
		7. : 0.947454005241
ksp	2	
		1. : 0.12120411015
		2. : 0.214595886645
		3. : 0.340631850336
		4. : 0.498989430294
		5. : 0.642839790039
		6. : 0.718783107914
		7. : 0.749842086763
		8. : 0.767786417705
		9. : 0.776356214224
		10. : 0.77702011218
ksp	3	
		1. : 0.125750834857
		2. : 0.217902341766
		3. : 0.338610177028
		4. : 0.491673866435
		5. : 0.630919550823
		6. : 0.709623806496
		7. : 0.741510415543
		8. : 0.75946911959
		9. : 0.768758697722
		10. : 0.769494840261
ksp	4	
		1. : 0.125995077843
		2. : 0.221318697768
		3. : 0.345744758181
		4. : 0.501563922643
		5. : 0.64090683813
		6. : 0.721584789825
		7. : 0.753957023947
		8. : 0.771826481411
		9. : 0.781252332766
		10. : 0.781937120558
ksp	5	
		1. : 0.127662649397
		2. : 0.224557370416
		3. : 0.355430456136
		4. : 0.515796519463
		5. : 0.658391497704
		6. : 0.738283695724
		7. : 0.769507079344
		8. : 0.787929130606
		9. : 0.797428372512
		10. : 0.797722467599
ksp	6	
		1. : 0.125384811691
		2. : 0.223903560068
		3. : 0.359902653177
		4. : 0.523187393785
		5. : 0.665760503881
		6. : 0.742906784432
		7. : 0.773015245002
		8. : 0.790396457037
		9. : 0.799430894653
		10. : 0.799667729269
ksp	7	
		1. : 0.128309514818
		2. : 0.226264860305
		3. : 0.360074588236
		4. : 0.521350723145
		5. : 0.664474620937
		6. : 0.743296488192
		7. : 0.774239005409
		8. : 0.791783505531
		9. : 0.8010611308
		10. : 0.801343429452
ksp	8	
		1. : 0.127909924968
		2. : 0.22694009289
		3. : 0.36446693343
		4. : 0.527754228398
		5. : 0.672454649372
		6. : 0.751033285248
		7. : 0.781290918544
		8. : 0.798505338328
		9. : 0.80779651002
		10. : 0.808048504289
ksp	9	
		1. : 0.131018316271
		2. : 0.227909262783
		3. : 0.357343310713
		4. : 0.51634834649
		5. : 0.659795662528
		6. : 0.741451350473
		7. : 0.773530238288
		8. : 0.791760866838
		9. : 0.801385656538
		10. : 0.801669237751
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664851
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933143
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.55334826268
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.179117270039
		2. : 0.303640084368
		3. : 0.400832512319
		4. : 0.485057222589
		5. : 0.565001513553
		6. : 0.671877983499
		7. : 0.724885126197
		8. : 0.758062660252
		9. : 0.77181233245
mcf	3	
		1. : 0.185217917958
		2. : 0.302067141306
		3. : 0.405414437982
		4. : 0.493060873835
		5. : 0.584787411657
		6. : 0.673302790039
		7. : 0.717686477705
		8. : 0.757202816565
		9. : 0.768411438703
mcf	4	
