# solver	iter	mean-exp-congestion	stddev
ecmp	0	0.211023	0.000000
ecmp	1	0.206185	0.000000
ecmp	2	0.216386	0.000000
ecmp	3	0.210913	0.000000
ecmp	4	0.205151	0.000000
ecmp	5	0.206007	0.000000
ecmp	6	0.211672	0.000000
ecmp	7	0.209027	0.000000
ecmp	8	0.211385	0.000000
ecmp	9	0.202175	0.000000
ksp	0	0.322188	0.000000
ksp	1	0.313648	0.000000
ksp	2	0.328584	0.000000
ksp	3	0.322149	0.000000
ksp	4	0.313271	0.000000
ksp	5	0.313926	0.000000
ksp	6	0.322634	0.000000
ksp	7	0.317970	0.000000
ksp	8	0.320921	0.000000
ksp	9	0.308083	0.000000
mcf	0	0.316674	0.000000
mcf	1	0.310346	0.000000
mcf	2	0.315548	0.000000
mcf	3	0.314531	0.000000
mcf	4	0.303057	0.000000
mcf	5	0.303724	0.000000
mcf	6	0.305238	0.000000
mcf	7	0.311636	0.000000
mcf	8	0.317663	0.000000
mcf	9	0.297021	0.000000
raeke	0	0.263756	0.000000
raeke	1	0.257508	0.000000
raeke	2	0.270264	0.000000
raeke	3	0.263877	0.000000
raeke	4	0.256636	0.000000
raeke	5	0.257417	0.000000
raeke	6	0.264668	0.000000
raeke	7	0.261199	0.000000
raeke	8	0.263916	0.000000
raeke	9	0.252540	0.000000
semimcfecmp	0	0.211023	0.000000
semimcfecmp	1	0.206185	0.000000
semimcfecmp	2	0.216386	0.000000
semimcfecmp	3	0.210913	0.000000
semimcfecmp	4	0.205151	0.000000
semimcfecmp	5	0.206007	0.000000
semimcfecmp	6	0.211672	0.000000
semimcfecmp	7	0.209027	0.000000
semimcfecmp	8	0.211385	0.000000
semimcfecmp	9	0.202175	0.000000
semimcfksp	0	0.259024	0.000000
semimcfksp	1	0.235430	0.000000
semimcfksp	2	0.264637	0.000000
semimcfksp	3	0.255252	0.000000
semimcfksp	4	0.247941	0.000000
semimcfksp	5	0.250285	0.000000
semimcfksp	6	0.247555	0.000000
semimcfksp	7	0.250432	0.000000
semimcfksp	8	0.246193	0.000000
semimcfksp	9	0.246147	0.000000
semimcfmcf	0	0.317089	0.000000
semimcfmcf	1	0.308627	0.000000
semimcfmcf	2	0.328412	0.000000
semimcfmcf	3	0.316348	0.000000
semimcfmcf	4	0.307621	0.000000
semimcfmcf	5	0.313577	0.000000
semimcfmcf	6	0.321606	0.000000
semimcfmcf	7	0.319298	0.000000
semimcfmcf	8	0.322630	0.000000
semimcfmcf	9	0.304097	0.000000
semimcfraeke	0	0.249726	0.000000
semimcfraeke	1	0.245877	0.000000
semimcfraeke	2	0.258113	0.000000
semimcfraeke	3	0.247893	0.000000
semimcfraeke	4	0.236234	0.000000
semimcfraeke	5	0.237025	0.000000
semimcfraeke	6	0.251980	0.000000
semimcfraeke	7	0.252662	0.000000
semimcfraeke	8	0.245762	0.000000
semimcfraeke	9	0.237810	0.000000
semimcfvlb	0	0.257525	0.000000
semimcfvlb	1	0.246957	0.000000
semimcfvlb	2	0.258959	0.000000
semimcfvlb	3	0.248197	0.000000
semimcfvlb	4	0.248812	0.000000
semimcfvlb	5	0.247809	0.000000
semimcfvlb	6	0.249985	0.000000
semimcfvlb	7	0.261845	0.000000
semimcfvlb	8	0.250060	0.000000
semimcfvlb	9	0.237942	0.000000
spf	0	0.211023	0.000000
spf	1	0.206185	0.000000
spf	2	0.216386	0.000000
spf	3	0.210913	0.000000
spf	4	0.205151	0.000000
spf	5	0.206007	0.000000
spf	6	0.211672	0.000000
spf	7	0.209027	0.000000
spf	8	0.211385	0.000000
spf	9	0.202175	0.000000
vlb	0	0.269520	0.000000
vlb	1	0.264412	0.000000
vlb	2	0.270621	0.000000
vlb	3	0.267773	0.000000
vlb	4	0.257760	0.000000
vlb	5	0.257595	0.000000
vlb	6	0.263811	0.000000
vlb	7	0.262471	0.000000
vlb	8	0.263470	0.000000
vlb	9	0.257535	0.000000

