#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
ecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.57064064999
		4. : 0.648884241628
		5. : 0.672700025023
ecmp	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.569000617156
		4. : 0.64804272343
		5. : 0.672510563109
ecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.576005694322
		4. : 0.656289474387
		5. : 0.680895596837
ecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.580900405686
		4. : 0.656722505478
		5. : 0.680856131344
ecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.591758701088
		4. : 0.669121895278
		5. : 0.690727093436
ecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.687969923648
ecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.686392912976
ecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.684901666824
ksp	0	
		1. : 0.0675172645244
		2. : 0.148899254495
		3. : 0.272357997737
		4. : 0.449770328845
		5. : 0.643121425696
		6. : 0.859877694898
		7. : 0.905190564409
		8. : 0.946611197784
		9. : 0.992560038901
		10. : 0.999883195887
		11. : 1.
ksp	1	
		1. : 0.0676695962126
		2. : 0.147816727684
		3. : 0.269441810684
		4. : 0.445387971987
		5. : 0.639510102569
		6. : 0.860490539807
		7. : 0.903501889546
		8. : 0.945218548124
		9. : 0.992877073506
		10. : 0.999869608392
		11. : 1.
ksp	2	
		1. : 0.0543346007564
		2. : 0.111767175338
		3. : 0.188458869412
		4. : 0.288876583196
		5. : 0.413786227876
		6. : 0.528533442369
		7. : 0.554036525791
		8. : 0.568999763061
		9. : 0.581116781212
		10. : 0.584706229378
		11. : 0.584815977983
ksp	3	
		1. : 0.0559150869083
		2. : 0.113478636441
		3. : 0.187570561581
		4. : 0.284832165519
		5. : 0.403612635404
		6. : 0.515693635585
		7. : 0.539584978483
		8. : 0.555627639931
		9. : 0.568775993443
		10. : 0.572684083651
		11. : 0.572780660264
ksp	4	
		1. : 0.055730433004
		2. : 0.114499182106
		3. : 0.189562503901
		4. : 0.288282123412
		5. : 0.407472565778
		6. : 0.519769823488
		7. : 0.544265628196
		8. : 0.560781692108
		9. : 0.573536821668
		10. : 0.577260551568
		11. : 0.577356441249
ksp	5	
		1. : 0.0548081865703
		2. : 0.113469310051
		3. : 0.191948800966
		4. : 0.292266096417
		5. : 0.414615186893
		6. : 0.527071858239
		7. : 0.55281144003
		8. : 0.567907436135
		9. : 0.57992878426
		10. : 0.58365828713
		11. : 0.583742532998
ksp	6	
		1. : 0.0543145607038
		2. : 0.11444266055
		3. : 0.19650541101
		4. : 0.298924617139
		5. : 0.42447083555
		6. : 0.537302546529
		7. : 0.564280270498
		8. : 0.580085200911
		9. : 0.592167044994
		10. : 0.596021157729
		11. : 0.596093780133
ksp	7	
		1. : 0.0547300500274
		2. : 0.113864871658
		3. : 0.194208789423
		4. : 0.294615054531
		5. : 0.41846602199
		6. : 0.531008301235
		7. : 0.556975688444
		8. : 0.571826565982
		9. : 0.583604157024
		10. : 0.587178298559
		11. : 0.587274092338
ksp	8	
		1. : 0.0538549494514
		2. : 0.112821143476
		3. : 0.194830376047
		4. : 0.296982750848
		5. : 0.42441801936
		6. : 0.540081285858
		7. : 0.567634186851
		8. : 0.582380019091
		9. : 0.593758468719
		10. : 0.597226272565
		11. : 0.59731545028
ksp	9	
		1. : 0.0555669229626
		2. : 0.114105390704
		3. : 0.191005522838
		4. : 0.290476621429
		5. : 0.412456869052
		6. : 0.525855786751
		7. : 0.550822158442
		8. : 0.567157601665
		9. : 0.579669079592
		10. : 0.583332332351
		11. : 0.583428996207
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664852
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933142
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.553348262679
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.207113526458
		2. : 0.348933199714
		3. : 0.443757067753
		4. : 0.495541017118
		5. : 0.554320546051
		6. : 0.668732407242
		7. : 0.699602683383
		8. : 0.703290802725
mcf	3	
		1. : 0.20621761318
		2. : 0.330199278111
		3. : 0.432605539435
