# solver	iter	num_paths	stddev
akecmp	0	110.000000	0.000000
akecmp	1	110.000000	0.000000
akmcf	0	92.000000	0.000000
akmcf	1	92.000000	0.000000
akraeke	0	10602.000000	0.000000
akraeke	1	10602.000000	0.000000
akvlb	0	596.000000	0.000000
akvlb	1	596.000000	0.000000
ecmp	0	110.000000	0.000000
ecmp	1	110.000000	0.000000
mcf	0	52.000000	0.000000
mcf	1	52.000000	0.000000
mwmcf	0	100.000000	0.000000
mwmcf	1	100.000000	0.000000
raeke	0	10302.000000	0.000000
raeke	1	10302.000000	0.000000
semimcfecmp	0	100.000000	0.000000
semimcfecmp	1	100.000000	0.000000
semimcfmcf	0	92.000000	0.000000
semimcfmcf	1	92.000000	0.000000
semimcfraeke	0	10292.000000	0.000000
semimcfraeke	1	10292.000000	0.000000
semimcfvlb	0	496.000000	0.000000
semimcfvlb	1	496.000000	0.000000
spf	0	100.000000	0.000000
spf	1	100.000000	0.000000
vlb	0	595.000000	0.000000
vlb	1	594.000000	0.000000

