# solver	iter	total-throughput	stddev
ecmp	0	0.627778	0.000000
ecmp	1	0.627778	0.000000
ecmp	2	0.610218	0.000000
ecmp	3	0.646389	0.000000
ecmp	4	0.610218	0.000000
ecmp	5	0.646389	0.000000
ecmp	6	0.610218	0.000000
ecmp	7	0.610218	0.000000
ecmp	8	0.610218	0.000000
ecmp	9	0.610218	0.000000
ksp	0	0.966667	0.000000
ksp	1	0.966667	0.000000
ksp	2	0.882871	0.000000
ksp	3	0.904159	0.000000
ksp	4	0.936245	0.000000
ksp	5	0.904159	0.000000
ksp	6	0.877321	0.000000
ksp	7	0.893936	0.000000
ksp	8	0.904159	0.000000
ksp	9	0.882871	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.960000	0.000000
mcf	3	0.959083	0.000000
mcf	4	0.954417	0.000000
mcf	5	0.967167	0.000000
mcf	6	0.957833	0.000000
mcf	7	0.960500	0.000000
mcf	8	0.965167	0.000000
mcf	9	0.946500	0.000000
mwmcf	0	0.627778	0.000000
mwmcf	1	0.627778	0.000000
mwmcf	2	0.384833	0.000000
mwmcf	3	0.484444	0.000000
mwmcf	4	0.384833	0.000000
mwmcf	5	0.384833	0.000000
mwmcf	6	0.384833	0.000000
mwmcf	7	0.484444	0.000000
mwmcf	8	0.384833	0.000000
mwmcf	9	0.384833	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.928030	0.000000
raeke	3	0.991593	0.000000
raeke	4	0.957826	0.000000
raeke	5	0.935575	0.000000
raeke	6	0.930540	0.000000
raeke	7	0.951257	0.000000
raeke	8	0.987061	0.000000
raeke	9	0.946951	0.000000
semimcfecmp	0	0.627778	0.000000
semimcfecmp	1	0.627778	0.000000
semimcfecmp	2	0.669722	0.000000
semimcfecmp	3	0.669722	0.000000
semimcfecmp	4	0.669722	0.000000
semimcfecmp	5	0.669722	0.000000
semimcfecmp	6	0.674278	0.000000
semimcfecmp	7	0.669722	0.000000
semimcfecmp	8	0.674278	0.000000
semimcfecmp	9	0.674278	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.852486	0.000000
semimcfksp	3	0.946083	0.000000
semimcfksp	4	0.956889	0.000000
semimcfksp	5	0.948347	0.000000
semimcfksp	6	0.953000	0.000000
semimcfksp	7	0.953972	0.000000
semimcfksp	8	0.952556	0.000000
semimcfksp	9	0.946833	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.963667	0.000000
semimcfmcf	3	0.957167	0.000000
semimcfmcf	4	0.968667	0.000000
semimcfmcf	5	0.963833	0.000000
semimcfmcf	6	0.971000	0.000000
semimcfmcf	7	0.954417	0.000000
semimcfmcf	8	0.957167	0.000000
semimcfmcf	9	0.960000	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.980067	0.000000
semimcfraeke	3	0.954181	0.000000
semimcfraeke	4	0.971260	0.000000
semimcfraeke	5	0.966829	0.000000
semimcfraeke	6	0.973769	0.000000
semimcfraeke	7	0.962064	0.000000
semimcfraeke	8	0.978312	0.000000
semimcfraeke	9	0.965364	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.971000	0.000000
semimcfvlb	3	0.989750	0.000000
semimcfvlb	4	0.969667	0.000000
semimcfvlb	5	0.956806	0.000000
semimcfvlb	6	0.970406	0.000000
semimcfvlb	7	0.972200	0.000000
semimcfvlb	8	0.958352	0.000000
semimcfvlb	9	0.975550	0.000000
spf	0	0.627778	0.000000
spf	1	0.627778	0.000000
spf	2	0.669722	0.000000
spf	3	0.669722	0.000000
spf	4	0.559944	0.000000
spf	5	0.669722	0.000000
spf	6	0.669722	0.000000
spf	7	0.559944	0.000000
spf	8	0.559944	0.000000
spf	9	0.559944	0.000000
vlb	0	0.818187	0.000000
vlb	1	0.839377	0.000000
vlb	2	0.805417	0.000000
vlb	3	0.830059	0.000000
vlb	4	0.844642	0.000000
vlb	5	0.810480	0.000000
vlb	6	0.839204	0.000000
vlb	7	0.839024	0.000000
vlb	8	0.857323	0.000000
vlb	9	0.787394	0.000000

