# solver	iter	congestion-drop	stddev
ecmp	0	0.179840	0.000000
ecmp	1	0.176172	0.000000
ecmp	2	0.003077	0.000000
ecmp	3	0.002107	0.000000
ecmp	4	0.001246	0.000000
ecmp	5	0.001825	0.000000
ecmp	6	0.001227	0.000000
ecmp	7	0.001363	0.000000
ecmp	8	0.001767	0.000000
ecmp	9	0.001961	0.000000
ecmp	10	0.002084	0.000000
ecmp	11	0.002251	0.000000
ecmp	12	0.002724	0.000000
ecmp	13	0.002836	0.000000
ecmp	14	0.002876	0.000000
ecmp	15	0.002124	0.000000
ecmp	16	0.002103	0.000000
ecmp	17	0.003078	0.000000
ecmp	18	0.003248	0.000000
ecmp	19	0.003486	0.000000
ecmp	20	0.003556	0.000000
ecmp	21	0.003110	0.000000
ecmp	22	0.003565	0.000000
ecmp	23	0.003649	0.000000
ksp	0	0.208564	0.000000
ksp	1	0.202042	0.000000
ksp	2	0.279178	0.000000
ksp	3	0.245313	0.000000
ksp	4	0.217565	0.000000
ksp	5	0.236079	0.000000
ksp	6	0.212187	0.000000
ksp	7	0.216429	0.000000
ksp	8	0.230739	0.000000
ksp	9	0.243947	0.000000
ksp	10	0.249980	0.000000
ksp	11	0.254310	0.000000
ksp	12	0.270019	0.000000
ksp	13	0.274785	0.000000
ksp	14	0.275280	0.000000
ksp	15	0.246612	0.000000
ksp	16	0.247367	0.000000
ksp	17	0.281756	0.000000
ksp	18	0.287897	0.000000
ksp	19	0.297645	0.000000
ksp	20	0.301043	0.000000
ksp	21	0.284362	0.000000
ksp	22	0.296948	0.000000
ksp	23	0.299953	0.000000
mcf	0	0.122374	0.000000
mcf	1	0.081037	0.000000
mcf	2	0.076068	0.000000
mcf	3	0.107252	0.000000
mcf	4	0.000000	0.000000
mcf	5	0.019824	0.000000
mcf	6	0.000000	0.000000
mcf	7	0.000000	0.000000
mcf	8	0.005145	0.000000
mcf	9	0.030076	0.000000
mcf	10	0.031136	0.000000
mcf	11	0.036304	0.000000
mcf	12	0.058808	0.000000
mcf	13	0.035356	0.000000
mcf	14	0.035769	0.000000
mcf	15	0.031417	0.000000
mcf	16	0.030231	0.000000
mcf	17	0.091704	0.000000
mcf	18	0.066572	0.000000
mcf	19	0.104733	0.000000
mcf	20	0.066066	0.000000
mcf	21	0.087156	0.000000
mcf	22	0.105013	0.000000
mcf	23	0.114741	0.000000
raeke	0	0.102144	0.000000
raeke	1	0.095411	0.000000
raeke	2	0.274300	0.000000
raeke	3	0.241338	0.000000
raeke	4	0.215461	0.000000
raeke	5	0.232726	0.000000
raeke	6	0.210347	0.000000
raeke	7	0.214392	0.000000
raeke	8	0.227712	0.000000
raeke	9	0.240437	0.000000
raeke	10	0.246207	0.000000
raeke	11	0.250380	0.000000
raeke	12	0.265603	0.000000
raeke	13	0.270185	0.000000
raeke	14	0.270703	0.000000
raeke	15	0.242929	0.000000
raeke	16	0.243639	0.000000
raeke	17	0.277220	0.000000
raeke	18	0.283352	0.000000
raeke	19	0.292913	0.000000
raeke	20	0.296274	0.000000
raeke	21	0.279719	0.000000
raeke	22	0.292104	0.000000
raeke	23	0.295110	0.000000
semimcfecmp	0	0.179667	0.000000
semimcfecmp	1	0.175940	0.000000
semimcfecmp	2	0.001893	0.000000
semimcfecmp	3	0.000901	0.000000
semimcfecmp	4	0.000063	0.000000
semimcfecmp	5	0.000656	0.000000
semimcfecmp	6	0.000048	0.000000
semimcfecmp	7	0.000150	0.000000
semimcfecmp	8	0.000558	0.000000
semimcfecmp	9	0.000752	0.000000
semimcfecmp	10	0.000859	0.000000
semimcfecmp	11	0.001031	0.000000
semimcfecmp	12	0.001502	0.000000
semimcfecmp	13	0.001647	0.000000
semimcfecmp	14	0.001703	0.000000
semimcfecmp	15	0.000930	0.000000
semimcfecmp	16	0.000898	0.000000
semimcfecmp	17	0.001873	0.000000
semimcfecmp	18	0.002037	0.000000
semimcfecmp	19	0.002244	0.000000
semimcfecmp	20	0.002318	0.000000
semimcfecmp	21	0.001859	0.000000
semimcfecmp	22	0.002278	0.000000
semimcfecmp	23	0.002369	0.000000
semimcfksp	0	0.107715	0.000000
semimcfksp	1	0.075060	0.000000
