#solver	iter	latency-throughput
ecmp	0	
		1. : 0.258125020181
		2. : 0.576601540624
		3. : 0.751070026828
		4. : 0.883382563831
		5. : 0.926865337456
ecmp	1	
		1. : 0.254421794112
		2. : 0.565771742875
		3. : 0.736312184754
		4. : 0.872186703932
		5. : 0.920574528357
ecmp	2	
		1. : 0.223797924821
		2. : 0.456801705406
		3. : 0.562519971776
		4. : 0.638786304288
		5. : 0.662602087684
ecmp	3	
		1. : 0.227924701881
		2. : 0.461728354237
		3. : 0.560718183957
		4. : 0.638528378871
		5. : 0.662996218549
ecmp	4	
		1. : 0.228025179692
		2. : 0.467004524984
		3. : 0.568359397432
		4. : 0.647569837619
		5. : 0.672175960068
ecmp	5	
		1. : 0.229151912382
		2. : 0.466593539299
		3. : 0.57460845779
		4. : 0.649088843175
		5. : 0.673222469042
ecmp	6	
		1. : 0.228734209517
		2. : 0.472365844181
		3. : 0.585780935068
		4. : 0.661555385018
		5. : 0.683160583176
ecmp	7	
		1. : 0.229739519704
		2. : 0.469810799227
		3. : 0.582065505944
		4. : 0.658456123986
		5. : 0.680839638524
ecmp	8	
		1. : 0.227566000888
		2. : 0.467040827563
		3. : 0.58242134252
		4. : 0.657497473376
		5. : 0.678952872527
ecmp	9	
		1. : 0.230929491419
		2. : 0.469019357165
		3. : 0.57427779609
		4. : 0.652542082104
		5. : 0.6777151434
ksp	0	
		1. : 0.055810221311
		2. : 0.11983540691
		3. : 0.213289342468
		4. : 0.339777858092
		5. : 0.477337438729
		6. : 0.611460733774
		7. : 0.645556839306
		8. : 0.661794440366
		9. : 0.676839103698
		10. : 0.680649520678
		11. : 0.680766324792
ksp	1	
		1. : 0.0564218738101
		2. : 0.120274255514
		3. : 0.213384055854
		4. : 0.341132451767
		5. : 0.48499130411
		6. : 0.625641567246
		7. : 0.65861291203
		8. : 0.676879519104
		9. : 0.693957101569
		10. : 0.698234805929
		11. : 0.698365197537
ksp	2	
		1. : 0.0531453177417
		2. : 0.104516675049
		3. : 0.173889922358
		4. : 0.259822115973
		5. : 0.364631609066
		6. : 0.445773861338
		7. : 0.469173195611
		8. : 0.477820820937
		9. : 0.485176800773
		10. : 0.48830046312
		11. : 0.488410211725
ksp	3	
		1. : 0.054552077901
		2. : 0.104952623328
		3. : 0.171452703604
		4. : 0.254165806507
		5. : 0.357110965883
		6. : 0.440699525335
		7. : 0.462750175208
		8. : 0.472162228297
		9. : 0.480302461771
		10. : 0.483765458904
		11. : 0.483862035517
ksp	4	
		1. : 0.0543048480961
		2. : 0.106180280714
		3. : 0.17484112104
		4. : 0.259549728027
