# solver	iter	edge-congestion
ecmp	0	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	1	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	2	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	3	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	4	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	5	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	6	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	7	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	8	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ecmp	9	
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.006
		(s10,s11) : 1.
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.004
		(s11,s10) : 0.6
		(s11,s12) : 1.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.004
		(s12,s11) : 1.
		(s12,s13) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.004
		(s13,s12) : 1.
		(s13,s14) : 0.6
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.006
		(s14,s13) : 1.
ksp	0	
		(s5,s6) : 0.517401430135
		(s5,s10) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.458700715067
		(s6,s11) : 0.776102145202
		(s7,s6) : 0.517401430135
		(s7,s8) : 0.608310521044
		(s7,s12) : 0.717401430135
		(s8,s7) : 0.776102145202
		(s8,s9) : 0.
		(s8,s13) : 0.867011236112
		(s9,s8) : 0.517401430135
		(s9,s14) : 0.
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.01375
		(s10,s5) : 0.517401430135
		(s10,s11) : 1.
		(s10,s15) : 0.517401430135
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.00987867381734
		(s11,s6) : 0.2
		(s11,s10) : 1.
		(s11,s12) : 1.
		(s11,s16) : 0.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.00831818181818
		(s12,s7) : 0.608310521044
		(s12,s11) : 1.
		(s12,s13) : 0.622337078704
		(s12,s17) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.00843927987795
		(s13,s8) : 0.517401430135
		(s13,s12) : 1.
		(s13,s14) : 0.790128702862
		(s13,s18) : 0.4
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.0138671961195
		(s14,s9) : 0.517401430135
		(s14,s13) : 1.
		(s14,s19) : 0.517401430135
		(s15,s10) : 0.375
		(s15,s16) : 0.517401430135
		(s16,s11) : 0.625
		(s16,s15) : 0.375
		(s16,s17) : 0.517401430135
		(s17,s12) : 0.2
		(s17,s16) : 1.
		(s17,s18) : 1.
		(s18,s13) : 0.403409090909
		(s18,s17) : 0.917401430135
		(s18,s19) : 0.596590909091
		(s19,s14) : 0.596590909091
		(s19,s18) : 0.517401430135
ksp	1	
		(s5,s6) : 0.517401430135
		(s5,s10) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.458700715067
		(s6,s11) : 0.776102145202
		(s7,s6) : 0.517401430135
		(s7,s8) : 0.608310521044
		(s7,s12) : 0.717401430135
		(s8,s7) : 0.776102145202
		(s8,s9) : 0.
		(s8,s13) : 0.867011236112
		(s9,s8) : 0.517401430135
		(s9,s14) : 0.
		(h0,s10) : 0.0232830643561
		(s10,h0) : 0.01375
		(s10,s5) : 0.517401430135
		(s10,s11) : 1.
		(s10,s15) : 0.517401430135
		(h1,s11) : 0.015522042904
		(s11,h1) : 0.00987867381734
		(s11,s6) : 0.2
		(s11,s10) : 1.
		(s11,s12) : 1.
		(s11,s16) : 0.
		(h2,s12) : 0.015522042904
		(s12,h2) : 0.00831818181818
		(s12,s7) : 0.608310521044
		(s12,s11) : 1.
		(s12,s13) : 0.622337078704
		(s12,s17) : 1.
		(h3,s13) : 0.015522042904
		(s13,h3) : 0.00843927987795
		(s13,s8) : 0.517401430135
		(s13,s12) : 1.
		(s13,s14) : 0.790128702862
		(s13,s18) : 0.4
		(h4,s14) : 0.0232830643561
		(s14,h4) : 0.0138671961195
		(s14,s9) : 0.517401430135
		(s14,s13) : 1.
		(s14,s19) : 0.517401430135
		(s15,s10) : 0.375
		(s15,s16) : 0.517401430135
		(s16,s11) : 0.625
		(s16,s15) : 0.375
		(s16,s17) : 0.517401430135
		(s17,s12) : 0.2
		(s17,s16) : 1.
		(s17,s18) : 1.
		(s18,s13) : 0.403409090909
		(s18,s17) : 0.917401430135
		(s18,s19) : 0.596590909091
		(s19,s14) : 0.596590909091
