# solver	iter	failure-drop	stddev
ecmp	0	0.000000	0.000000
ecmp	1	0.000000	0.000000
ecmp	2	0.334930	0.000000
ecmp	3	0.335020	0.000000
ecmp	4	0.326444	0.000000
ecmp	5	0.326450	0.000000
ecmp	6	0.316339	0.000000
ecmp	7	0.319206	0.000000
ecmp	8	0.320844	0.000000
ecmp	9	0.322383	0.000000
ksp	0	0.000000	0.000000
ksp	1	0.000000	0.000000
ksp	2	0.412660	0.000000
ksp	3	0.425834	0.000000
ksp	4	0.421710	0.000000
ksp	5	0.412227	0.000000
ksp	6	0.399366	0.000000
ksp	7	0.406690	0.000000
ksp	8	0.397102	0.000000
ksp	9	0.414267	0.000000
mcf	0	0.000000	0.000000
mcf	1	0.000000	0.000000
mcf	2	0.304802	0.000000
mcf	3	0.318556	0.000000
mcf	4	0.317018	0.000000
mcf	5	0.313910	0.000000
mcf	6	0.297564	0.000000
mcf	7	0.305550	0.000000
mcf	8	0.301707	0.000000
mcf	9	0.309459	0.000000
mwmcf	0	0.000000	0.000000
mwmcf	1	0.000000	0.000000
mwmcf	2	0.332541	0.000000
mwmcf	3	0.332612	0.000000
mwmcf	4	0.324252	0.000000
mwmcf	5	0.324347	0.000000
mwmcf	6	0.313738	0.000000
mwmcf	7	0.316637	0.000000
mwmcf	8	0.318467	0.000000
mwmcf	9	0.319809	0.000000
raeke	0	0.000000	0.000000
raeke	1	0.000000	0.000000
raeke	2	0.328912	0.000000
raeke	3	0.335946	0.000000
raeke	4	0.331715	0.000000
raeke	5	0.326239	0.000000
raeke	6	0.317300	0.000000
raeke	7	0.320577	0.000000
raeke	8	0.316975	0.000000
raeke	9	0.326102	0.000000
semimcfecmp	0	0.000000	0.000000
semimcfecmp	1	0.000000	0.000000
semimcfecmp	2	0.332541	0.000000
semimcfecmp	3	0.332612	0.000000
semimcfecmp	4	0.324252	0.000000
semimcfecmp	5	0.324347	0.000000
semimcfecmp	6	0.313738	0.000000
semimcfecmp	7	0.316637	0.000000
semimcfecmp	8	0.318467	0.000000
semimcfecmp	9	0.319809	0.000000
semimcfksp	0	0.000000	0.000000
semimcfksp	1	0.000000	0.000000
semimcfksp	2	0.302881	0.000000
semimcfksp	3	0.310830	0.000000
semimcfksp	4	0.301957	0.000000
semimcfksp	5	0.297596	0.000000
semimcfksp	6	0.302095	0.000000
semimcfksp	7	0.288925	0.000000
semimcfksp	8	0.301707	0.000000
semimcfksp	9	0.297669	0.000000
semimcfmcf	0	0.000000	0.000000
semimcfmcf	1	0.000000	0.000000
semimcfmcf	2	0.314190	0.000000
semimcfmcf	3	0.314685	0.000000
semimcfmcf	4	0.314828	0.000000
semimcfmcf	5	0.308224	0.000000
semimcfmcf	6	0.309147	0.000000
semimcfmcf	7	0.302977	0.000000
semimcfmcf	8	0.307260	0.000000
semimcfmcf	9	0.313200	0.000000
semimcfraeke	0	0.000000	0.000000
semimcfraeke	1	0.000000	0.000000
semimcfraeke	2	0.271855	0.000000
semimcfraeke	3	0.275459	0.000000
semimcfraeke	4	0.238381	0.000000
semimcfraeke	5	0.266589	0.000000
semimcfraeke	6	0.206025	0.000000
semimcfraeke	7	0.238778	0.000000
semimcfraeke	8	0.229719	0.000000
semimcfraeke	9	0.234552	0.000000
semimcfvlb	0	0.000000	0.000000
semimcfvlb	1	0.000000	0.000000
semimcfvlb	2	0.302480	0.000000
semimcfvlb	3	0.310834	0.000000
semimcfvlb	4	0.310059	0.000000
semimcfvlb	5	0.305734	0.000000
semimcfvlb	6	0.286570	0.000000
semimcfvlb	7	0.286706	0.000000
semimcfvlb	8	0.290792	0.000000
semimcfvlb	9	0.309115	0.000000
spf	0	0.000000	0.000000
spf	1	0.000000	0.000000
spf	2	0.332541	0.000000
spf	3	0.332612	0.000000
spf	4	0.324252	0.000000
spf	5	0.324347	0.000000
spf	6	0.313738	0.000000
spf	7	0.316637	0.000000
spf	8	0.318467	0.000000
spf	9	0.319809	0.000000
vlb	0	0.000000	0.000000
vlb	1	0.000000	0.000000
vlb	2	0.405251	0.000000
vlb	3	0.414060	0.000000
vlb	4	0.405380	0.000000
vlb	5	0.391472	0.000000
vlb	6	0.386547	0.000000
vlb	7	0.388703	0.000000
vlb	8	0.390514	0.000000
vlb	9	0.395991	0.000000

