# solver	iter	total-throughput	stddev
ecmp	0	1.000000	0.000000
ecmp	1	1.000000	0.000000
ecmp	2	0.672700	0.000000
ecmp	3	0.672511	0.000000
ecmp	4	0.680896	0.000000
ecmp	5	0.680856	0.000000
ecmp	6	0.690727	0.000000
ecmp	7	0.687970	0.000000
ecmp	8	0.686393	0.000000
ecmp	9	0.684902	0.000000
ksp	0	1.000000	0.000000
ksp	1	1.000000	0.000000
ksp	2	0.600661	0.000000
ksp	3	0.587875	0.000000
ksp	4	0.591910	0.000000
ksp	5	0.600964	0.000000
ksp	6	0.613382	0.000000
ksp	7	0.606290	0.000000
ksp	8	0.615599	0.000000
ksp	9	0.599136	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.703291	0.000000
mcf	3	0.689826	0.000000
mcf	4	0.690979	0.000000
mcf	5	0.693398	0.000000
mcf	6	0.710150	0.000000
mcf	7	0.701950	0.000000
mcf	8	0.705777	0.000000
mcf	9	0.698987	0.000000
mwmcf	0	1.000000	0.000000
mwmcf	1	1.000000	0.000000
mwmcf	2	0.675001	0.000000
mwmcf	3	0.674829	0.000000
mwmcf	4	0.683006	0.000000
mwmcf	5	0.682881	0.000000
mwmcf	6	0.693238	0.000000
mwmcf	7	0.690447	0.000000
mwmcf	8	0.688683	0.000000
mwmcf	9	0.687380	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.679556	0.000000
raeke	3	0.672695	0.000000
raeke	4	0.676842	0.000000
raeke	5	0.682103	0.000000
raeke	6	0.690794	0.000000
raeke	7	0.687633	0.000000
raeke	8	0.691115	0.000000
raeke	9	0.682326	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	1.000000	0.000000
semimcfecmp	2	0.675001	0.000000
semimcfecmp	3	0.674829	0.000000
semimcfecmp	4	0.683006	0.000000
semimcfecmp	5	0.682881	0.000000
semimcfecmp	6	0.693238	0.000000
semimcfecmp	7	0.690447	0.000000
semimcfecmp	8	0.688683	0.000000
semimcfecmp	9	0.687380	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.704576	0.000000
semimcfksp	3	0.696666	0.000000
semimcfksp	4	0.705264	0.000000
semimcfksp	5	0.708934	0.000000
semimcfksp	6	0.704440	0.000000
semimcfksp	7	0.718259	0.000000
semimcfksp	8	0.705489	0.000000
semimcfksp	9	0.709636	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.695763	0.000000
semimcfmcf	3	0.695144	0.000000
semimcfmcf	4	0.695004	0.000000
semimcfmcf	5	0.701446	0.000000
semimcfmcf	6	0.700585	0.000000
semimcfmcf	7	0.706642	0.000000
semimcfmcf	8	0.702548	0.000000
semimcfmcf	9	0.696755	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.735983	0.000000
semimcfraeke	3	0.732029	0.000000
semimcfraeke	4	0.768274	0.000000
semimcfraeke	5	0.741687	0.000000
semimcfraeke	6	0.799304	0.000000
semimcfraeke	7	0.767383	0.000000
semimcfraeke	8	0.776561	0.000000
semimcfraeke	9	0.771958	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.704125	0.000000
semimcfvlb	3	0.695965	0.000000
semimcfvlb	4	0.696973	0.000000
semimcfvlb	5	0.701581	0.000000
semimcfvlb	6	0.720320	0.000000
semimcfvlb	7	0.720101	0.000000
semimcfvlb	8	0.715761	0.000000
semimcfvlb	9	0.698623	0.000000
spf	0	1.000000	0.000000
spf	1	1.000000	0.000000
spf	2	0.675001	0.000000
spf	3	0.674829	0.000000
spf	4	0.683006	0.000000
spf	5	0.682881	0.000000
spf	6	0.693238	0.000000
spf	7	0.690447	0.000000
spf	8	0.688683	0.000000
spf	9	0.687380	0.000000
vlb	0	1.000000	0.000000
vlb	1	1.000000	0.000000
vlb	2	0.606148	0.000000
vlb	3	0.597390	0.000000
vlb	4	0.606075	0.000000
vlb	5	0.619163	0.000000
vlb	6	0.624601	0.000000
vlb	7	0.621865	0.000000
vlb	8	0.620566	0.000000
vlb	9	0.615211	0.000000

