#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
ecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.57064064999
		4. : 0.648884241628
		5. : 0.674637891903
ecmp	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.569000617156
		4. : 0.64804272343
		5. : 0.674463500045
ecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.576005694322
		4. : 0.656289474387
		5. : 0.682673501121
ecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.580900405686
		4. : 0.656722505478
		5. : 0.682562042191
ecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.591758701088
		4. : 0.669121895278
		5. : 0.692837082632
ecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.690053687212
ecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.688320523164
ecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.686990146076
ksp	0	
		1. : 0.0675172645244
		2. : 0.148899254495
		3. : 0.272357997737
		4. : 0.449770328845
		5. : 0.643121425696
		6. : 0.859877694898
		7. : 0.905190564409
		8. : 0.946611197784
		9. : 0.992560038901
		10. : 0.999883195887
		11. : 1.
ksp	1	
		1. : 0.0676695962126
		2. : 0.147816727684
		3. : 0.269441810684
		4. : 0.445387971987
		5. : 0.639510102569
		6. : 0.860490539807
		7. : 0.903501889546
		8. : 0.945218548124
		9. : 0.992877073506
		10. : 0.999869608392
		11. : 1.
ksp	2	
		1. : 0.144253898404
		2. : 0.261882448951
		3. : 0.381636944801
		4. : 0.503736726081
		5. : 0.675944536464
		6. : 0.86261169287
		7. : 0.892927239362
		8. : 0.910026352866
		9. : 0.923232184612
		10. : 0.927349282982
		11. : 0.927477414479
ksp	3	
		1. : 0.152454180889
		2. : 0.275029823477
		3. : 0.394828214169
		4. : 0.513628786737
		5. : 0.677887095796
		6. : 0.859986322934
		7. : 0.888287639777
		8. : 0.906600116215
		9. : 0.920942705563
		10. : 0.925435012236
		11. : 0.925547765432
ksp	4	
		1. : 0.151440985686
		2. : 0.275811331613
		3. : 0.395634650244
		4. : 0.516354210411
		5. : 0.680255786297
		6. : 0.86032409888
		7. : 0.889367193177
		8. : 0.90825813289
		9. : 0.92214762207
		10. : 0.92641598318
		11. : 0.926527934383
ksp	5	
		1. : 0.146056659382
		2. : 0.266788973221
		3. : 0.390603898111
		4. : 0.512917211127
		5. : 0.681742525599
		6. : 0.862679061544
		7. : 0.893282205784
		8. : 0.910512089998
		9. : 0.92357460183
		10. : 0.927849091403
		11. : 0.927947448453
ksp	6	
		1. : 0.141930683927
		2. : 0.263165266574
		3. : 0.390408612036
		4. : 0.514536833273
		5. : 0.685238430372
		6. : 0.863973593939
		7. : 0.895928480044
		8. : 0.914021974713
		9. : 0.927201059459
		10. : 0.931612984744
		11. : 0.9316977714
ksp	7	
		1. : 0.14529440297
		2. : 0.266256216573
		3. : 0.392015821877
		4. : 0.514470605225
		5. : 0.684860066221
		6. : 0.865398176252
		7. : 0.896156040835
		8. : 0.913096198006
		9. : 0.925879415653
		10. : 0.929967193113
		11. : 0.930079032351
ksp	8	
		1. : 0.139881389646
		2. : 0.256877513489
		3. : 0.381695017428
		4. : 0.505948884525
		5. : 0.680482943548
		6. : 0.866139407469
		7. : 0.898723471643
		8. : 0.915607953299
		9. : 0.927981856668
		10. : 0.931958058293
		11. : 0.932062173276
ksp	9	
		1. : 0.150098687938
		2. : 0.271277812518
		3. : 0.391140121995
		4. : 0.51267827679
		5. : 0.680183557341
		6. : 0.861672866866
		7. : 0.891272806104
		8. : 0.910002155497
		9. : 0.923597293441
		10. : 0.927804980989
		11. : 0.927917836041
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664852
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933142
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.553348262679
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.207113526458
		2. : 0.367044527886
		3. : 0.461868395925
		4. : 0.51365234529
		5. : 0.589782290794
		6. : 0.704194151986
		7. : 0.735064428126
		8. : 0.738752547468
mcf	3	
		1. : 0.20621761318
		2. : 0.350979940808
		3. : 0.453386202133
		4. : 0.512349979179
