# solver	iter	mean-congestion	stddev
ecmp	0	0.158267	0.000000
ecmp	1	0.154638	0.000000
ecmp	2	0.102251	0.000000
ecmp	3	0.099863	0.000000
ecmp	4	0.098614	0.000000
ecmp	5	0.098742	0.000000
ecmp	6	0.103404	0.000000
ecmp	7	0.101283	0.000000
ecmp	8	0.101994	0.000000
ecmp	9	0.097594	0.000000
ksp	0	0.241641	0.000000
ksp	1	0.235236	0.000000
ksp	2	0.198600	0.000000
ksp	3	0.192984	0.000000
ksp	4	0.188110	0.000000
ksp	5	0.189922	0.000000
ksp	6	0.196740	0.000000
ksp	7	0.192687	0.000000
ksp	8	0.195623	0.000000
ksp	9	0.185553	0.000000
mcf	0	0.237505	0.000000
mcf	1	0.232759	0.000000
mcf	2	0.161321	0.000000
mcf	3	0.155168	0.000000
mcf	4	0.146835	0.000000
mcf	5	0.151708	0.000000
mcf	6	0.156709	0.000000
mcf	7	0.163602	0.000000
mcf	8	0.169061	0.000000
mcf	9	0.145400	0.000000
raeke	0	0.196977	0.000000
raeke	1	0.192102	0.000000
raeke	2	0.199655	0.000000
raeke	3	0.194525	0.000000
raeke	4	0.189465	0.000000
raeke	5	0.192264	0.000000
raeke	6	0.196897	0.000000
raeke	7	0.194624	0.000000
raeke	8	0.197191	0.000000
raeke	9	0.187819	0.000000
semimcfecmp	0	0.158267	0.000000
semimcfecmp	1	0.154638	0.000000
semimcfecmp	2	0.102327	0.000000
semimcfecmp	3	0.099940	0.000000
semimcfecmp	4	0.098681	0.000000
semimcfecmp	5	0.098807	0.000000
semimcfecmp	6	0.103482	0.000000
semimcfecmp	7	0.101361	0.000000
semimcfecmp	8	0.102068	0.000000
semimcfecmp	9	0.097673	0.000000
semimcfksp	0	0.194268	0.000000
semimcfksp	1	0.176572	0.000000
semimcfksp	2	0.181968	0.000000
semimcfksp	3	0.173788	0.000000
semimcfksp	4	0.171796	0.000000
semimcfksp	5	0.173690	0.000000
semimcfksp	6	0.178576	0.000000
semimcfksp	7	0.176212	0.000000
semimcfksp	8	0.173466	0.000000
semimcfksp	9	0.168259	0.000000
semimcfmcf	0	0.237816	0.000000
semimcfmcf	1	0.231470	0.000000
semimcfmcf	2	0.160670	0.000000
semimcfmcf	3	0.151129	0.000000
semimcfmcf	4	0.148782	0.000000
semimcfmcf	5	0.152566	0.000000
semimcfmcf	6	0.160803	0.000000
semimcfmcf	7	0.156805	0.000000
semimcfmcf	8	0.161569	0.000000
semimcfmcf	9	0.148610	0.000000
semimcfraeke	0	0.186403	0.000000
semimcfraeke	1	0.184138	0.000000
semimcfraeke	2	0.198980	0.000000
semimcfraeke	3	0.194430	0.000000
semimcfraeke	4	0.188365	0.000000
semimcfraeke	5	0.189083	0.000000
semimcfraeke	6	0.196202	0.000000
semimcfraeke	7	0.197211	0.000000
semimcfraeke	8	0.195283	0.000000
semimcfraeke	9	0.185899	0.000000
semimcfvlb	0	0.194606	0.000000
semimcfvlb	1	0.183223	0.000000
semimcfvlb	2	0.181737	0.000000
semimcfvlb	3	0.177823	0.000000
semimcfvlb	4	0.172576	0.000000
semimcfvlb	5	0.174054	0.000000
semimcfvlb	6	0.178253	0.000000
semimcfvlb	7	0.176461	0.000000
semimcfvlb	8	0.174120	0.000000
semimcfvlb	9	0.169397	0.000000
spf	0	0.158267	0.000000
spf	1	0.154638	0.000000
spf	2	0.102327	0.000000
spf	3	0.099940	0.000000
spf	4	0.098681	0.000000
spf	5	0.098807	0.000000
spf	6	0.103482	0.000000
spf	7	0.101361	0.000000
spf	8	0.102068	0.000000
spf	9	0.097673	0.000000
vlb	0	0.200259	0.000000
vlb	1	0.192349	0.000000
vlb	2	0.180025	0.000000
vlb	3	0.180131	0.000000
vlb	4	0.170798	0.000000
vlb	5	0.182857	0.000000
vlb	6	0.179926	0.000000
vlb	7	0.175928	0.000000
vlb	8	0.176378	0.000000
vlb	9	0.168048	0.000000

