#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
ecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.57064064999
		4. : 0.648884241628
		5. : 0.674637891903
ecmp	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.569000617156
		4. : 0.64804272343
		5. : 0.674463500045
ecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.576005694322
		4. : 0.656289474387
		5. : 0.682673501121
ecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.580900405686
		4. : 0.656722505478
		5. : 0.682562042191
ecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.591758701088
		4. : 0.669121895278
		5. : 0.692837082632
ecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.587655466065
		4. : 0.66558640911
		5. : 0.690053687212
ecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.58774964114
		4. : 0.664937513825
		5. : 0.688320523164
ecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.580118673669
		4. : 0.659728605528
		5. : 0.686990146076
ksp	0	
		1. : 0.0981169519731
		2. : 0.220452986567
		3. : 0.413072014264
		4. : 0.684300868684
		5. : 0.898222582467
		6. : 0.999583116004
		7. : 1.
ksp	1	
		1. : 0.0975051180457
		2. : 0.217479728636
		3. : 0.40676692433
		4. : 0.675260754068
		5. : 0.894407652615
		6. : 0.999611580385
		7. : 1.
ksp	2	
		1. : 0.158376559649
		2. : 0.299373102174
		3. : 0.464299978946
		4. : 0.661595661081
		5. : 0.838657620423
		6. : 0.888532765768
		7. : 0.888983163063
ksp	3	
		1. : 0.166080592573
		2. : 0.302746328102
		3. : 0.465752062453
		4. : 0.660846264071
		5. : 0.829634808376
		6. : 0.882003723441
		7. : 0.882348879053
ksp	4	
		1. : 0.165379233111
		2. : 0.308609448175
		3. : 0.472898810719
		4. : 0.671295134839
		5. : 0.838450622974
		6. : 0.888117696135
		7. : 0.88846329923
ksp	5	
		1. : 0.160865134358
		2. : 0.305589793862
		3. : 0.476288626389
		4. : 0.673949456866
		5. : 0.844414503921
		6. : 0.892797066379
		7. : 0.893092671367
ksp	6	
		1. : 0.1578057277
		2. : 0.304297469124
		3. : 0.480539015445
		4. : 0.680468406721
		5. : 0.851945387675
		6. : 0.89742990239
		7. : 0.897682619449
ksp	7	
		1. : 0.160309752247
		2. : 0.305510956306
		3. : 0.479054425673
		4. : 0.676127295132
		5. : 0.848262578218
		6. : 0.894873331326
		7. : 0.895193629395
ksp	8	
		1. : 0.155228182884
		2. : 0.296999758698
		3. : 0.470979750239
		4. : 0.669937710858
		5. : 0.848040981114
		6. : 0.894057719311
		7. : 0.894397099888
ksp	9	
		1. : 0.164443102481
		2. : 0.30963070231
		3. : 0.475949734519
		4. : 0.67388886675
		5. : 0.845497677439
		6. : 0.893421219384
		7. : 0.893732369868
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664852
		3. : 0.550111339844
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933142
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.553348262679
		4. : 0.614989263698
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.207113526458
		2. : 0.367044527886
		3. : 0.461868395925
		4. : 0.513652345291
		5. : 0.589782290794
		6. : 0.704194151986
		7. : 0.735064428126
		8. : 0.738752547468
mcf	3	
		1. : 0.20621761318
		2. : 0.350979940808
		3. : 0.453386202133
		4. : 0.512349979179
		5. : 0.610479181478
		6. : 0.690894982563
		7. : 0.714487812657
		8. : 0.725849819741
mcf	4	
		1. : 0.209268688822
		2. : 0.353109472188
		3. : 0.457231695472
		4. : 0.51970564425
		5. : 0.582770423541
		6. : 0.677768795925
		7. : 0.706288008448
		8. : 0.713282269516
mcf	5	
		1. : 0.2092730106
		2. : 0.373253672426
		3. : 0.477462702819
		4. : 0.523724406597
		5. : 0.604535764591
		6. : 0.702819945836
		7. : 0.728228596268
		8. : 0.733989323474
		9. : 0.735167537399
mcf	6	
		1. : 0.209916700732
		2. : 0.36437121006
		3. : 0.460281571162
		4. : 0.525413980428
		5. : 0.58638394153
		6. : 0.698932481458
		7. : 0.731131802564
		8. : 0.734398177434
mcf	7	
		1. : 0.202725758027
		2. : 0.32876215527
		3. : 0.399872421318
		4. : 0.475378627147
		5. : 0.553920907854
		6. : 0.68083274534
		7. : 0.724951482628
		8. : 0.727722467311
mcf	8	
