# solver	iter	mean-exp-congestion	stddev
ecmp	0	0.105512	0.000000
ecmp	1	0.103092	0.000000
ecmp	2	0.108193	0.000000
ecmp	3	0.105457	0.000000
ecmp	4	0.102576	0.000000
ecmp	5	0.103003	0.000000
ecmp	6	0.105836	0.000000
ecmp	7	0.104514	0.000000
ecmp	8	0.105692	0.000000
ecmp	9	0.101088	0.000000
ksp	0	0.203705	0.000000
ksp	1	0.197716	0.000000
ksp	2	0.206741	0.000000
ksp	3	0.203252	0.000000
ksp	4	0.197852	0.000000
ksp	5	0.198236	0.000000
ksp	6	0.204165	0.000000
ksp	7	0.200798	0.000000
ksp	8	0.202125	0.000000
ksp	9	0.194267	0.000000
mcf	0	0.158337	0.000000
mcf	1	0.155173	0.000000
mcf	2	0.157774	0.000000
mcf	3	0.157266	0.000000
mcf	4	0.151529	0.000000
mcf	5	0.151862	0.000000
mcf	6	0.152619	0.000000
mcf	7	0.155818	0.000000
mcf	8	0.158831	0.000000
mcf	9	0.148510	0.000000
raeke	0	0.139132	0.000000
raeke	1	0.135553	0.000000
raeke	2	0.142709	0.000000
raeke	3	0.163651	0.000000
raeke	4	0.154131	0.000000
raeke	5	0.158092	0.000000
raeke	6	0.159585	0.000000
raeke	7	0.158008	0.000000
raeke	8	0.159864	0.000000
raeke	9	0.153319	0.000000
semimcfecmp	0	0.105512	0.000000
semimcfecmp	1	0.103092	0.000000
semimcfecmp	2	0.108193	0.000000
semimcfecmp	3	0.137495	0.000000
semimcfecmp	4	0.132952	0.000000
semimcfecmp	5	0.133578	0.000000
semimcfecmp	6	0.136326	0.000000
semimcfecmp	7	0.134600	0.000000
semimcfecmp	8	0.136511	0.000000
semimcfecmp	9	0.130391	0.000000
semimcfksp	0	0.133976	0.000000
semimcfksp	1	0.135397	0.000000
semimcfksp	2	0.139631	0.000000
semimcfksp	3	0.156202	0.000000
semimcfksp	4	0.157916	0.000000
semimcfksp	5	0.161775	0.000000
semimcfksp	6	0.167156	0.000000
semimcfksp	7	0.159618	0.000000
semimcfksp	8	0.161091	0.000000
semimcfksp	9	0.153584	0.000000
semimcfmcf	0	0.158544	0.000000
semimcfmcf	1	0.154313	0.000000
semimcfmcf	2	0.164206	0.000000
semimcfmcf	3	0.180234	0.000000
semimcfmcf	4	0.172157	0.000000
semimcfmcf	5	0.175252	0.000000
semimcfmcf	6	0.183557	0.000000
semimcfmcf	7	0.180685	0.000000
semimcfmcf	8	0.186371	0.000000
semimcfmcf	9	0.175971	0.000000
semimcfraeke	0	0.136857	0.000000
semimcfraeke	1	0.133317	0.000000
semimcfraeke	2	0.140430	0.000000
semimcfraeke	3	0.158262	0.000000
semimcfraeke	4	0.153065	0.000000
semimcfraeke	5	0.157962	0.000000
semimcfraeke	6	0.161994	0.000000
semimcfraeke	7	0.158401	0.000000
semimcfraeke	8	0.162077	0.000000
semimcfraeke	9	0.152226	0.000000
semimcfvlb	0	0.129523	0.000000
semimcfvlb	1	0.130282	0.000000
semimcfvlb	2	0.133487	0.000000
semimcfvlb	3	0.148345	0.000000
semimcfvlb	4	0.146242	0.000000
semimcfvlb	5	0.147576	0.000000
semimcfvlb	6	0.152933	0.000000
semimcfvlb	7	0.150224	0.000000
semimcfvlb	8	0.149593	0.000000
semimcfvlb	9	0.145069	0.000000
spf	0	0.105512	0.000000
spf	1	0.103092	0.000000
spf	2	0.108193	0.000000
spf	3	0.105457	0.000000
spf	4	0.102576	0.000000
spf	5	0.103003	0.000000
spf	6	0.105836	0.000000
spf	7	0.104514	0.000000
spf	8	0.105692	0.000000
spf	9	0.101088	0.000000
vlb	0	0.140841	0.000000
vlb	1	0.141149	0.000000
vlb	2	0.146048	0.000000
vlb	3	0.141935	0.000000
vlb	4	0.140951	0.000000
vlb	5	0.141354	0.000000
vlb	6	0.144716	0.000000
vlb	7	0.140766	0.000000
vlb	8	0.141161	0.000000
vlb	9	0.136455	0.000000

