# solver	iter	num_paths	stddev
ecmp	0	168.000000	0.000000
ecmp	1	168.000000	0.000000
ecmp	2	168.000000	0.000000
ecmp	3	168.000000	0.000000
ecmp	4	168.000000	0.000000
ecmp	5	168.000000	0.000000
ecmp	6	168.000000	0.000000
ecmp	7	168.000000	0.000000
ecmp	8	168.000000	0.000000
ecmp	9	168.000000	0.000000
ksp	0	623.000000	0.000000
ksp	1	623.000000	0.000000
ksp	2	623.000000	0.000000
ksp	3	623.000000	0.000000
ksp	4	623.000000	0.000000
ksp	5	623.000000	0.000000
ksp	6	623.000000	0.000000
ksp	7	623.000000	0.000000
ksp	8	623.000000	0.000000
ksp	9	623.000000	0.000000
mcf	0	137.000000	0.000000
mcf	1	136.000000	0.000000
mcf	2	138.000000	0.000000
mcf	3	136.000000	0.000000
mcf	4	135.000000	0.000000
mcf	5	138.000000	0.000000
mcf	6	138.000000	0.000000
mcf	7	139.000000	0.000000
mcf	8	139.000000	0.000000
mcf	9	136.000000	0.000000
raeke	0	610.000000	0.000000
raeke	1	610.000000	0.000000
raeke	2	610.000000	0.000000
raeke	3	540.000000	0.000000
raeke	4	532.000000	0.000000
raeke	5	527.000000	0.000000
raeke	6	532.000000	0.000000
raeke	7	534.000000	0.000000
raeke	8	517.000000	0.000000
raeke	9	538.000000	0.000000
semimcfecmp	0	168.000000	0.000000
semimcfecmp	1	168.000000	0.000000
semimcfecmp	2	168.000000	0.000000
semimcfecmp	3	166.000000	0.000000
semimcfecmp	4	166.000000	0.000000
semimcfecmp	5	166.000000	0.000000
semimcfecmp	6	166.000000	0.000000
semimcfecmp	7	166.000000	0.000000
semimcfecmp	8	166.000000	0.000000
semimcfecmp	9	166.000000	0.000000
semimcfksp	0	623.000000	0.000000
semimcfksp	1	623.000000	0.000000
semimcfksp	2	623.000000	0.000000
semimcfksp	3	542.000000	0.000000
semimcfksp	4	542.000000	0.000000
semimcfksp	5	542.000000	0.000000
semimcfksp	6	542.000000	0.000000
semimcfksp	7	542.000000	0.000000
semimcfksp	8	542.000000	0.000000
semimcfksp	9	542.000000	0.000000
semimcfmcf	0	137.000000	0.000000
semimcfmcf	1	137.000000	0.000000
semimcfmcf	2	137.000000	0.000000
semimcfmcf	3	132.000000	0.000000
semimcfmcf	4	132.000000	0.000000
semimcfmcf	5	132.000000	0.000000
semimcfmcf	6	132.000000	0.000000
semimcfmcf	7	132.000000	0.000000
semimcfmcf	8	132.000000	0.000000
semimcfmcf	9	132.000000	0.000000
semimcfraeke	0	609.000000	0.000000
semimcfraeke	1	609.000000	0.000000
semimcfraeke	2	609.000000	0.000000
semimcfraeke	3	532.000000	0.000000
semimcfraeke	4	528.000000	0.000000
semimcfraeke	5	534.000000	0.000000
semimcfraeke	6	527.000000	0.000000
semimcfraeke	7	537.000000	0.000000
semimcfraeke	8	528.000000	0.000000
semimcfraeke	9	531.000000	0.000000
semimcfvlb	0	492.000000	0.000000
semimcfvlb	1	492.000000	0.000000
semimcfvlb	2	492.000000	0.000000
semimcfvlb	3	402.000000	0.000000
semimcfvlb	4	406.000000	0.000000
semimcfvlb	5	398.000000	0.000000
semimcfvlb	6	417.000000	0.000000
semimcfvlb	7	405.000000	0.000000
semimcfvlb	8	400.000000	0.000000
semimcfvlb	9	386.000000	0.000000
spf	0	132.000000	0.000000
spf	1	132.000000	0.000000
spf	2	132.000000	0.000000
spf	3	132.000000	0.000000
spf	4	132.000000	0.000000
spf	5	132.000000	0.000000
spf	6	132.000000	0.000000
spf	7	132.000000	0.000000
spf	8	132.000000	0.000000
spf	9	132.000000	0.000000
vlb	0	491.000000	0.000000
vlb	1	493.000000	0.000000
vlb	2	501.000000	0.000000
vlb	3	500.000000	0.000000
vlb	4	511.000000	0.000000
vlb	5	510.000000	0.000000
vlb	6	509.000000	0.000000
vlb	7	503.000000	0.000000
vlb	8	491.000000	0.000000
vlb	9	496.000000	0.000000

