#solver	iter	latency-throughput
ecmp	0	
		1. : 0.273570149543
		2. : 0.613609499418
		3. : 0.81092620977
		4. : 0.956517226375
		5. : 1.
ecmp	1	
		1. : 0.270868530688
		2. : 0.606176920707
		3. : 0.801686249811
		4. : 0.951612175575
		5. : 1.
ecmp	2	
		1. : 0.225446459961
		2. : 0.461092663827
		3. : 0.617031386724
		4. : 0.739446466238
		5. : 0.819675250156
		6. : 0.871967078462
ecmp	3	
		1. : 0.229918779481
		2. : 0.467063167088
		3. : 0.619889540299
		4. : 0.744129669107
		5. : 0.821054826205
		6. : 0.872041968524
ecmp	4	
		1. : 0.230040750372
		2. : 0.471999235228
		3. : 0.626176187867
		4. : 0.751944392426
		5. : 0.826963846227
		6. : 0.875357824
ecmp	5	
		1. : 0.230435538112
		2. : 0.470040636989
		3. : 0.629041278696
		4. : 0.74966231902
		5. : 0.826525003884
		6. : 0.875210202663
ecmp	6	
		1. : 0.229842201998
		2. : 0.475530276148
		3. : 0.640491336229
		4. : 0.76040723196
		5. : 0.834058407891
		6. : 0.879284218096
ecmp	7	
		1. : 0.230672638145
		2. : 0.47252984508
		3. : 0.635093612422
		4. : 0.75505693001
		5. : 0.831106542069
		6. : 0.878116817083
ecmp	8	
		1. : 0.228226364964
		2. : 0.468950797206
		3. : 0.632395632688
		4. : 0.751772446984
		5. : 0.829445273718
		6. : 0.877345979343
ecmp	9	
		1. : 0.232189218889
		2. : 0.472334746259
		3. : 0.628423945625
		4. : 0.751885002353
		5. : 0.829242043514
		6. : 0.876972568782
ksp	0	
		1. : 0.0675172645244
		2. : 0.148899254495
		3. : 0.272357997737
		4. : 0.449770328845
		5. : 0.643121425696
		6. : 0.859877694898
		7. : 0.905190564409
		8. : 0.946611197784
		9. : 0.992560038901
		10. : 0.999883195887
		11. : 1.
ksp	1	
		1. : 0.0676695962126
		2. : 0.147816727684
		3. : 0.269441810684
		4. : 0.445387971987
		5. : 0.639510102569
		6. : 0.860490539807
		7. : 0.903501889546
		8. : 0.945218548124
		9. : 0.992877073506
		10. : 0.999869608392
		11. : 1.
ksp	2	
		1. : 0.144675323548
		2. : 0.261613586318
		3. : 0.375478113572
		4. : 0.483694643171
		5. : 0.624156380644
		6. : 0.774635218504
		7. : 0.836291429918
		8. : 0.886842779985
		9. : 0.921722759644
		10. : 0.932096035531
		11. : 0.932647239783
ksp	3	
		1. : 0.152838950138
		2. : 0.274704333619
		3. : 0.388877550587
		4. : 0.49349822517
		5. : 0.626960576204
		6. : 0.773378999512
		7. : 0.832667142772
		8. : 0.883329385848
		9. : 0.91926605423
		10. : 0.930694035531
		11. : 0.931290654643
ksp	4	
		1. : 0.15184364202
		2. : 0.275427459335
		3. : 0.389357821036
		4. : 0.49555053759
		5. : 0.629203455769
		6. : 0.774836935005
		7. : 0.834233694874
		8. : 0.884704355169
		9. : 0.920163184555
		10. : 0.931563281171
		11. : 0.932121788221
ksp	5	
		1. : 0.146495052911
		2. : 0.266502664243
		3. : 0.384103215204
		4. : 0.492557987483
		5. : 0.630482810348
		6. : 0.777153134363
		7. : 0.838050234785
		8. : 0.888072737837
		9. : 0.922456534327
		10. : 0.932647083725
		11. : 0.932911922407
ksp	6	
		1. : 0.142401359686
		2. : 0.262899804762
		3. : 0.383727235477
		4. : 0.494195655097
		5. : 0.634853152896
		6. : 0.781484249387
		7. : 0.843074600208
		8. : 0.891969818347
		9. : 0.925355242602
		10. : 0.935185863541
		11. : 0.935401909957
ksp	7	
		1. : 0.145714580646
		2. : 0.265929686201
		3. : 0.385201040084
		4. : 0.49381452939
		5. : 0.633132627128
		6. : 0.780017899675
		7. : 0.841590405068
		8. : 0.890642600326
		9. : 0.924067788816
		10. : 0.933663440319
		11. : 0.933926313784
ksp	8	
		1. : 0.140229160191
		2. : 0.256504254745
		3. : 0.37441584873
		4. : 0.48502418432
		5. : 0.628205529687
		6. : 0.779084332457
		7. : 0.843162157899
		8. : 0.892562745183
		9. : 0.925776300792
		10. : 0.934973319973
		11. : 0.93521010134
ksp	9	
		1. : 0.150427254586
		2. : 0.270841469962
		3. : 0.384265900297
		4. : 0.491649889807
		5. : 0.628624477875
		6. : 0.7756118736
		7. : 0.837030578934
		8. : 0.887843553338
		9. : 0.922587559611
		10. : 0.932819923644
		11. : 0.933084243633
mcf	0	
		1. : 0.250237394853
		2. : 0.440141664852
		3. : 0.550111339845
		4. : 0.608258365469
		5. : 0.731174581249
		6. : 0.850153933142
		7. : 0.950181175313
		8. : 1.
mcf	1	
		1. : 0.246165833059
		2. : 0.435694248692
		3. : 0.553348262679
		4. : 0.614989263699
		5. : 0.695354137108
		6. : 0.85041470842
		7. : 0.936229338545
		8. : 1.
mcf	2	
		1. : 0.199819633612
		2. : 0.349374002582
		3. : 0.461940131507
		4. : 0.554360900755
		5. : 0.643947850783
