# solver	iter	total-throughput	stddev
ecmp	0	1.000000	0.000000
ecmp	1	1.000000	0.000000
ecmp	2	0.674638	0.000000
ecmp	3	0.674464	0.000000
ecmp	4	0.682674	0.000000
ecmp	5	0.682562	0.000000
ecmp	6	0.692837	0.000000
ecmp	7	0.690054	0.000000
ecmp	8	0.688321	0.000000
ecmp	9	0.686990	0.000000
ksp	0	1.000000	0.000000
ksp	1	1.000000	0.000000
ksp	2	0.888983	0.000000
ksp	3	0.890962	0.000000
ksp	4	0.893177	0.000000
ksp	5	0.893093	0.000000
ksp	6	0.897683	0.000000
ksp	7	0.895194	0.000000
ksp	8	0.894397	0.000000
ksp	9	0.893732	0.000000
mcf	0	1.000000	0.000000
mcf	1	1.000000	0.000000
mcf	2	0.738753	0.000000
mcf	3	0.725850	0.000000
mcf	4	0.713282	0.000000
mcf	5	0.735168	0.000000
mcf	6	0.734398	0.000000
mcf	7	0.727722	0.000000
mcf	8	0.751370	0.000000
mcf	9	0.719990	0.000000
mwmcf	0	1.000000	0.000000
mwmcf	1	1.000000	0.000000
mwmcf	2	0.675001	0.000000
mwmcf	3	0.674829	0.000000
mwmcf	4	0.683006	0.000000
mwmcf	5	0.682881	0.000000
mwmcf	6	0.693238	0.000000
mwmcf	7	0.690447	0.000000
mwmcf	8	0.688683	0.000000
mwmcf	9	0.687380	0.000000
raeke	0	1.000000	0.000000
raeke	1	1.000000	0.000000
raeke	2	0.947671	0.000000
raeke	3	0.947075	0.000000
raeke	4	0.947900	0.000000
raeke	5	0.948428	0.000000
raeke	6	0.949792	0.000000
raeke	7	0.949234	0.000000
raeke	8	0.949454	0.000000
raeke	9	0.948622	0.000000
semimcfecmp	0	1.000000	0.000000
semimcfecmp	1	1.000000	0.000000
semimcfecmp	2	0.675001	0.000000
semimcfecmp	3	0.674829	0.000000
semimcfecmp	4	0.683006	0.000000
semimcfecmp	5	0.682881	0.000000
semimcfecmp	6	0.693238	0.000000
semimcfecmp	7	0.690447	0.000000
semimcfecmp	8	0.688683	0.000000
semimcfecmp	9	0.687380	0.000000
semimcfksp	0	1.000000	0.000000
semimcfksp	1	1.000000	0.000000
semimcfksp	2	0.898145	0.000000
semimcfksp	3	0.900404	0.000000
semimcfksp	4	0.903256	0.000000
semimcfksp	5	0.902289	0.000000
semimcfksp	6	0.904528	0.000000
semimcfksp	7	0.905406	0.000000
semimcfksp	8	0.901188	0.000000
semimcfksp	9	0.903615	0.000000
semimcfmcf	0	1.000000	0.000000
semimcfmcf	1	1.000000	0.000000
semimcfmcf	2	0.695763	0.000000
semimcfmcf	3	0.695144	0.000000
semimcfmcf	4	0.695004	0.000000
semimcfmcf	5	0.701446	0.000000
semimcfmcf	6	0.700585	0.000000
semimcfmcf	7	0.706642	0.000000
semimcfmcf	8	0.702548	0.000000
semimcfmcf	9	0.696755	0.000000
semimcfraeke	0	1.000000	0.000000
semimcfraeke	1	1.000000	0.000000
semimcfraeke	2	0.873958	0.000000
semimcfraeke	3	0.865471	0.000000
semimcfraeke	4	0.841902	0.000000
semimcfraeke	5	0.853162	0.000000
semimcfraeke	6	0.899699	0.000000
semimcfraeke	7	0.862876	0.000000
semimcfraeke	8	0.874234	0.000000
semimcfraeke	9	0.869763	0.000000
semimcfvlb	0	1.000000	0.000000
semimcfvlb	1	1.000000	0.000000
semimcfvlb	2	0.846367	0.000000
semimcfvlb	3	0.843457	0.000000
semimcfvlb	4	0.865031	0.000000
semimcfvlb	5	0.866954	0.000000
semimcfvlb	6	0.852754	0.000000
semimcfvlb	7	0.835897	0.000000
semimcfvlb	8	0.877383	0.000000
semimcfvlb	9	0.878997	0.000000
spf	0	1.000000	0.000000
spf	1	1.000000	0.000000
spf	2	0.675001	0.000000
spf	3	0.674829	0.000000
spf	4	0.683006	0.000000
spf	5	0.682881	0.000000
spf	6	0.693238	0.000000
spf	7	0.690447	0.000000
spf	8	0.688683	0.000000
spf	9	0.687380	0.000000
vlb	0	1.000000	0.000000
vlb	1	1.000000	0.000000
vlb	2	0.899567	0.000000
vlb	3	0.874132	0.000000
vlb	4	0.882485	0.000000
vlb	5	0.893347	0.000000
vlb	6	0.893494	0.000000
vlb	7	0.888139	0.000000
vlb	8	0.885305	0.000000
vlb	9	0.887321	0.000000

